GEOID,G16PREDCLI,G16PRERTRU,G16PREGSTE,G16PRELJOH,G16HALDROC,G16HALRREI,G16HALGPER,G16HALLGES,G16GOVDCAR,G16GOVRBON,G16GOVGGRO,G16GOVLGOW,G16LTGDHAL,G16LTGRGUN,G16INSDNAV,G16INSRCRA
100010419002003,1.9,8.4,0.1,0.5,2.1,8.1,0.1,0.1,2.5,7.9,0,0.1,3.3,6.9,2.4,7.9
100010419002004,13.5,38.5,0.9,2,15.8,34.2,1.4,1.2,19,33.2,0.7,0.7,22.4,29.8,16.6,35
100010419002032,3.6,15.5,0.2,0.9,3.8,14.9,0.2,0.3,4.7,14.5,0.1,0.2,6.2,12.7,4.4,14.5
100010411001011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100010422021016,9.6,11,0.3,1.1,9.6,11.1,0.3,0.3,9.9,11.4,0.1,0.3,10.1,11.2,9.9,11.2
100010422013062,5.3,5.7,0.3,0.5,5.2,5.8,0.1,0.2,5.6,5.7,0.1,0,5.2,6,5.6,5.7
100010422022040,9.1,17.1,0.3,1.5,9.7,16.6,0.4,0.4,10.6,16.6,0.2,0.2,12.6,14.5,10.3,16.3
100010422021009,14.9,17.3,0.4,1.7,15,17.3,0.4,0.5,15.5,17.8,0.1,0.4,15.8,17.5,15.4,17.6
100010420001012,0.4,1.4,0,0.1,0.5,1.3,0.1,0,0.6,1.3,0,0,0.8,1.1,0.5,1.4
100010422022013,26.5,43.5,0.8,3.6,27,42.9,1.3,0.7,28.5,43.9,0.5,0.7,32.7,38.1,28.7,42.1
100010422022006,7,11.4,0.2,1,7.1,11.3,0.3,0.2,7.5,11.5,0.1,0.2,8.6,10,7.5,11
100010422022004,3.4,4.5,0.1,0.3,3.5,4.2,0.2,0.2,3.6,4.4,0.1,0.1,4,4,3.6,4.3
100010422013073,0.6,0.7,0,0.1,0.5,0.7,0,0,0.6,0.7,0,0,0.6,0.6,0.6,0.7
100010422013009,0.3,0.4,0,0,0.3,0.4,0,0,0.3,0.3,0,0,0.3,0.3,0.3,0.3
100010422022074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100010422012046,12.9,15.9,0.2,1.1,12.4,16,0.5,0.6,13,16.3,0.2,0.3,14.3,14.8,12.9,16
100010422012049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100010422012051,22.9,28.2,0.4,1.9,21.9,28.3,0.9,1,23.1,28.8,0.4,0.5,25.3,26.3,22.8,28.3
100010422013063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100010422013064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100010422013068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100010422011075,16.2,20,0.3,1.4,15.5,20.1,0.6,0.7,16.4,20.4,0.3,0.4,18,18.6,16.2,20.1
100010422012005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100010422011078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100010422011093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100010417012029,51.3,50.9,1.6,4.5,48.7,48.9,2.3,2.1,53.2,48.5,1.1,1.5,53.7,48.1,52.1,47.3
100010416001065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100010412002009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100010412002025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100010412002081,115.2,148.7,3,9.7,108.1,156.4,4.5,3,123,147,1.3,1.7,140.3,128.6,112.9,153.4
100010415001005,7.5,5.8,0.2,0.6,7.2,6,0.1,0.2,7.4,6.1,0.1,0.1,7.9,5.8,7.6,5.8
100010405011040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100010405012038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100010415001020,35.8,25.7,1,2.4,32.9,26.4,1.2,0.9,35.5,26,0.5,0.6,36.1,25.3,35,26
100010411001008,29.4,17,1.5,4,29.1,17,1.4,1.6,29.6,18,0.8,1.3,28.7,20.1,29.5,17.7
100010418011009,1.5,0.9,0,0.1,1.4,0.8,0.1,0,1.5,0.9,0,0,1.5,0.9,1.5,0.8
100010418011013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100010405011028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100010410001063,1.8,0.7,0,0.1,1.7,0.7,0.1,0,1.7,0.7,0,0,1.7,0.8,1.8,0.7
100010414001033,5.7,3.3,0.2,0.3,5.4,3.4,0.2,0.2,5.5,3.4,0.2,0.1,5.7,3.4,5.7,3.1
100010405011059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100010418013018,26.6,15.5,0.7,1.8,26.7,15.4,0.8,0.8,27.2,15.8,0.5,0.5,27.3,16.3,26.7,15.9
100010412002020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100010418021048,14.2,5.2,0.6,0.7,13.9,5,0.4,0.4,14.5,5,0.3,0.3,13.4,6.4,14.2,5.3
100010417012077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100010418011076,2.3,3.7,0,0.2,2.3,3.7,0.1,0.1,2.6,3.4,0.1,0,2.9,3.1,2.4,3.5
100010418012005,14.2,22.5,0.3,1.2,13.8,22.6,0.5,0.4,15.8,21,0.4,0.2,17.6,19.1,14.8,21.2
100010405012026,64.9,21.6,1.4,2,60.8,20.7,2,1.2,61.5,21.6,1.5,1.4,57.1,26.8,61.7,21.4
100010405012025,2.1,0.7,0,0.1,1.9,0.7,0.1,0,2,0.7,0,0,1.8,0.9,2,0.7
100010407001005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100010405012034,67.8,22.6,1.5,2.1,63.5,21.7,2.1,1.2,64.2,22.6,1.6,1.5,59.7,28,64.5,22.3
100010409001028,0.4,0.3,0,0,0.4,0.3,0,0,0.4,0.3,0,0,0.4,0.2,0.4,0.3
100010433003024,1.6,0.6,0,0.1,1.6,0.6,0,0,1.7,0.6,0,0,1.6,0.7,1.7,0.7
100010412001051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100010418011008,22.8,13.3,0.6,1.4,21.7,12.4,0.9,0.6,22.6,13.1,0.4,0.4,22.4,13.1,22.7,12.7
100010432021058,2.3,5.1,0.1,0.3,2.2,4.9,0.1,0.2,2.6,4.8,0.1,0.1,3.1,4.2,2.6,4.7
100010412002027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100010418011087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100010410001020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100010405022027,2.1,1.9,0,0.1,2.1,1.6,0.1,0,2.5,1.4,0,0,2.5,1.3,2.2,1.4
100010405011065,18.4,5.7,0.7,1,17.9,5.2,0.8,0.7,17.9,6.1,0.5,0.4,16.6,7.6,18,6
100010417022005,12.5,12.1,0.3,1.1,11.8,12.3,0.5,0.5,12.8,12,0.3,0.4,13,11.9,12.7,12
100010412002047,24.8,14.4,1.2,3.4,24.5,14.4,1.2,1.3,24.9,15.2,0.7,1.1,24.2,17,24.9,15
100010410001039,36.1,14.5,0.5,1.9,33.6,14.1,1.3,0.8,34.7,14.4,0.9,0.7,33.6,16,36,13.8
100010405022010,5.9,5.4,0,0.2,5.9,4.6,0.1,0.1,7,4,0.1,0,7.1,3.6,6.4,4.1
100010405022011,5,4.6,0,0.2,5,3.9,0.1,0.1,6,3.4,0.1,0,6.1,3,5.5,3.5
100010418013008,11.7,6.8,0.3,0.8,11.7,6.8,0.3,0.3,11.9,6.9,0.2,0.2,12,7.1,11.7,7
100010417012066,1.6,1.6,0,0.1,1.5,1.5,0.1,0.1,1.6,1.5,0,0,1.6,1.5,1.6,1.5
100010418013010,7.3,4.2,0.2,0.5,7.3,4.2,0.2,0.2,7.5,4.3,0.1,0.1,7.5,4.5,7.3,4.3
100010432021109,10.1,16.3,0.3,2.2,10.7,16,0.8,0.4,12.6,15,0.6,0.5,14.1,13.6,11.7,16.5
100010410002064,15.2,8.2,0.6,1,14.9,7.4,0.6,0.5,15,8.2,0.3,0.3,14.7,8.4,15.6,7.4
100010410002085,9.1,5,0.4,0.6,9,4.5,0.4,0.3,9,4.9,0.2,0.2,8.9,5,9.4,4.5
100010432021059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100010411002013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100010411002002,34.2,4.5,1,0.7,33,3.8,1.2,0.5,32,5.7,0.7,0.2,27.3,10.8,33,5.3
100010412002044,2.7,1.6,0.1,0.4,2.7,1.6,0.1,0.1,2.7,1.6,0.1,0.1,2.6,1.8,2.7,1.6
100010411002071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100010433002006,29.6,16.6,0.8,2.4,27.5,17.2,1.2,0.5,28.1,18.2,0.8,0.3,28.8,17.8,28.6,16.9
100010418021010,31.8,11.7,1.3,1.5,31.1,11.1,0.8,0.9,32.4,11.1,0.7,0.7,29.9,14.2,31.8,11.9
100010410001078,10.7,4.3,0.2,0.6,10,4.2,0.4,0.2,10.3,4.3,0.3,0.2,10,4.8,10.7,4.1
100010405012036,19.4,6.5,0.4,0.6,18.2,6.2,0.6,0.3,18.4,6.5,0.5,0.4,17.1,8,18.5,6.4
100010407002001,14.1,6.2,0.4,0.8,13.6,6.2,0.4,0.4,14.1,6.5,0.1,0.3,13.9,6.9,13.7,6.6
100010433002012,36.2,20.3,1,3,33.6,21,1.5,0.6,34.3,22.3,1,0.3,35.2,21.7,35,20.7
100010410001029,115.4,46.4,1.7,6.2,107.4,45.1,4.1,2.4,110.9,46,2.8,2.2,107.5,51.2,115.2,44.1
100010418012014,21,33.3,0.4,1.7,20.3,33.3,0.8,0.5,23.3,31,0.6,0.4,26,28.2,21.9,31.3
100010418012018,7.4,11.8,0.2,0.6,7.2,11.8,0.3,0.2,8.3,11,0.2,0.1,9.2,10,7.7,11.1
100010410001047,15.7,6.3,0.2,0.8,14.6,6.1,0.6,0.3,15.1,6.3,0.4,0.3,14.6,7,15.7,6
100010409001013,2.2,1.4,0.1,0.2,2,1.6,0.1,0.1,2.2,1.6,0.1,0,2.4,1.3,2.1,1.5
100010409001037,2.8,1.8,0.1,0.3,2.6,2,0.1,0.1,2.8,2,0.1,0,3.1,1.7,2.7,1.9
100010433003028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100010418013025,20.2,34.2,1,2.1,20.8,34,0.8,1.1,24.1,32.1,0.6,1,24.6,31.3,20.8,34
100010432021082,2.8,4.6,0.1,0.6,3,4.5,0.2,0.1,3.5,4.2,0.2,0.1,4,3.8,3.3,4.6
100010412002051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100010410002083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100010419002044,2.5,11.1,0.1,0.6,2.7,10.7,0.1,0.2,3.3,10.4,0.1,0.2,4.4,9.1,3.1,10.4
100010419002049,0.9,4,0,0.2,1,3.8,0,0.1,1.2,3.7,0,0.1,1.6,3.3,1.1,3.7
100010433001025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100010418021020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100010411002043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100010411002044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100010410001051,13.2,5.3,0.2,0.7,12.3,5.2,0.5,0.3,12.7,5.3,0.3,0.3,12.3,5.9,13.2,5.1
100010419001029,0.3,0.8,0,0,0.3,0.7,0,0,0.4,0.7,0,0,0.5,0.6,0.4,0.7
100010412001056,2.2,2,0.1,0.2,2.1,2.1,0.1,0,2.3,2,0.1,0.1,2.4,1.9,2.3,1.9
100010405011011,6.5,7.1,0.1,0.6,6.7,6.6,0.2,0.3,7.2,6.6,0.1,0.2,7.6,6,7,6.6
100010405011017,4.8,5.3,0.1,0.5,5,4.9,0.1,0.2,5.4,4.9,0.1,0.2,5.7,4.5,5.3,5
100010405011034,6.1,6.7,0.1,0.6,6.3,6.3,0.2,0.3,6.8,6.3,0.1,0.2,7.2,5.7,6.7,6.3
100010417022013,5,4.8,0.1,0.5,4.7,4.9,0.2,0.2,5.1,4.8,0.1,0.2,5.2,4.8,5.1,4.8
100010418013034,6.6,3.8,0.2,0.4,6.6,3.8,0.2,0.2,6.7,3.9,0.1,0.1,6.7,4,6.6,3.9
100010412002080,7,9.1,0.2,0.6,6.6,9.5,0.3,0.2,7.5,9,0.1,0.1,8.6,7.8,6.9,9.4
100010416001035,12.3,20.3,0.3,2.4,12.5,21.6,0.5,0.3,12.9,21.8,0.4,0.4,16.6,17.8,13,21
100010417011001,10.6,12.4,0.4,1.3,10.1,12.8,0.4,0.5,11.6,11.9,0.2,0.4,12.7,10.9,11.3,12.2
100010417011002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100010411002011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100010412001049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100010410002037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100010410002074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100010417012061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100010410002039,35.5,19.3,1.4,2.4,35,17.4,1.4,1.2,35.1,19.1,0.8,0.6,34.4,19.6,36.6,17.4
100010428002019,22.2,42.9,0.9,2.1,23,40.1,1.1,1.1,26.2,38.7,0.9,0.8,28.3,36.5,23.8,40.9
100010428002009,7.6,14.8,0.3,0.7,7.9,13.8,0.4,0.4,9,13.3,0.3,0.3,9.7,12.6,8.2,14.1
100010428002065,3.4,4.8,0.1,0.3,3.5,4.5,0.2,0.1,3.7,4.5,0.1,0,4,4.2,3.6,4.6
100010428002004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100010428002074,1.1,2.1,0,0.1,1.1,2,0.1,0.1,1.3,1.9,0,0,1.4,1.8,1.2,2
100010428003057,8.4,24.2,0.4,0.6,8.7,21.8,0.7,0.6,10.3,21.6,0.3,0.3,13.3,18.6,9.1,22.5
100010428003016,6.2,8.7,0.2,0.6,6.4,8.3,0.4,0.2,6.8,8.3,0.2,0.1,7.4,7.6,6.6,8.4
100010428001057,1,4.2,0.1,0.2,1.2,3.8,0.1,0.1,1.5,3.7,0.1,0.1,1.9,3.3,1.4,3.7
100010428001062,0.1,0.5,0,0,0.1,0.4,0,0,0.2,0.4,0,0,0.2,0.4,0.2,0.4
100010428001005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100010428001067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100010431002027,3.3,13.3,0.2,0.5,4,11.6,0.5,0.3,4.6,12.1,0.2,0.1,5.6,10.7,4,12.3
100010431001012,4.5,19.7,0.3,0.8,5.6,17.6,0.5,0.4,6.9,17.2,0.3,0.3,8.8,15.2,6.4,17.4
100010430001015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100010430003010,10.5,20.6,0.6,1.1,10.9,18.7,0.7,0.5,12.2,18.9,0.4,0.4,14,16.9,11.4,18.9
100010430003007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100010430001002,0.2,0.3,0,0,0.2,0.3,0,0,0.2,0.3,0,0,0.3,0.3,0.2,0.3
100010430001030,5.7,8.5,0.3,0.6,6.3,7.4,0.4,0.2,6.6,7.6,0.3,0.2,7.3,7,6.3,7.8
100010430002023,5.3,7.9,0.3,0.5,5.9,6.9,0.4,0.2,6.1,7,0.3,0.1,6.8,6.5,5.9,7.2
100010430002027,7.4,11,0.4,0.7,8.2,9.6,0.5,0.3,8.5,9.9,0.4,0.2,9.5,9.1,8.2,10.1
100010430002017,2.8,4.1,0.2,0.3,3.1,3.6,0.2,0.1,3.2,3.7,0.1,0.1,3.5,3.4,3.1,3.8
100010430002058,1.1,1.6,0.1,0.1,1.2,1.4,0.1,0,1.2,1.4,0.1,0,1.4,1.3,1.2,1.4
100010430003020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100010430002034,12.7,18.9,0.7,1.3,14.1,16.5,0.8,0.5,14.6,16.9,0.6,0.3,16.3,15.6,14.1,17.3
100010430002072,3.5,6.9,0.2,0.4,3.6,6.2,0.2,0.2,4.1,6.3,0.1,0.1,4.7,5.6,3.8,6.3
100010430002051,1.1,2.2,0.1,0.1,1.2,2,0.1,0,1.3,2,0,0,1.5,1.8,1.2,2
100010430002086,1.9,3.8,0.1,0.2,2,3.4,0.1,0.1,2.2,3.4,0.1,0.1,2.5,3.1,2.1,3.4
100010430002083,1.4,2.8,0.1,0.1,1.5,2.6,0.1,0.1,1.7,2.6,0.1,0,1.9,2.3,1.5,2.6
100010429002066,4.7,10.3,0.2,0.8,5.1,9.5,0.1,0.3,5.4,9.8,0.1,0.2,6.4,8.7,5.2,9.8
100010401003015,2.4,3.8,0.1,0.2,2.6,3.4,0.2,0.1,3,3.2,0.1,0.1,3.2,3,2.8,3.4
100010401003031,1.9,5.3,0.1,0.3,2.2,4.7,0.2,0.2,2.6,4.6,0.1,0.1,3.1,4.1,2.3,4.8
100010401003026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100010401003025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100010401002031,1.2,1.9,0.1,0.1,1.3,1.7,0.1,0,1.5,1.6,0,0,1.6,1.5,1.4,1.7
100010401002029,1.7,2.7,0.1,0.2,1.8,2.4,0.1,0.1,2.1,2.3,0.1,0,2.2,2.1,2,2.4
100010401003011,7.7,8.5,0.2,0.4,7.5,8,0.3,0.3,8.5,7.5,0.1,0.2,8.9,7.1,8.2,7.7
100010401001009,2.9,5.8,0.1,0.4,3.3,5.2,0.2,0.3,3.9,5,0.1,0.1,4.5,4.4,3.7,5
100010401003044,1.4,4.1,0.1,0.2,1.7,3.6,0.1,0.1,2,3.5,0.1,0.1,2.4,3.2,1.8,3.7
100010401001021,5.2,10.4,0.2,0.8,5.8,9.3,0.4,0.5,6.9,8.9,0.2,0.2,8.1,7.8,6.6,9
100010401002043,3.3,5.3,0.2,0.4,3.6,4.8,0.3,0.1,4.3,4.5,0.1,0.1,4.4,4.3,3.9,4.7
100010401001017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100010434001018,20.2,26.5,0.7,1.8,20.7,24.8,0.9,0.9,21.2,25.6,0.5,0.8,23.1,23.6,21.3,25.1
100010434001001,2.3,4.4,0.1,0.4,2.5,4.3,0.1,0.1,2.7,4.3,0.1,0.1,3.2,3.7,2.6,4.2
100010432023052,0.3,0.8,0,0,0.3,0.7,0,0,0.4,0.7,0,0,0.4,0.6,0.4,0.7
100010425002043,4.2,3.8,0.1,0.4,4.1,3.6,0.2,0.1,4.5,3.7,0.1,0.1,4.6,3.5,4.2,3.8
100010413001022,4.5,2.7,0.2,0.2,4.3,2.7,0.2,0.2,4.4,2.7,0.2,0.1,4.5,2.7,4.5,2.4
100010417012033,21.1,20.9,0.7,1.9,20,20.1,0.9,0.8,21.9,19.9,0.4,0.6,22.1,19.8,21.4,19.4
100010417021016,66.6,86,1.7,5.6,62.5,90.4,2.6,1.7,71.1,85,0.8,1,81.1,74.4,65.3,88.7
100010432021090,5.8,11.6,0,0.9,5.7,11.1,0.5,0.2,6.2,11,0.3,0.2,7.4,10.1,6.1,11.3
100010410001031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100010413001026,39.5,24.1,1.6,2.5,37.6,24.3,1.2,1.6,39.5,25.3,1.1,0.8,41,23.7,39.6,24.3
100010414002006,1.4,0.4,0,0.1,1.3,0.4,0,0,1.4,0.4,0,0,1.3,0.5,1.3,0.4
100010413001031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100010414002022,0.9,0.5,0,0,0.8,0.5,0,0,0.8,0.5,0,0,0.8,0.5,0.8,0.5
100010413001036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100010414001000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100010414001002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100010414001007,57.4,33.7,2.3,2.9,54.7,33.9,2.2,2.2,55.7,34.2,2.2,1.4,57.2,34.1,57.2,30.8
100010433003052,3.3,1.3,0.1,0.2,3.3,1.3,0,0,3.4,1.3,0,0,3.2,1.5,3.3,1.3
100010418013030,6.6,3.8,0.2,0.4,6.6,3.8,0.2,0.2,6.7,3.9,0.1,0.1,6.7,4,6.6,3.9
100010410002086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100010414001020,5.8,1.7,0.1,0.3,5.6,1.7,0.1,0.1,5.8,1.7,0.1,0.1,5.4,2,5.6,1.7
100010412002016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100010410002087,12.5,6.8,0.5,0.9,12.3,6.1,0.5,0.4,12.4,6.8,0.3,0.2,12.1,6.9,12.9,6.1
100010411002024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100010410002025,5.5,3,0.2,0.4,5.4,2.7,0.2,0.2,5.4,3,0.1,0.1,5.3,3,5.6,2.7
100010418021028,6.2,10.8,0.2,0.8,5.2,11.8,0.4,0.1,7.2,10.4,0.2,0.1,8,9.5,6.5,10.8
100010405012012,29.9,9.2,1.1,1.6,29,8.5,1.3,1.1,29,9.9,0.8,0.6,26.9,12.4,29.3,9.8
100010410001010,6.9,11.1,0.2,1.5,7.3,10.9,0.6,0.2,8.6,10.2,0.4,0.3,9.6,9.2,7.9,11.2
100010419002038,0.4,1.8,0,0.1,0.4,1.7,0,0,0.5,1.7,0,0,0.7,1.5,0.5,1.7
100010410001079,0.7,0.3,0,0,0.7,0.3,0,0,0.7,0.3,0,0,0.7,0.3,0.7,0.3
100010410001077,1.1,0.4,0,0.1,1,0.4,0,0,1,0.4,0,0,1,0.5,1.1,0.4
100010418011132,1.1,1,0,0.1,1.1,0.9,0.1,0,1.1,0.9,0,0,1.2,0.9,1.1,0.9
100010410001008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100010410001014,40.4,16.2,0.6,2.2,37.6,15.8,1.4,0.9,38.8,16.1,1,0.8,37.6,17.9,40.3,15.4
100010410001021,56.4,22.7,0.8,3,52.5,22,2,1.2,54.3,22.5,1.4,1.1,52.6,25.1,56.4,21.6
100010418011093,0.4,0.3,0,0,0.4,0.3,0,0,0.4,0.3,0,0,0.4,0.3,0.4,0.3
100010407003012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100010412002065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100010411001002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100010411002047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100010411002069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100010411002006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100010405012020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100010405022021,8,7.3,0.1,0.3,8,6.2,0.2,0.1,9.5,5.4,0.1,0,9.6,4.8,8.7,5.6
100010419001025,4.9,13.9,0.3,0.7,5.7,12.4,0.5,0.4,6.9,12,0.2,0.3,8.1,10.8,6,12.7
100010418011007,1.5,0.9,0,0.1,1.4,0.8,0.1,0,1.5,0.9,0,0,1.5,0.9,1.5,0.8
100010407001015,7.6,7.2,0.2,0.6,7,8,0.2,0.1,8,7.1,0.2,0.1,8.4,6.7,7.8,7.3
100010414002010,3.7,1.1,0.1,0.2,3.7,1.1,0.1,0,3.7,1.1,0.1,0,3.5,1.3,3.6,1.1
100010417012009,6.3,6.2,0.2,0.6,6,6,0.3,0.3,6.5,6,0.1,0.2,6.6,5.9,6.4,5.8
100010418021041,4.7,4.4,0.1,0.2,4.5,4.2,0.2,0,4.8,4.1,0.1,0.1,4.7,4.2,4.9,3.8
100010409001010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100010405022019,9.1,8.4,0.1,0.4,9.1,7.1,0.2,0.1,10.9,6.2,0.1,0,11.1,5.6,9.9,6.4
100010418011103,1.9,2.1,0.1,0.1,1.9,2,0.1,0.1,2.1,1.9,0,0.1,2.2,1.8,2.1,1.9
100010410002061,32.9,17.9,1.3,2.2,32.4,16.1,1.3,1.1,32.5,17.7,0.7,0.5,31.9,18.2,33.9,16.1
100010428001042,1.9,8.4,0.1,0.3,2.4,7.5,0.2,0.2,3,7.4,0.1,0.1,3.8,6.5,2.8,7.5
100010428002020,5.5,10.6,0.2,0.5,5.7,9.9,0.3,0.3,6.4,9.5,0.2,0.2,7,9,5.8,10
100010428001051,3.7,16.4,0.3,0.7,4.7,14.7,0.4,0.3,5.8,14.4,0.3,0.3,7.3,12.7,5.4,14.5
100010428003069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100010428001053,3,13.1,0.2,0.5,3.7,11.7,0.3,0.3,4.6,11.5,0.2,0.2,5.8,10.2,4.3,11.6
100010428003091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100010428002091,0.9,2.5,0,0.1,0.9,2.3,0.1,0.1,1.1,2.3,0,0,1.4,2,1,2.4
100010428002084,0.5,2.3,0,0.1,0.7,2.1,0.1,0,0.8,2.1,0,0,1,1.8,0.8,2.1
100010428001012,1.7,7.5,0.1,0.3,2.1,6.7,0.2,0.1,2.6,6.6,0.1,0.1,3.3,5.8,2.5,6.6
100010428003053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100010428001017,2.5,10.8,0.2,0.4,3.1,9.6,0.3,0.2,3.8,9.4,0.2,0.2,4.8,8.3,3.5,9.5
100010428003031,14.6,20.7,0.5,1.5,15,19.6,0.8,0.5,16.2,19.7,0.5,0.2,17.5,18.1,15.5,19.9
100010428002021,1.6,3.2,0.1,0.2,1.7,3,0.1,0.1,1.9,2.9,0.1,0.1,2.1,2.7,1.8,3
100010428003030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100010428003061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100010428003082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100010431002008,2.2,4.4,0.1,0.2,2.3,4,0.1,0.1,2.6,4,0.1,0.1,3,3.6,2.4,4
100010431002043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100010431002032,1.2,5.1,0.1,0.2,1.5,4.4,0.2,0.1,1.8,4.6,0.1,0,2.1,4.1,1.5,4.7
100010431001055,0.2,1.1,0,0,0.2,1,0,0,0.3,1,0,0,0.4,0.9,0.3,1
100010431002029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100010431002002,1.4,5.5,0.1,0.2,1.7,4.8,0.2,0.1,1.9,5,0.1,0,2.3,4.4,1.6,5.1
100010431002014,1.2,5.1,0.1,0.2,1.5,4.4,0.2,0.1,1.8,4.6,0.1,0,2.1,4.1,1.5,4.7
100010429002003,4.8,7.9,0.1,0.4,4.9,7.5,0.1,0.1,5.4,7.5,0.1,0,5.9,6.7,4.8,7.8
100010431002137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100010430002024,3,4.4,0.2,0.3,3.3,3.8,0.2,0.1,3.4,3.9,0.1,0.1,3.8,3.6,3.3,4
100010430001031,5.1,7.6,0.3,0.5,5.6,6.6,0.3,0.2,5.8,6.8,0.3,0.1,6.5,6.2,5.6,6.9
100010431001040,3.5,20.4,0.1,0.6,4.4,18.3,0.5,0.4,6.3,17.2,0.3,0.2,7.4,15.6,5.1,18.3
100010401001019,3.9,7.9,0.2,0.6,4.4,7,0.3,0.4,5.3,6.7,0.2,0.2,6.2,6,5,6.8
