GEOID20,STATEFP,COUNTYFP,DISTRICT,G16PRERTRU,G16PREDCLI,G16PRELJOH,G16PREGSTE,G16PREOTH,G16USSRSZE,G16USSDVAN,G16USSGFLO,G16USSOTH,G16H01RHAR,G16H01DWER,G16H01LBEE,G16H01OTH,G16H02RMCD,G16H02DRUP,G16H02LKAS,G16H02OTH,G16H03RPLA,G16H03DSAR,G16H03GEZE,G16H03OTH,G16H04RMCD,G16H04DBRO,G16H04LKRA,G16H04GCLA,G16H04OTH,G16H05RARN,G16H05DHOY,G16H05LSUM,G16H05OTH,G16H06RHOE,G16H06DDEL,G16H06LHOW,G16H06GGLU,G16H06OTH,G16H07RVAU,G16H07DCUM,G16H07GHOE,G16H07OTH,G16H08RCOX,G16H08DRAS,G16H08LWUN,G16H08GWAL,G16H08OTH
2403321-005,24,033,21-005,191.08,1252.94,13.93,19.9,9.95,180.13,1212.13,46.77,12.94,0,0,0,0,0,0,0,0,0,0,0,0,179.13,1145.46,22.89,36.82,2.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403321-006,24,033,21-006,338,1683,49,47,45,338,1610,151,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282,1830,67,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403321-007,24,033,21-007,351.14,1209,52.13,32.01,56.69,394.12,1154.12,94.2,5.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333.78,1289.45,79.57,4.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403321-008,24,033,21-008,100.33,2258.21,18.04,37.84,29.8,113,2149.24,114.61,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.7,2274.71,71.73,8.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403321-009,24,033,21-009,139.57,670.28,21,22.89,24.14,130.13,667.52,43.44,2.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131.92,725.6,22.39,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403321-010,24,033,21-010,310.7,1234.89,37.6,38.59,25.73,313.67,1152.77,127.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,286.95,1266.56,76.19,3.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403321-011,24,033,21-011,130.5,1836.52,13.06,21.07,15.04,121.56,1782.08,67.23,2.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104.44,1932.64,36.16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403321-012,24,033,21-012,104.59,531.29,10.94,6.26,19.26,124.86,514.18,17.99,0.24,0,0,0,0,0,0,0,0,0,0,0,0,16.4,174.84,3.55,6.93,0.32,102,359.99,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403321-013,24,033,21-013,172.13,2299.83,33.39,41.59,25.65,192.92,2238.6,86.31,7.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189.2,2382.84,51.28,5.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403321-014,24,033,21-014,178.38,1031.28,14.71,22.59,25.43,180.44,1026.5,37.51,2.14,0,0,0,0,0,0,0,0,2.89,17.01,0.68,0.02,196.35,932,15.07,34.09,2.01,2.13,10.88,0.46,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403321-015,24,033,21-015,169.1,752.14,20.53,25.41,27.37,183.75,720.84,53.77,1.95,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0.85,0.02,0.03,0,162.16,811.77,31.26,1.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403321-016,24,033,21-016,96.92,1022.25,7.11,18.63,12.92,87.58,1014.9,29.8,1.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.82,1077.77,23.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403321-017,24,033,21-017,194.29,2070.48,81.9,40.67,46.73,326.65,1849.37,135.4,6.52,0,0,0,0,0,0,0,0,0,0,0,0,8.49,65.7,1.33,2.39,0.14,289.56,1833.83,121.48,6.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403321-018,24,033,21-018,121.04,1827,14.05,18.22,10.16,136.82,1721.32,55.24,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107.86,1856.77,38.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403321-019,24,033,21-019,4.72,35.86,1.06,1.32,1.6,6.73,35.75,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.84,38.5,1.46,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403321-091,24,033,21-091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403321-092,24,033,21-092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403321-094,24,033,21-094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403321-095,24,033,21-095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403321-096,24,033,21-096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403321-097,24,033,21-097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403321-098,24,033,21-098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403321-099,24,033,21-099,0.05,0.34,0,0.01,0,0.05,0.33,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.31,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403501-001,24,035,01-001,1204,331,44,11,6,1125,457,15,1,1232,329,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403502-001,24,035,02-001,1691.37,841.8,121.13,22.96,25.45,1657.71,953.9,62.74,2.98,1812.75,745.38,110.59,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403503-002,24,035,03-002,2753.93,1250.56,142.85,61.15,46.24,2753.58,1310.44,127.86,0.15,2957.37,1048.41,197.63,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403504-001,24,035,04-001,1400.62,661.26,65.04,38.01,38.02,1385.63,683.26,76.03,1,1449.66,589.21,117.05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403504-002,24,035,04-002,1758.65,964.78,135.04,28.95,47.26,1840.83,925,89.03,2.97,1993.53,722.79,134.31,2.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403504-003,24,035,04-003,2004.64,821.76,119.23,30.5,49.85,2053.97,843.52,80.89,3.98,2142.21,669.84,145.61,10.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403504-006,24,035,04-006,1350.15,513.45,56.22,24.36,30.92,1417.61,496.59,33.73,0,1471.95,415.07,63.71,4.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403505-001,24,035,05-001,984.66,524.25,55.71,16.1,18.47,970.41,588.69,25.93,4.02,1051.39,458.66,65.93,3.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403505-002,24,035,05-002,1971.03,1184.19,122.79,23.18,51.49,2016.57,1187.6,80.47,1.05,2190.16,916.68,128.45,5.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403506-001,24,035,06-001,855,202,28,7,13,825,272,15,1,901,185,30,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403507-001,24,035,07-001,1068.9,745.57,53.22,11.03,19.95,1011.25,821.55,36.03,1.01,1127.05,678.69,50.18,5.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403701-001,24,037,01-001,805.77,576.06,71.82,19.15,24.74,803.35,596.77,48.7,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,708.37,713.3,46.32,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403701-002,24,037,01-002,605.68,301.47,39.14,11.67,15.79,556.24,344.05,31.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,460.1,470.4,32.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403702-001,24,037,02-001,915.3,457.83,74.71,8.22,29.53,908.81,456.94,58.3,5.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,775.93,631.62,57.45,0.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403702-002,24,037,02-002,592.96,362.37,51.15,18.21,17.34,578.23,388.37,35.54,0.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,498.47,494.14,32.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403702-003,24,037,02-003,352.16,157.87,10.41,7.81,7.81,337.42,159.6,26.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278.43,239.4,17.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403702-004,24,037,02-004,300.97,156.96,20.77,3.3,7.1,303.73,159.93,14.16,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256.8,209.41,21.13,1.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403703-001,24,037,03-001,657.67,445.67,54.48,19.27,44.93,710.26,435.77,47,2.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,609.96,542.17,48,6.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403703-002,24,037,03-002,974.17,654.86,60.1,14.49,16.04,922.93,680.59,53.55,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,789.02,855.67,48.33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403703-003,24,037,03-003,654.96,280.38,67.29,12.71,21.68,668.42,286.37,34.39,2.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,560.75,418.7,41.87,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403703-004,24,037,03-004,376.35,205.83,29.49,5.05,19.26,409.3,195.07,15.82,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,344.11,271.39,13.86,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403703-005,24,037,03-005,744.19,362.38,49.4,11.03,26.93,749.66,363.88,37.11,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,627.69,520.36,43.1,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403703-006,24,037,03-006,457.58,333.2,67.7,10.16,30.38,548.65,289.21,34.53,1.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,457.91,386.44,38.61,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403704-001,24,037,04-001,1439,574,62,14,21,1334,620,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1191,826,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403704-002,24,037,04-002,970.46,343.5,45.28,16.73,8.86,898.61,420.27,35.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,812.98,519.68,47.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403704-003,24,037,04-003,1223.71,516.7,48.32,31.55,13.8,1132.01,579.81,54.23,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,981.14,781.95,47.33,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403705-001,24,037,05-001,1545,637,69,11,27,1435,702,71,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1270,909,71,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403705-002,24,037,05-002,1432.98,577.73,55.9,14.79,25.36,1300.07,646.05,89.61,3.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1189.94,804.98,84.17,2.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403705-003,24,037,05-003,1254.84,348.41,66.19,14.71,18.39,1181.29,417.36,68.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1073.74,563.53,62.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403706-001,24,037,06-001,613.9,257.54,49.91,9.98,18.97,575.97,287.49,37.93,2.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,512.09,388.31,28.95,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403706-002,24,037,06-002,912.21,261.22,39.55,11.54,16.48,803.44,340.33,50.27,5.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,750.7,429.32,49.44,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403706-003,24,037,06-003,1396.86,504.52,111.01,21.74,44.54,1431.86,536.01,74.19,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1217.72,784.57,83.43,1.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403706-004,24,037,06-004,764,311,23,10,23,729,345,25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,662,431,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403707-001,24,037,07-001,912.06,474.93,37.02,5.4,2.41,777.85,557.8,36.18,0.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,704.54,663.43,31.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403708-001,24,037,08-001,694.5,1011.17,103.5,17.94,25.48,740.46,964,90.21,3.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,631.22,1083.39,72.51,3.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403708-002,24,037,08-002,629.59,372.39,57.97,13.17,30.57,630.07,380.65,57.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,555.67,475.01,57.23,2.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403708-003,24,037,08-003,802.24,793.74,129.04,28.78,36.74,870.71,764.9,115.16,4.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,767.45,894.96,105.23,3.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403708-004,24,037,08-004,679.17,750.13,98.5,20.58,38.94,729.15,692.08,83.07,6.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,641.65,778.12,97.72,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403708-005,24,037,08-005,767,531,113,19,43,883,481,56,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,757,639,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403708-006,24,037,08-006,516.91,324.02,55.84,4.23,27.07,536.37,327.4,35.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,470.38,412.85,31.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403708-007,24,037,08-007,554.29,874.85,66.91,9.99,29.96,574.26,817.92,67.91,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,502.35,902.81,61.92,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403708-008,24,037,08-008,53.45,53.3,8.22,0.92,3.35,55.27,52.39,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.25,59.42,8.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403708-009,24,037,08-009,583,1305,82,22,26,580,1251,110,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,493,1339,102,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403708-010,24,037,08-010,246,353,39,10,10,259,345,37,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227,376,34,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403708-011,24,037,08-011,605.21,582.83,104.11,13.34,36.59,664.8,561.37,69.23,2.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,575.49,641.83,86.64,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403708-012,24,037,08-012,203.5,76.43,24.05,3.23,3.3,216.05,87.19,7.93,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171.22,128.25,13.85,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403709-001,24,037,09-001,20.09,15.6,0,0,0,17.16,14.63,1.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.82,18.14,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24037ZZZZZZ,24,037,ZZZZZZ,2322.65,1371.39,180.39,40.25,74.36,2282.21,1406.8,145.13,5.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1973.85,1793.27,143.51,3.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403901-001,24,039,01-001,205.57,235.46,7.54,10.18,4.98,193.99,240.97,13.25,0,226.65,189.06,11.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403901-002,24,039,01-002,369.6,593.73,14.74,6.88,10.81,374.52,576.03,17.69,0,415.8,477.73,19.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403901-003,24,039,01-003,36.37,146.52,3.22,2.48,0.85,42.43,135.7,3.3,0,50.68,116.29,0.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403902-001,24,039,02-001,157.29,46.34,3.07,0,1.02,139.18,59.3,7.2,0,157.26,37.48,3.07,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403903-001,24,039,03-001,479.54,247.77,15.74,2.64,8.75,459.41,272.26,8.76,0,499.68,204.86,11.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403904-001,24,039,04-001,356.56,175.05,13.91,1.09,5.15,344.88,174.7,15,2.13,372.56,137.81,16.04,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403905-001,24,039,05-001,375.23,182.58,12.33,5.16,10.15,374.09,187.4,10.41,1,403.99,137.62,17.37,1.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403906-001,24,039,06-001,135.23,124.83,0.8,5.6,3.2,126.43,130.43,6.4,0,144.03,99.22,8,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403907-001,24,039,07-001,515.19,575.8,18.37,8.32,10.86,516.72,548.44,22.51,0.83,564.25,446.72,22.58,1.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403908-001,24,039,08-001,671.27,254.98,13.88,1.73,8.67,650.45,265.38,11.27,0,677.34,210.75,23.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403908-002,24,039,08-002,274.46,77.44,0,0,1.96,257.8,90.18,0.98,0.98,281.32,57.84,2.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403909-001,24,039,09-001,108.42,68.08,11.77,1.68,0,115.98,63.88,2.52,0,120.19,55.47,2.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403910-001,24,039,10-001,37.18,35.29,0.63,0,1.26,28.99,43.48,2.52,0,47.26,22.68,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403910-002,24,039,10-002,25.94,7.82,0.07,0,0.13,16.81,16.95,0.26,0,29.06,4.44,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403911-001,24,039,11-001,30.92,8.61,1.17,0,0.39,27.79,9.39,3.13,0,30.53,9.39,1.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403912-001,24,039,12-001,295.19,109.51,13.49,1.59,3.17,286.46,117.44,7.94,0,302.33,85.7,13.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403913-001,24,039,13-001,58.62,18.27,0,1.52,0.76,57.1,16.75,2.28,0,56.34,16.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403913-002,24,039,13-002,118.19,88.31,9.01,0,0.01,102.2,102.3,5.01,1,119.22,80.25,6.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403913-003,24,039,13-003,82,56,8,2,6,92,59,2,0,92,53,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403914-001,24,039,14-001,190.94,58.58,2.66,0.01,1.74,174.45,82.03,4.36,0.87,195.34,55.91,5.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403915-001,24,039,15-001,178,294,12,0,7,172,292,18,0,214,222,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403915-002,24,039,15-002,81,423,10,6,10,87,417,9,0,130,336,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403915-003,24,039,15-003,19.95,52.26,0.95,1.9,3.8,23.76,45.61,2.85,2.85,22.81,40.86,3.8,2.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24039ZZZZZZ,24,039,ZZZZZZ,549.97,357.06,19.49,5.2,8.99,526.97,370.86,19.87,0.52,581.38,292.52,21.12,0.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2404101-001,24,041,01-001,819.83,847.49,53.65,18.44,41.08,891.92,850.84,25.15,0,1005.08,715.04,48.62,4.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2404101-002,24,041,01-002,1293.39,1437.49,126.31,39.48,49.97,1294.08,1512.78,90.57,12.45,1559.06,1165.98,131.15,10.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2404101-003,24,041,01-003,820.76,1061.35,65.01,28.94,50.2,827.78,1086.14,65.16,5.3,955.11,939.86,83.13,3.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2404101-005,24,041,01-005,1168.62,707.85,73.18,18.75,16.83,1146.24,758.4,47.79,0,1290.5,575.75,79.14,3.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2404102-001,24,041,02-001,569.31,572.46,13.24,8.83,22.07,581.29,581.29,15.13,0,655.69,474.74,25.85,3.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2404102-002,24,041,02-002,260.14,178.45,9.03,4.05,10.47,268.53,189,5.05,0,300.93,151.93,8.45,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2404102-003,24,041,02-003,476.8,400.31,25.5,6.8,10.2,507.4,386.71,11.05,0,536.3,316.17,34.85,2.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2404103-001,24,041,03-001,1157.54,789.44,66.24,24.23,29.15,1164.34,824.52,55.25,0.19,1311.16,652.8,63.44,4.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2404103-003,24,041,03-003,304.37,340.74,19.08,2.48,11.06,344.89,322.94,6.17,0,380.51,278.57,11.78,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2404104-001,24,041,04-001,1894.42,740.66,80.4,19.99,47.18,1859.5,811.7,49.28,0,1997.76,625.26,102.38,3.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2404105-001,24,041,05-001,341.98,344.61,20.3,5.92,6.77,344.41,354.02,16.06,0,392.69,282.13,21.97,5.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2404105-002,24,041,05-002,204.01,95.71,10.3,3.05,3.43,189.14,114.78,6.48,0,222.31,81.6,8.01,1.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24041ZZZZZZ,24,041,ZZZZZZ,1442.79,1153.36,71.47,22.4,43.41,1471.4,1191.22,43.23,0.07,1661.81,956.89,70.1,7.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2404301-001,24,043,01-001,1310.78,568.47,55.95,26.97,19.98,1215.87,609.43,82.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1141.94,694.35,58.95,30.97,1,0,0,0,0,0,0,0,0,0
2404302-001,24,043,02-001,1440.39,529.37,54.32,28.09,32.09,1255.68,653.93,63.36,4.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1177.49,797.28,42.24,26.09,6.01,0,0,0,0,0,0,0,0,0
