GEOID20,STATEFP,COUNTYFP,DISTRICT,G18GOVRHOG,G18GOVDJEA,G18GOVLQUI,G18GOVGSCH,G18GOVOWRI,G18COMRPHU,G18COMDFRA,G18COMOWRI,G18ATGRWOL,G18ATGDFRO,G18ATGOWRI,G18USSRCAM,G18USSDCAR,G18USSLVOH,G18USSISIM,G18USSOWRI
2400307-001,24,003,07-001,1655.2,395.4,7.5,3.6,3.2,917.9,1087.6,4.1,1172.4,851.5,0,1102.3,867.9,13.7,64.5,6.1
2400307-002,24,003,07-002,1281.2,405.8,6.7,8.6,2.8,727.4,924.8,1.9,892.5,797.4,0,798.7,820.3,26.5,52.3,1.9
2400307-003,24,003,07-003,839.2,329,7.3,10.2,0,427.7,744.5,5,534.2,648.5,3,479.2,674.6,9.4,41.7,0.1
2400307-004,24,003,07-004,908.1,194,2.9,3.6,2,467.4,611.6,0,645.9,423.5,0,595.3,444.4,15.1,35.6,2.2
2400307-005,24,003,07-005,1128.3,380.7,14.6,4.9,1.9,626,875.2,0,766.9,731.3,0,683.8,757.9,24.4,59.7,1.9
2400307-006,24,003,07-006,1587.2,330.4,4.9,10.9,0,877.5,986.5,2.4,1107.9,765.7,0,990.7,787.2,31.9,88.7,2
2400307-007,24,003,07-007,1144,212.8,0,4.9,0,614.9,700.6,0,787.3,542,0,715.4,560.7,10.8,67,0
2400307-008,24,003,07-008,957,287.4,2.8,7.7,0.9,531.2,702.1,1.9,687.3,538.7,0,629.4,552.2,7.7,53.1,0
2400307-009,24,003,07-009,812.3,323.1,12,12,3,471.2,652.2,0,583.2,560.2,0,538.2,569.2,12,39,0
2400307-010,24,003,07-010,1082.3,224.9,8.3,8.3,0,577.9,692.9,1.6,715.2,574.6,0,653.2,585.4,17.4,56.2,0
2400307-011,24,003,07-011,386,84,0,2,0,250,212,0,304,148,0,281,160,5,14,0
2400307-012,24,003,07-012,604.1,148.1,2.5,2.5,1.7,294.3,447.1,0,407,341.8,1.7,355.2,368.6,14.2,22.8,0
2400307-013,24,003,07-013,1213,310.3,11,3,0.1,699,798.5,7.4,868.2,641.1,0.2,789.9,655.6,26.5,56.3,0
2400307-014,24,003,07-014,632.4,291,3,2,2,332.5,567.3,2,405.5,498.2,3,355.2,521.9,4.9,37.5,0
2400307-015,24,003,07-015,733,248,10,7,0,393,578,2,466,512,3,420,514,20,41,0
2400307-016,24,003,07-016,647,518,5,3,0,334,787,2,392,764,0,356,787,4,27,0
2400307-017,24,003,07-017,488,204,5,2,0,230,443,0,323,365,0,271,387,9,32,0
2400307-018,24,003,07-018,777.3,345.8,7.2,10.7,0,404.5,708.8,0.3,491.7,635.7,1,443.4,642.8,13.4,42.6,0
2400307-019,24,003,07-019,646,118,2,0,0,355,381,0,460,293,0,417,308,9,27,0
2400307-020,24,003,07-020,528,379.3,10,2.1,0,284.3,604.7,0,325.3,584.9,0,277.5,580.1,17.2,41.6,0
2400307-021,24,003,07-021,1261.2,251.1,6,0,3,724.1,767.2,2,900.1,602.2,2,835.1,624.1,9,44,2
2400307-022,24,003,07-022,1061.1,203.9,6.9,2.1,2,614.3,643.3,0.1,739,531.3,0.1,672.3,534.7,20.6,47.5,0
2400307-023,24,003,07-023,1049.9,212.9,4.7,2.8,0.1,592.8,663.2,1.7,717.4,528.6,3.6,647.4,574.8,11.6,52.3,0
2400307-024,24,003,07-024,800.7,326,1.8,8.3,0,424.2,668.5,3.7,527,590.4,0,448.1,604.2,18.4,57.9,0
2400307-025,24,003,07-025,964.5,237.9,12.9,8.6,0,550.8,650.8,0,668,524,0,618,536.1,15.5,37.1,2.6
2400307-026,24,003,07-026,686.9,232.2,5.5,9.2,0,373,523.7,2.8,457.4,463.2,1.9,407.2,480,12.9,35.3,0
2400307-027,24,003,07-027,1268.3,389.1,13.4,6,2,721.2,916.6,0.3,920.5,729.6,0.5,821.4,775.6,19.7,49.1,3.2
2400501-001,24,005,01-001,422,1392,10,6,3,103,1699,2,133,1699,2,99,1693,4,40,3
2400501-002,24,005,01-002,249,779.5,9.5,8,2,70.1,942,0,94.8,959.4,0,79.4,939.8,5.4,19.2,0
2400501-003,24,005,01-003,731,1034.7,11.8,15.7,0,273.2,1495.5,0,360.6,1431.6,2,295.8,1405.1,24.6,88.4,3
2400501-004,24,005,01-004,816.8,1213.8,10.5,8.2,2,303.4,1692.8,7,438.7,1626.8,1,366.1,1600.7,29.5,76.6,2
2400501-005,24,005,01-005,667,1287,11,5,2,226,1710,2,321,1638,1,246,1663,21,53,3
2400501-006,24,005,01-006,536,1701,10,10,0,122,2108,5,167,2117,2,123,2097,13,51,2
2400501-007,24,005,01-007,518,693,12,16,0,208,1009,0,285,952,0,231,955,11,51,0
2400501-008,24,005,01-008,1169.2,1044.2,17,15,3,531.1,1632.2,5,668.1,1532.2,4,548.1,1518.2,40,134,3
2400501-009,24,005,01-009,756.8,729.9,14,3,2,313.9,1155.8,5,407.9,1091.8,4,334.9,1067.8,26,96,2
2400501-010,24,005,01-010,1195,774,10,8,0,465,1486,9,721,1260,4,581,1218,40,161,2
2400501-011,24,005,01-011,1341.9,605.2,12.1,3.2,2,597,1312.2,2,876.9,1056.5,2,711.2,1085.3,32.3,135,0
2400501-012,24,005,01-012,1478.9,691.7,13.3,18.2,0,621.5,1522.7,1.9,937.4,1229.1,2.8,775.9,1234.8,19.8,171.7,1.9
2400501-013,24,005,01-013,1297,662,16,18,2,432,1525,3,743,1227,4,627,1203,24,149,3
2400501-014,24,005,01-014,1158.5,373.9,0,18.6,8,470.6,1038.1,2,735.6,801.4,2,599.8,826.8,21.6,111.9,0.1
2400501-015,24,005,01-015,1054,774,10,15,2,447,1333,0,652,1156,0,522,1157,26,141,2
2400501-016,24,005,01-016,1082,458,1,2,0,438,1074,0,635,913,0,607,884,3,60,3
2400501-017,24,005,01-017,502.8,1554,15.3,2.3,0,145.4,1897.3,0,173.5,1908.6,0.1,126.8,1917.5,13.9,40.6,0.1
2400502-001,24,005,02-001,201.2,713.8,3,3,0,33,884.9,0,41,901.9,3,39,888.9,3,12,0
2400502-002,24,005,02-002,229.8,1006.2,7,5,3,53,1166.1,3,62,1208.1,4,41,1190.1,5,30,3
2400502-003,24,005,02-003,31.2,153.8,1,2,0,10.1,176,0,15.1,177,1,12.1,175.9,0,2,2
2400502-004,24,005,02-004,297,1126,10,5,2,57,1371,0,72,1391,0,54,1388,3,20,0
2400502-005,24,005,02-005,267,1027,4,0,0,37,1238,0,58,1254,1,31,1247,9,15,5
2400502-006,24,005,02-006,373,1306,11,10,2,82,1583,5,118,1599,1,85,1602,12,18,2
2400502-007,24,005,02-007,260.1,1048.4,4,3,2,47.6,1244.8,0,54.5,1260.1,0,31.6,1274.1,7,15.1,0
2400502-008,24,005,02-008,375.3,1165.6,8.9,9.9,0,85.2,1466.7,2,113.9,1488.4,1,79.2,1471.6,15.8,30.7,1
2400502-009,24,005,02-009,227,888,4,0,5,53,1052,2,65,1063,1,41,1050,7,22,3
2400502-010,24,005,02-010,416,1559,7,6,3,72,1879,2,111,1887,2,76,1851,11,53,2
2400502-011,24,005,02-011,438.8,1561.2,13,11,2,134.9,1848,3,153.9,1872,3,125.9,1835,16,36,2
2400502-012,24,005,02-012,452,1445,6,2,0,123,1715,2,158,1743,2,116,1723,11,60,0
2400502-013,24,005,02-013,422,1273,6,10,2,110,1582,2,142,1596,0,114,1555,14,55,0
2400502-014,24,005,02-014,415,1428,1,8,2,63,1747,5,80,1789,4,56,1774,8,31,2
2400502-015,24,005,02-015,571.2,1622.2,13,8,0,172.5,1995.9,5,161.7,2070.8,4,129.5,2059.8,16,48.1,2
2400502-016,24,005,02-016,191,633,1,2,2,49,763,2,72,752,2,47,755,5,26,2
2400502-017,24,005,02-017,410,1112,6,11,0,69,1450,3,92,1484,2,69,1450,11,40,2
2400502-018,24,005,02-018,267,562,3,8,0,92,730,0,127,713,4,92,708,8,38,0
2400502-019,24,005,02-019,602,261,9,8,2,295,560,3,426,445,2,374,423,13,68,3
2400502-020,24,005,02-020,235,304,6,2,0,74,464,0,93,463,0,69,451,11,26,0
2400502-021,24,005,02-021,593.6,217.6,3.2,5,0,308.1,483.9,1.8,420.9,383.5,1.8,366.8,375,8.2,61.8,1.9
2400502-022,24,005,02-022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2400502-023,24,005,02-023,125.9,177.6,0,0,0,25.4,275.1,0,60.5,245.9,0,25.4,285.9,0,2,0
2400502-024,24,005,02-024,301,1165,9,10,2,76,1385,0,78,1420,0,66,1390,8,30,0
2400502-025,24,005,02-025,372.7,281.4,0.1,0.1,0,92.8,565.3,0,133.1,548.5,0,89.8,555.4,3.1,45.3,0
2400502-026,24,005,02-026,424,773,6,6,0,160,1024,2,167,1047,2,143,1016,13,43,0
2400502-027,24,005,02-027,335,936,3,8,0,90,1174,0,108,1177,2,75,1179,9,27,0
2400502-028,24,005,02-028,23,122,1,2,0,4,142,0,2,147,0,1,148,0,0,0
2400502-029,24,005,02-029,415,988,6,6,2,136,1251,0,154,1283,3,126,1270,11,30,2
2400502-030,24,005,02-030,135,87,1,0,0,50,169,2,86,134,1,73,133,8,8,0
2400502-031,24,005,02-031,281,752,6,8,1,72,962,2,99,950,1,79,932,5,31,3
2400503-001,24,005,03-001,496,1383.9,10.1,8.1,3,127.8,1748,3,175.4,1738.8,4,128.8,1755,8.1,41.6,3
2400503-002,24,005,03-002,469.9,927,7.2,5,1,136.3,1245.6,2,188.3,1231.7,1,138.3,1247.5,9,44.9,0
2400503-003,24,005,03-003,410,1138,9,6,0,83,1480,2,129,1435,6,86,1445,13,43,0
2400503-004,24,005,03-004,513,652,7,14,1,158,1022,2,232,979,0,195,954,9,58,0
2400503-005,24,005,03-005,714,754,9,5,0,213,1256,0,301,1212,0,215,1226,14,75,0
2400503-006,24,005,03-006,1080,413,6,2,3,387,1071,3,593,913,1,398,1023,7,114,1
2400503-007,24,005,03-007,2051,574,1,8,3,755,1811,2,1442,1148,1,828,1750,13,98,1
2400503-008,24,005,03-008,1184,742,6,5,1,447,1466,0,621,1329,0,443,1386,16,136,6
2400503-009,24,005,03-009,1255,1139,10,6,0,464,1914,2,678,1752,3,505,1840,20,103,1
2400503-010,24,005,03-010,1274,688,9,5,1,372,1563,0,560,1432,0,366,1526,9,133,0
2400503-011,24,005,03-011,890,711,3,8,1,284,1318,2,439,1183,1,288,1240,11,103,1
2400503-012,24,005,03-012,487,745,3,3,0,165,1064,0,216,1033,1,173,1043,5,41,0
2400503-013,24,005,03-013,882,340,1,8,0,359,838,0,483,754,1,358,805,12,90,0
2400503-014,24,005,03-014,550,280,1,2,0,135,698,2,398,434,1,170,660,5,28,0
2400504-001,24,005,04-001,514.7,903.2,8.9,5.4,0,213,1197.7,1.8,288.2,1144,1.8,210.3,1162.8,15.2,49.2,0
2400504-002,24,005,04-002,734,1017,3,8,0,305,1413,2,395,1366,0,304,1398,9,65,0
2400504-003,24,005,04-003,1105,521,4,13,2,417,1179,2,634,1003,3,434,1071,24,129,5
2400504-004,24,005,04-004,1312,859,7,10,0,465,1687,2,672,1523,4,496,1533,11,176,5
2400504-005,24,005,04-005,691,657,7,3,2,281,1042,0,417,928,0,336,927,8,85,2
2400504-006,24,005,04-006,685,627,7,11,0,288,1020,2,402,925,3,312,952,13,68,0
2400504-007,24,005,04-007,1177.8,970.8,10.2,6.1,2,546.9,1565.1,3,739,1414.1,1,618.3,1393,35.7,106.9,1.9
2400504-008,24,005,04-008,1174,640,10,13,0,547,1251,5,767,1063,0,632,1038,25,151,2
2400504-009,24,005,04-009,1250.8,290.7,10.7,8,0.1,618.1,901.1,0.1,908,613.8,0,797.6,622.8,13.7,113,0.2
2400504-010,24,005,04-010,533.6,524.9,3.2,5.1,5,218.6,820.3,0,304.6,762,0,231.6,778.6,11.6,61.7,0
2400504-011,24,005,04-011,254.9,56,7,2,0,106.9,211.9,0,163.9,155.9,0,144.9,147.9,4,23,0
2400504-012,24,005,04-012,997,1255,6,13,0,434,1774,2,554,1701,3,446,1680,28,128,0
2400504-013,24,005,04-013,384,119,3,0,1,169,324,0,238,269,0,186,283,7,36,0
2400504-014,24,005,04-014,441.8,1062.2,1,8.6,1,162.5,1312.9,3.2,189.9,1345.9,4.1,148.3,1322.1,14.7,58.2,3
2400504-015,24,005,04-015,3.3,4.4,0,0,0,1,6.6,0,1.2,6.3,0.1,0.9,6.3,0.1,0.5,0
2400505-001,24,005,05-001,1777.2,336.4,6.4,10.1,1,879.2,1202.6,3.1,1333.6,757.7,3,1194.6,761.5,22.7,125.1,1
2400505-002,24,005,05-002,416,75,1,3,0,215,267,0,328,161,0,279,170,3,35,0
2400506-001,24,005,06-001,1306,246,13.8,4.9,0,687.9,843.4,3,998.9,547.2,0,895.6,527.5,17.7,119.1,3
2400506-002,24,005,06-002,1576,277,12,6,0,835,980,2,1244,583,2,1113,618,28,83,5
2400507-001,24,005,07-001,2114.2,388,7.1,19,2,1138.8,1340.3,0,1641.8,841.4,0,1473.9,833.6,24.2,161.7,2
2400507-002,24,005,07-002,902.9,164.4,7.4,3.3,0,428.6,627.3,0.1,681.8,376.2,0,596,403.8,8.6,55.8,0
2400507-003,24,005,07-003,1603,362,10,10,0,765.6,1147.3,0,1194,736,2,1041,763,21,131,0
2400508-001,24,005,08-001,1308.7,415.1,12.7,5.8,5.8,658.7,1058.3,0,956,787.4,2.9,844.9,778.6,23.4,106.2,0
2400508-002,24,005,08-002,1180,226,0,0,0,518,874,2,838,577,0,739,578,9,86,1
2400508-003,24,005,08-003,814,351,11,10,1,364,808,0,526,654,1,433,633,26,99,0
2400508-004,24,005,08-004,1374.2,444.3,9.8,9.8,0,553.4,1246.4,0,906.3,900.4,0,771.6,907.3,24.6,120.9,1
2400508-005,24,005,08-005,372,63,1,2,0,147,282,2,235,201,0,187,212,4,26,0
2400508-006,24,005,08-006,747,1239,19,14,1,272,1712,2,381,1626,3,317,1609,26,58,3
2400508-007,24,005,08-007,760,598,11,11,1,316,1034,0,468,906,0,388,916,9,75,0
2400508-008,24,005,08-008,873,236,1,3,1,417,660,0,597,497,0,481,553,12,71,0
2400508-009,24,005,08-009,1614.5,485.8,8.7,7.8,1,776.7,1300.3,6.8,1077.3,1023,3.9,904.7,1050.2,28.1,143.5,2.9
2400508-010,24,005,08-010,1297,392,4,6,1,531,1136,3,823,852,1,698,886,16,98,0
2400508-011,24,005,08-011,611,370,6,5,0,291,676,0,406,587,0,363,561,13,56,0
2400508-012,24,005,08-012,1393,470,4,10,2,567,1299,0,894,994,0,733,1019,28,126,2
2400508-013,24,005,08-013,1395,518,11,8,1,600,1321,3,890,1045,4,752,1046,24,138,0
2400508-014,24,005,08-014,834,251,7,6,0,372,722,2,551,536,2,440,553,14,99,0
2400508-015,24,005,08-015,1003,375,0,8,1,414,952,0,650,717,1,576,719,5,83,0
2400508-016,24,005,08-016,485.5,301,3,11,1,208.1,568.2,0,314.3,488.1,0,249.6,486.2,4.1,73.6,0
2400508-017,24,005,08-017,1246,445,9,3,1,533,1137,3,820,861,0,684,895,18,111,3
2400508-018,24,005,08-018,630,154,1,3,1,241,534,7,411,384,0,338,393,9,63,1
2400508-019,24,005,08-019,1457,371.2,9.2,6.2,0,673.2,1117.4,2.2,973.4,844.9,1.1,825.7,847.6,14.8,137.9,1.1
2400508-020,24,005,08-020,691,253,10,5,2,306,643,2,439,529,2,398,487,12,73,2
2400508-021,24,005,08-021,343,66,1,0,0,168,229,0,225,174,0,195,185,0,20,0
2400508-022,24,005,08-022,974,375,3,16,3,405,940,2,600,784,4,513,809,13,65,2
2400508-023,24,005,08-023,424,85,0,0,0,169,336,0,257,259,0,218,276,1,30,0
2400508-024,24,005,08-024,667,129,1,3,0,354,428,2,474,311,2,415,330,1,55,2
2400508-025,24,005,08-025,814,270,7,11,1,405,670,0,547,531,0,458,553,17,63,0
2400508-026,24,005,08-026,14,8,1,2,0,7,18,0,10,15,0,9,17,0,0,0
2400508-027,24,005,08-027,667,175,3,5,2,319,521,2,473,375,0,414,387,12,30,2
2400508-028,24,005,08-028,250,68,0,5,2,102,215,0,158,166,0,132,165,0,30,0
2400509-001,24,005,09-001,1312,637.4,1,6,0,540.4,1379.9,5,793.1,1173.3,4,646.4,1178.4,17.1,146.6,2
2400509-002,24,005,09-002,1058,314.7,4,5.9,0,450.3,907.6,3,679.9,697.7,0,584.9,713.6,16.8,72.2,3
2400509-003,24,005,09-003,1309,1068,13,11,3,493,1854,9,723,1694,3,548,1717,25,156,2
2400509-004,24,005,09-004,945,589,3,18,3,359,1179,0,529,1038,1,423,1076,12,76,3
2400509-005,24,005,09-005,1539.1,849.8,4.1,15.1,2,594.1,1762.3,2,879.6,1511.3,0,736.4,1523,24.3,145.4,2
2400509-006,24,005,09-006,387.3,333.2,3,2.9,1.7,147.3,569.5,1.7,232.4,488.4,0.8,189.7,498.6,7,31.7,2.6
2400509-007,24,005,09-007,1251.1,434.1,10.6,5.8,0,553.7,1110.3,0,829.6,861.4,0,735,869.1,21.2,68.5,0
2400509-008,24,005,09-008,1114,340,3,5,0,467,969,0,743,707,0,629,761,11,65,0
2400509-009,24,005,09-009,1195,343,9,5,0,485,1036,2,755,778,0,651,787,13,104,0
2400509-010,24,005,09-010,1470.5,1294.8,9.3,14.3,2.3,562.1,2147.5,5.2,830.4,1945.9,0.1,689.5,1897.3,34.6,173.6,2.4
2400509-011,24,005,09-011,718.4,685.8,6,21,3,288.9,1128.4,2,401.2,1035.1,3,330,1027,22.1,71.2,3
2400509-012,24,005,09-012,823,518,13,6,0,328,1004,2,460,898,0,367,915,20,66,2
2400509-013,24,005,09-013,1217,812,6,15,2,431,1600,2,650,1398,0,543,1415,21,93,0
2400509-014,24,005,09-014,853,971,3,6,2,243,1570,9,372,1488,1,291,1472,22,85,5
2400509-015,24,005,09-015,747.3,875.3,6.8,4.8,1,269.5,1355.1,0,378,1281.4,3.9,316,1257.2,17.4,67.8,1
2400509-016,24,005,09-016,579.3,268.9,3.1,6.1,0,230.5,625.7,2,357.7,489.2,3.1,315.4,498.7,4.4,44.4,5
2400509-017,24,005,09-017,521,458,3,10,2,212,772,0,285,715,1,234,721,11,41,5
2400509-018,24,005,09-018,822,720,14,5,2,357,1169,7,480,1072,4,388,1071,26,76,3
2400509-019,24,005,09-019,805,718,10,16,0,329,1186,2,451,1101,0,380,1088,17,65,1
2400509-020,24,005,09-020,392,1246,7,3,5,91.2,1550.9,2,111,1562.3,2,93.5,1535.1,18.1,17.5,3
2400509-021,24,005,09-021,1559.8,770,19.4,13.1,3,727.2,1540.9,4,1074,1259.6,0,904,1253.5,41.4,129.5,8
2400509-022,24,005,09-022,1395,846,14,5,0,556,1645,2,857,1383,4,725,1363,34,124,0
2400509-023,24,005,09-023,1118,674,7,10,2,500,1266,2,700,1101,2,627,1083,20,75,3
2400509-024,24,005,09-024,1678,739,4,11,0,735,1632,2,1086,1319,2,907,1338,32,156,0
2400509-025,24,005,09-025,1098,591,13,13,3,494,1166,2,745,932,3,645,960,17,83,5
2400509-026,24,005,09-026,654,292,10,2,0,294,651,0,409,558,0,348,559,15,53,0
2400509-027,24,005,09-027,6,3,0,0,0,3,7,0,4,5,0,4,5,0,0,0
2400509-028,24,005,09-028,385.2,682,8.6,1.9,0,102.8,945.1,0,145,937.5,0,122,912.5,8.6,36.5,0
2400509-029,24,005,09-029,15,100,0,0,0,3,110,0,4,112,0,4,108,0,2,2
2400510-001,24,005,10-001,1307.3,266.4,10,7.9,0.1,684.6,875.5,1.9,968.3,596.4,0.1,864.1,611.6,17,78,0
2400510-002,24,005,10-002,793.8,221.7,6.2,2.2,0,394.6,604.6,2,559.7,443.6,1,465.4,483.7,14.4,45.1,0
2400510-003,24,005,10-003,688,141,4,8,1,344,486,0,533,299,1,455,323,8,61,0
2400510-004,24,005,10-004,1031,185,6,3,0,518,666,2,745,446,3,649,460,13,85,0
2400510-005,24,005,10-005,237,34,0,0,0,99,169,0,167,107,0,151,103,0,18,0
2400510-006,24,005,10-006,2,1,0,0,0,1.4,1.7,0,2,1,0,2,1,0,0,0
2400510-007,24,005,10-007,287,80,1,0,0,143,205,2,192,178,0,187,162,4,17,0
2400511-001,24,005,11-001,963,214,9,3,0,467,696,2,684,485,0,629,470,18,60,0
2400511-002,24,005,11-002,1283,205,14,5,1,693,753,0,1003,473,0,879,465,25,114,0
2400511-003,24,005,11-003,2515,261,7,5,0,1356,1303,2,1996,705,0,1783,741,22,171,3
2400511-004,24,005,11-004,1198,377.7,7,0.3,2.2,592,939.2,2,845.8,702.7,1,755.2,736.4,18.1,60,2
2400511-005,24,005,11-005,1161,275,7,5,0,530,863,2,807,597,4,706,595,14,98,5
2400511-006,24,005,11-006,1029,199,10,3,0,480,690,0,770,424,1,665,457,9,91,0
2400511-007,24,005,11-007,1836,550,4,8,2,838,1475,2,1289,1050,0,1074,1070,24,172,2
2400511-008,24,005,11-008,415.3,92.2,3.5,3.1,0.8,211.3,293.1,0.8,290.8,220.2,0,253.4,204.8,6.2,49.4,1.2
2400511-009,24,005,11-009,1662.7,714.1,14.6,10.1,4,838.2,1495.4,3,1140.3,1236.1,0,1009.4,1178.5,32.2,166.9,1.6
2400511-010,24,005,11-010,1103,540,1,16,0,494,1129,2,702,938,0,608,955,16,81,2
2400511-011,24,005,11-011,1287,562,13,8,0,642,1131,5,879,969,0,736,977,46,81,2
2400511-012,24,005,11-012,1424,433,9,10,2,653,1136,3,972,864,3,829,854,36,126,2
2400511-013,24,005,11-013,307,200,9,0,0,152,337,0,225,287,0,187,288,7,28,2
2400511-014,24,005,11-014,1158,258,4,3,2,540,820,2,785,597,0,690,590,16,99,2
2400511-015,24,005,11-015,1468.7,244.8,3.3,3.3,0.1,541.2,1159,0.1,834.8,888.1,0,767.2,885.6,1.6,80.7,0.1
2400511-016,24,005,11-016,510,426,4,2,0,225,690,0,299,627,0,250,647,4,33,1
2400511-017,24,005,11-017,1526,470,10,11,3,710,1248,0,1061,928,3,878,964,33,138,0
2400511-018,24,005,11-018,336,107,4,3,0,158,281,0,238,210,0,202,202,8,31,0
2400511-019,24,005,11-019,968,379,6,6,1,450,857,2,633,705,0,510,731,14,90,0
2400511-020,24,005,11-020,25,0,0,0,0,14,12,0,22,3,0,16,7,0,3,0
2400511-021,24,005,11-021,319.2,128.9,6.6,3.5,0.1,143.2,299.4,2.1,205.1,248.7,1,174,252.2,5,23,0.2
2400511-022,24,005,11-022,1558,438,4,5,0,755,1179,0,1045,904,0,913,952,17,101,0
2400511-023,24,005,11-023,564,117,9,2,1,282,396,0,412,272,0,363,283,9,35,0
2400511-024,24,005,11-024,243.6,49.3,0.8,2.3,0.2,129.5,154.9,2,180.5,110.5,0,163.3,122.6,1.3,10.3,0
2400511-025,24,005,11-025,27.8,19.5,0.3,0.2,0.1,13.4,32.2,0,18.1,29,0,15.5,29,0.5,2.4,0.1
2400511-026,24,005,11-026,241,25,1,0,3,129,124,2,200,66,0,181,72,3,8,0
2400511-027,24,005,11-027,3,2,0,0,0,1,3,0,3,2,0,1,3,0,0,0
2400512-001,24,005,12-001,800,229,9,2,3,398,595,0,570,431,0,475,473,9,61,0
2400512-002,24,005,12-002,908,290,7,2,2,425,742,3,603,588,2,507,603,15,83,0
2400512-003,24,005,12-003,1291,299,10,5,0,616,930,2,904,673,3,781,672,17,121,0
2400512-004,24,005,12-004,1558,253,14,5,2,758,1012,2,1141,649,0,970,729,20,94,3
2400512-005,24,005,12-005,1257.8,217.2,16,3,0,569.4,870.5,0,897.6,570.4,0,761.5,588.4,9,123.1,3
2400512-006,24,005,12-006,736.9,332.8,8.3,0,2.5,340.3,718.6,4.1,511.7,563,2.5,426.4,570.4,14.1,64.6,2.5
2400512-007,24,005,12-007,1528.1,383.3,10.4,10,6.1,712.7,1172.2,3.2,1043.1,857.6,3.1,908.9,870,12.7,127.2,1.1
2400512-008,24,005,12-008,963,178,9,6,0,485,640,2,690,436,3,603,431,16,88,2
2400512-009,24,005,12-009,285,156.9,3.1,2.2,0,131.5,308.8,0.1,210.6,230.2,0,169.6,227.8,3.2,49.2,2
2400512-010,24,005,12-010,888.5,293.5,7,10.9,3,388,786,3,573.1,610.9,1,446.7,648.7,21.9,87.6,0
2400512-011,24,005,12-011,983,389,11,6,0,465,879,2,664,688,1,554,704,13,83,2
2400512-012,24,005,12-012,973.7,209.7,6.1,7.8,0.1,479.3,680.4,0.1,708.1,465.6,0.1,615.8,483.5,9.2,76.2,2
2400512-013,24,005,12-013,108.3,423.8,1.1,3,0,22.6,494,1.9,31.9,498.2,0,21.6,482.6,3,20.2,0
2400513-001,24,005,13-001,685,450,7,14,0,315,812,3,448,703,1,383,713,18,45,0
2400513-002,24,005,13-002,811,248,4,6,1,378,646,0,569,485,0,469,516,17,75,0
2400513-003,24,005,13-003,1046,355,10,14,5,493,904,0,739,678,0,619,660,30,104,1
2400513-004,24,005,13-004,1198,379,16,5,0,597,927,3,878,669,0,759,681,25,103,0
2400513-005,24,005,13-005,1173.5,379.7,11,5,0,550.6,945.5,2,840.2,677,1,720.3,676.8,36,104,2
2400513-006,24,005,13-006,427.2,189.2,6.2,2.2,0,200.4,397.5,2,295.9,316.2,0,257.6,324.4,7.4,31.9,0
2400513-007,24,005,13-007,542,411,4,6,1,245,695,2,335,622,3,287,642,12,28,1
2400513-008,24,005,13-008,966,168,3,2,2,478,635,0,708,413,0,622,435,4,73,2
2400513-009,24,005,13-009,1146,584,20,11,0,547,1144,2,799,937,0,696,927,16,98,2
2400514-001,24,005,14-001,1215.5,345.3,14,3,0,558.2,960.5,5,813.3,739.4,0,695.3,735.4,26,101,2
2400514-002,24,005,14-002,1167.5,648.7,9,6,1,552.8,1200.5,3,782.7,1035.6,1,662.7,1032.6,20,104,1
2400514-003,24,005,14-003,1089,705.7,12.8,7.9,0,484.6,1275.8,3,653.6,1135.2,0,547.5,1160.8,13.8,84.5,1
2400514-004,24,005,14-004,206,114.3,1.2,0.1,0,88.4,232.2,0,123.4,197.8,0,110.5,199.2,4.2,13.5,0
2400514-005,24,005,14-005,151,165,3,2,0,74,240,0,80,238,1,73,232,1,12,0
2400514-006,24,005,14-006,1413,616,17,14,6,667,1358,3,969,1089,0,810,1083,26,144,3
2400514-007,24,005,14-007,936,535,11,5,0,438,1014,0,635,849,0,553,825,30,71,0
2400514-008,24,005,14-008,698,1018.8,3.5,8.7,1.7,228.6,1459.5,2.6,338.1,1399.5,3.5,286,1394.3,11.3,46.1,1.7
2400514-009,24,005,14-009,999.5,1302.2,6.3,10.8,2.2,402.9,1877.2,2.2,542.4,1799.3,2.3,439.4,1814.9,12.1,84.4,0.2
2400514-010,24,005,14-010,875.6,529.8,3.1,8.3,2.1,354.3,1032.2,2.1,552.8,864.3,1.1,458.2,880.1,12.4,76.5,2.1
2400514-011,24,005,14-011,720.9,519.1,4.1,3.2,2,319.2,901.1,3.1,452.7,792.8,3.1,392.5,791.7,11.3,54,3
2400514-012,24,005,14-012,1085,351,9,6,3,500,887,9,740,686,3,638,686,20,101,2
2400514-013,24,005,14-013,661,613,1,5,0,284,949,0,398,866,1,328,905,1,43,2
2400514-014,24,005,14-014,192,129,4,2,0,87,237,0,127,199,0,104,200,3,20,0
2400515-001,24,005,15-001,564.5,211.2,9.7,6.4,0.2,262.4,515.6,0.2,373.8,412.3,0.2,305.4,421.9,13.6,45.1,0.1
2400515-002,24,005,15-002,1198.9,319.9,17.1,3.5,0.1,591.6,881.8,2.1,834.6,664,0.1,715.5,678.7,16.1,105.9,2.9
2400515-003,24,005,15-003,923,180,4,0,0,493,558,0,692,391,0,605,416,8,58,0
2400515-004,24,005,15-004,691,740,13,6,0,331,1069,3,436,999,0,341,1016,18,70,0
