GEOID20,STATEFP,COUNTYFP,DISTRICT,G18GOVRHOG,G18GOVDJEA,G18GOVLQUI,G18GOVGSCH,G18GOVOWRI,G18COMRPHU,G18COMDFRA,G18COMOWRI,G18ATGRWOL,G18ATGDFRO,G18ATGOWRI,G18USSRCAM,G18USSDCAR,G18USSLVOH,G18USSISIM,G18USSOWRI
2403113-036,24,031,13-036,521.19,1079.25,9.97,2.99,0,248.14,1328.39,0,274.05,1300.49,1,249.14,1312.44,7.97,21.92,1.99
2403113-037,24,031,13-037,469,766,6,13,0,205,1011,2,237,986,1,217,974,11,41,2
2403113-038,24,031,13-038,1992.53,1498.74,22.2,12.01,5.6,918.39,2522.01,9.43,1011.82,2460.01,3.14,850.95,2479.82,28.77,153.49,5.32
2403113-039,24,031,13-039,548.29,1239.9,12.26,9.02,3.94,208.74,1574.11,3.94,205.51,1604.21,0.98,181.55,1588.42,19.73,41.99,3.94
2403113-040,24,031,13-040,728.6,1046.62,7.08,13.59,2.96,298.81,1484.43,6.01,345.17,1436.83,0.12,287.86,1428.27,22.32,54.92,3.13
2403113-042,24,031,13-042,340.12,813.26,3.11,8.45,0.08,145.35,1001.09,0,148.63,1007.9,0.03,132.85,999.12,11.39,27.92,0
2403113-043,24,031,13-043,503.78,957.97,6.94,4.96,0,236.02,1201.92,4.96,271.72,1164.24,0.99,225.11,1168.2,14.88,35.7,0
2403113-044,24,031,13-044,595.13,1164.74,6.97,14.9,0.02,243.48,1512.45,0,271.32,1481.63,0,213.75,1507.41,13.91,42.73,0.01
2403113-045,24,031,13-045,474,666,8,11,0,232,911,2,260,897,3,215,895,7,32,0
2403113-046,24,031,13-046,862.56,622,3.99,5.99,2,434.26,1016.36,5.99,461.23,989.39,2.99,406.32,989.39,7.99,60.9,4.99
2403113-047,24,031,13-047,449,1775,18,11,5,177,2042,0,123,2110,0,100,2089,20,50,2
2403113-049,24,031,13-049,254.98,548.95,1,3,0,112.99,683.94,0,117.99,679.94,0,98.99,670.94,4,20,0
2403113-050,24,031,13-050,340.36,869.37,5.99,9.98,4.99,101.81,1119.9,0,112.79,1125.89,0,99.81,1114.91,11.98,13.97,2.99
2403113-051,24,031,13-051,1072.93,1170.91,7.22,11.32,5.05,462.99,1772.9,2.18,523,1719.25,1.01,451.85,1711.68,16.35,72.25,2.1
2403113-052,24,031,13-052,810.44,700,7.01,0.01,0,365.74,1135.64,2.01,429.77,1066.61,0.01,379.68,1065.61,12.01,50.1,2.01
2403113-053,24,031,13-053,457.88,811.74,3.89,15.55,2.92,186.65,1084.91,0,196.37,1078.1,0.97,169.15,1085.88,13.61,32.08,0
2403113-054,24,031,13-054,852.13,731.25,8.92,5.93,0,350.75,1248.57,0,377.25,1220.79,1.03,340.05,1237.48,6.88,32.78,0
2403113-055,24,031,13-055,208.72,713.93,3.9,1.95,0,72.17,844.63,0,80.95,839.75,0,73.15,826.1,2.93,13.65,2.93
2403113-056,24,031,13-056,628.9,1047.17,8.98,12.98,0,284.5,1388.57,2,307.46,1371.6,0,261.54,1379.59,4.99,38.93,4.99
2403113-057,24,031,13-057,232.25,425.62,10.96,2.99,0,119.61,543.24,0,120.61,545.23,0,105.66,551.21,7.97,12.96,1.99
2403113-058,24,031,13-058,797.27,1663.54,11.08,10.1,5.06,328.09,2113.43,6.08,367.06,2082.82,3.01,297.58,2092.67,22.17,68.63,3.02
2403113-059,24,031,13-059,475,821,10,8,0,200,1088,2,212,1073,1,179,1083,9,32,2
2403113-060,24,031,13-060,43.31,64.74,0.4,0.32,0.08,20.87,86.17,0,21.11,85.97,0.12,19.38,84.28,0.92,3.42,0.08
2403113-061,24,031,13-061,1022.74,1512.78,9.47,7.63,1.91,490.99,2021.43,0,497.41,2016.09,2.8,456.78,1977.13,21.45,79.82,1.86
2403113-063,24,031,13-063,291.09,427.94,0.07,8.04,3.95,113.92,604.08,0,141.83,574.17,0,120.54,576.39,5.07,25.1,0
2403113-064,24,031,13-064,392.24,1427.92,6.1,15.05,0,138.81,1675.2,0,153.03,1684.07,0,123.84,1661.73,10.07,32.34,2.07
2403113-065,24,031,13-065,159,768,9,2,0,73,853,2,49,894,0,39,864,12,17,4
2403113-067,24,031,13-067,130.96,723.52,0,8.08,0,45.27,799.51,4.85,31.53,827.8,0.81,26.68,821.33,4.04,8.89,3.23
2403113-068,24,031,13-068,262,1200,10,7,0,92,1360,2,79,1396,1,70,1375,5,25,4
2403113-069,24,031,13-069,846.63,554.93,6.79,7.76,1.94,325.87,1084.4,0,362.72,1054.34,0,337.5,1062.09,0.97,27.17,0
2403113-070,24,031,13-070,26,67,0,0,0,16,78,0,13,82,0,16,79,0,0,0
2403113-071,24,031,13-071,744.33,470.76,4.14,2.14,0.02,265.12,960.11,0,303.95,909.63,1.97,267.92,948,1.13,17.47,0
2403301-001,24,033,01-001,765.3,1298.62,8.92,5.95,0,336.06,1681.27,4.96,352.91,1663.43,4.96,312.26,1663.43,13.88,44.61,2.97
2403301-002,24,033,01-002,402.56,506.19,2.99,7.97,0,174.38,707.47,2.99,194.31,689.54,0,175.37,671.6,9.96,32.88,2.99
2403301-003,24,033,01-003,473.75,1375.04,7.15,8.09,2,158.31,1693.47,3.04,158.72,1687.19,5.01,141.14,1691.97,12.23,18.62,3.03
2403301-004,24,033,01-004,573.7,846.42,5.84,7.79,0,258.11,1115.25,1.95,273.7,1108.43,1.95,257.14,1081.16,16.56,38.96,0
2403301-005,24,033,01-005,832.44,829.35,6,8.03,2,357.46,1259.25,5,405.51,1203.13,5.01,356.47,1200.22,9.01,51.03,7
2403301-006,24,033,01-006,329.3,730.58,6.16,8.21,0,109.89,947.75,0.05,103.3,956.57,0.05,100.86,942.84,4.44,21.04,0
2403301-007,24,033,01-007,572.26,541.02,0.08,10.03,0,183.48,895.48,0.04,204.58,846.45,3.04,187.26,882.36,2.12,13.36,0.03
2403301-008,24,033,01-008,125.44,248.81,3.01,2.03,0,53.62,316.53,0.01,52.69,315.46,0,44.63,316.4,3.04,13.12,0.01
2403302-001,24,033,02-001,176.8,719.38,4.64,2.64,0.14,46.56,824.74,2.23,40.96,863.92,2.18,39.01,859.62,4.49,11.58,2.22
2403302-002,24,033,02-002,227.57,706.8,6.07,9.92,1.98,85.57,842.76,0.1,83.71,853.9,0.09,74.67,849.88,6.02,13.24,3.97
2403302-003,24,033,02-003,558.83,1168.74,2.56,2.68,2.12,180.19,1511.94,0.19,197.14,1492.91,3,174.52,1506.17,11.05,30.8,2
2403302-004,24,033,02-004,384.14,800.56,3.73,3.92,2,130.67,1024.39,3.37,128.39,1044.86,0.55,111.47,1037.94,5.65,29.84,0.37
2403302-005,24,033,02-005,201.06,560.39,2.05,3.03,0.01,81.1,661.39,3.01,74.16,693.35,0.02,64.13,692.32,2.04,17.07,0.02
2403302-006,24,033,02-006,365.48,1227.84,4.16,5.87,1.93,105.23,1483.87,2.86,107.97,1465.51,5.74,106.21,1474.19,9.21,15.44,2.8
2403302-007,24,033,02-007,575.57,936.73,4.4,10.39,5.06,210.3,1252.49,3.15,254.6,1232.16,3.06,246.26,1222.68,4.64,17.71,6.06
2403302-008,24,033,02-008,361,1258.46,11.23,8.39,1.68,88.32,1521.76,5.04,92.49,1542.4,4.19,78.94,1536.31,8.5,27.94,3.35
2403302-009,24,033,02-009,294.8,1299.79,9.14,10.76,1.95,99.08,1502.95,3.17,83.87,1548.33,0.4,73.6,1536.87,16.28,14.26,0.31
2403302-010,24,033,02-010,197.31,661.5,3.52,4.33,0.11,59.93,800.13,1.79,54.65,806.06,2.67,50.41,802.37,7.58,8.99,1.75
2403302-096,24,033,02-096,1.61,5.62,0.05,0.04,0.01,0.39,6.8,0.02,0.41,6.89,0.02,0.35,6.86,0.04,0.12,0.02
2403302-097,24,033,02-097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403302-098,24,033,02-098,20.74,56.21,0,0.85,0,7.62,70.31,0.01,8.62,67.66,0,7.25,68.84,0.51,1.22,0.51
2403302-099,24,033,02-099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403303-001,24,033,03-001,336,354,4,8,0,124,548,0,133,536,0,124,533,9,17,0
2403303-002,24,033,03-002,559.38,1368.7,9.46,10.69,4.24,123.18,1799.47,6.12,144.29,1783.76,8.37,121.65,1788.94,10.93,30.08,7
2403303-003,24,033,03-003,642.87,1980.33,5.74,4.77,3.82,142.32,2487.62,0,130.84,2475.24,7.64,105.03,2482.85,9.57,41.07,0.01
2403303-004,24,033,03-004,371.84,1120.6,4.28,0.14,0,73.87,1420.75,0.09,61.92,1415.34,0.14,56.45,1419.54,4.32,20.56,0.09
2403303-005,24,033,03-005,260.3,846.71,6.98,1,1.99,52.86,1074.09,1,42.88,1082.07,1,25.93,1074.09,8.98,14.96,2.99
2403303-006,24,033,03-006,429.16,1392.4,5.72,2.86,0,59.13,1766.25,1.91,60.08,1757.66,2.86,50.55,1782.46,6.68,11.44,1.91
2403303-007,24,033,03-007,41,201,0,1,0,4,236,0,7,236,0,7,237,0,3,0
2403303-008,24,033,03-008,59,71,1,5,0,29,100,1,32,98,0,32,91,3,5,0
2403304-001,24,033,04-001,1060.4,428.27,5.33,5.82,0.05,536.71,861.92,0.85,635.27,755.54,2.99,580.87,785.43,10.71,46.32,0
2403305-001,24,033,05-001,830.73,1932.5,12.44,7.2,5.23,301.38,2428.03,1.37,267.88,2487.92,3.36,214.37,2504.47,18.53,32.85,3.11
2403305-002,24,033,05-002,383.78,606.12,5.24,2.71,0,96.19,873.5,0.93,106.9,867.28,0.12,93.48,878.09,5.29,8.69,0.07
2403305-003,24,033,05-003,369.22,1013.9,2.93,7.81,4.88,93.77,1267.87,0.98,97.68,1283.5,2.93,100.61,1272.75,5.86,11.72,0
2403305-004,24,033,05-004,378.78,1193.1,6.07,10.19,2.12,101.23,1467.13,8.02,79.32,1488.5,5.07,75.39,1490.25,13.14,8.28,4
2403305-005,24,033,05-005,595.88,1495.49,6.77,4.84,1.93,198.3,1897.9,0,173.15,1912.41,5.8,131.56,1923.05,12.58,36.76,2.9
2403305-006,24,033,05-006,515.03,1370.57,14.51,6.23,2,157.31,1734.89,1.29,142.82,1753.68,1,125.01,1742.8,12.02,33.61,3.15
2403305-007,24,033,05-007,570.91,1391.43,0.03,5.06,0.02,171.84,1767.63,2.97,175.86,1776.49,7.89,162.9,1767.68,6.99,22.75,0.99
2403305-008,24,033,05-008,373.44,520.47,3.59,15.27,1.74,187.13,680.09,2.52,195.51,681.41,2.71,175.64,685.97,11.33,14.67,0.94
2403305-009,24,033,05-009,81,239,0,5,2,34,282,1,37,284,0,29,282,1,8,0
2403305-010,24,033,05-010,245.83,488.69,6,3.06,0,90.05,634.2,5.04,95.1,636.31,0.09,76.94,640.2,7.08,13.27,0.01
2403305-011,24,033,05-011,334.61,944.38,1,10.02,0,94.78,1192.11,0.01,71.8,1220.15,0.04,66.74,1208.11,7.03,16.1,3
2403305-012,24,033,05-012,489.65,1258.82,7.12,5.54,0.06,148.46,1576.05,1.09,130.79,1606.08,3.09,104.13,1625.23,7.39,21.48,1.03
2403306-001,24,033,06-001,403.67,1611,17.68,6.7,0,68.32,1974.7,2.84,56.2,1988.68,0.7,42.34,1973.54,14.84,26.4,0.28
2403306-002,24,033,06-002,192,576,4,6,0,34,739,2,38,736,2,34,735,4,12,0
2403306-003,24,033,06-003,375.4,1542.11,16.79,4.94,0,67.18,1874.05,4.94,51.37,1883.93,5.93,43.47,1888.86,11.85,19.76,2.96
2403306-004,24,033,06-004,243.97,1155.8,12.07,5.05,4,37.77,1378.94,3.04,40.48,1382.57,3.04,38.39,1381.55,7.05,5.18,0
2403306-005,24,033,06-005,232.83,843.34,10.15,11.13,0.07,32.62,1055.66,2.08,30.55,1050.97,0.05,32.45,1060.94,4.06,7.33,0.05
2403306-006,24,033,06-006,188.55,906.51,5.03,1.67,1.61,30.54,1077.66,4.08,35.17,1071.35,1.68,25.43,1073.82,3.36,13.9,1.64
2403306-007,24,033,06-007,394.82,1397.64,7.08,5,2,95.37,1711.02,5,79.63,1724.77,3,55.33,1722.77,12.19,33.19,2
2403306-008,24,033,06-008,207.43,829.95,1.94,0.05,0,32.86,1005.61,5.75,35.71,1006.51,1.92,27.96,1013.34,3.86,11.56,0
2403306-009,24,033,06-009,219.07,912.68,3.88,7.39,0,43.81,1109.56,0,39.38,1100.07,0,26.87,1119.53,3.89,10.18,0
2403306-010,24,033,06-010,240.2,1010.82,3.89,9.5,0,53.92,1215.38,1.94,47.28,1216.16,0.06,31.11,1226.7,3.88,16.21,2.88
2403306-011,24,033,06-011,321.84,1159.41,9,6,0,43.98,1460.25,0,42.98,1457.25,0,33.98,1446.26,6,19.99,4
2403306-012,24,033,06-012,164.95,929.38,4.04,3.08,0.03,42.42,995.5,1.98,26.83,1083.56,1.96,21.74,1082.75,3,10.03,0.03
2403306-013,24,033,06-013,424,1009,7,5,0,87,1364,0,87,1363,0,73,1362,7,23,0
2403306-014,24,033,06-014,71,194,0,0,0,10,259,0,6,257,0,6,259,2,3,0
2403306-015,24,033,06-015,278,1281,6,10,0,46,1519,0,30,1542,2,19,1557,4,18,0
2403306-016,24,033,06-016,190.26,973.18,10.36,4.31,0.02,32.98,1157.21,5.2,26.18,1163.14,4.31,26.92,1162.31,5.19,8.76,1.74
2403306-017,24,033,06-017,312.49,1425.37,12.08,12.87,1.99,58.43,1729.27,2.96,50.53,1728.14,1.99,32.44,1739.06,7.11,25.32,1.97
2403306-018,24,033,06-018,228.52,719.84,2.41,8,0,54.54,899.42,0,55.35,896.21,0,44.92,908.21,9.62,9.63,0
2403306-019,24,033,06-019,235,940.89,8.83,7.91,3.98,38.08,1144.27,4.89,33.88,1163.68,2.94,27.81,1161.71,4.03,19.9,2.94
2403306-020,24,033,06-020,339.16,1394.59,6,1,0,58.02,1638.75,1,59.02,1687.75,1,37.02,1691.74,12,20.01,1
2403306-021,24,033,06-021,85.36,222.37,4.06,1.04,0,15.61,296.28,1.03,9.38,302.58,0.03,10.31,295.56,6.04,3.14,0
2403306-022,24,033,06-022,332.49,1620.49,8.06,0.38,0.37,58.33,1917.45,3.91,59.43,1903.13,5.32,55.22,1911.59,6.68,8.13,3.34
2403306-023,24,033,06-023,187.47,760.97,3.01,5.02,0,44.11,920.38,1,40.09,909.38,1,32.06,920.4,7.01,8.03,0.01
2403306-024,24,033,06-024,89.58,389.16,1,1,0,12.94,470.77,0,17.92,460.82,0,14.93,463.8,3.98,1.99,0
2403306-025,24,033,06-025,34,157,1,0,2,7,189,0,4,192,0,6,191,0,0,0
2403306-026,24,033,06-026,133.95,567.27,2.7,0,0,18.88,687.73,0,21.58,684.14,0,14.38,685.04,2.7,13.48,0
2403306-027,24,033,06-027,178.87,430.29,3.12,0.21,0,52.09,554.76,0,61,545.89,0,50.11,545.95,7.01,7.31,0
2403306-028,24,033,06-028,134.71,306.55,1.03,0.1,0,29.65,408.68,0,37.66,396.64,1,32.53,403.79,3.11,3.11,1
2403306-029,24,033,06-029,88.63,325.83,3.13,0.26,0,14.52,400.7,0,7.39,408.34,0,9.96,409.02,6.14,0.33,0
2403306-098,24,033,06-098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403306-099,24,033,06-099,0.99,3.95,0.04,0.03,0.02,0.16,4.81,0.02,0.14,4.89,0.01,0.12,4.88,0.02,0.08,0.01
2403307-001,24,033,07-001,173.71,317.17,2.93,1.95,1.95,31.23,461.6,1.95,30.25,459.65,1.95,21.47,458.67,1.95,11.71,2.93
2403307-002,24,033,07-002,668,385,7,10,0,298,717,0,349,645,0,316,654,10,36,0
2403307-003,24,033,07-003,865.6,490.86,5.86,5.86,0,372.78,913.41,0,446.95,832.42,0,406.94,822.66,15.61,56.6,1.95
2403307-004,24,033,07-004,926,532,4,2,0,445,920,0,520,836,0,476,855,12,33,0
2403307-005,24,033,07-005,933.19,643.49,9.6,10.4,0,410.23,1079.85,0,484.23,1005.45,0,436.02,1011.85,13.6,56.41,0
2403307-006,24,033,07-006,606.44,798.99,3.97,5.96,0,196.52,1186.07,1.99,219.35,1159.28,0,185.6,1169.2,6.95,30.77,0
2403307-007,24,033,07-007,801.57,1238.67,3.96,4.61,2.61,293.66,1716.4,1.96,299.05,1698.56,0.65,253.74,1716.45,13.81,30.74,2.3
2403307-008,24,033,07-008,478,776,6,3,0,125,1110,2,142,1088,0,124,1085,7,28,4
2403307-009,24,033,07-009,616.42,1574.12,5,5.58,5.1,147.81,2034.37,7.99,137.02,2051.15,5.05,119.18,2060.35,13.14,19.46,0
2403307-010,24,033,07-010,667.15,1393.25,13,3,2,201.05,1849.34,1,199.05,1849.33,1,180.04,1829.34,14,31,1
2403307-011,24,033,07-011,516.13,1554.49,4,10.01,0,68.02,2017.6,0,74.01,2005.61,8,57.01,2010.61,13,25.01,0
2403307-012,24,033,07-012,291.92,1113.73,5.18,12.02,0.01,37.18,1367.5,0.02,31.95,1396.05,2.58,32.75,1388.39,11.15,12.9,0.01
2403307-013,24,033,07-013,365.29,927.83,4.07,3.05,0.05,71.77,1221.4,3.05,80.75,1210.35,1.05,64.53,1224.33,1.05,7.29,3.07
2403307-014,24,033,07-014,362.89,409.34,2.02,3.37,1.35,148.12,601.22,0,154.18,591.8,1.35,133.98,592.47,8.08,20.2,0.67
2403307-015,24,033,07-015,315.84,887.34,5.72,2.86,0,62.99,1154.48,0.96,43.93,1165.92,0,47.73,1160.21,5.73,6.68,0
2403307-016,24,033,07-016,350.73,384.78,3.9,1.06,1.9,162.41,542.39,0,167.55,540.93,0.95,162.08,540.75,6.93,12.41,0.04
2403307-017,24,033,07-017,276.16,548.01,3.06,5.06,0.04,75.66,755.12,0.04,82.7,739.85,0,72.95,737.22,6.21,15.44,0.04
2403307-018,24,033,07-018,63.87,96.34,1.6,1.06,0,11.18,147.44,0,11.18,149.03,0,7.98,147.44,1.6,3.73,0
2403307-019,24,033,07-019,25.66,88.76,0.01,0.03,0.01,6.45,105.93,0.01,3.45,106.99,0,3.35,107.06,2.02,0.07,0.01
2403307-020,24,033,07-020,80,112,1,0,0,28,151,0,38,146,0,32,144,1,7,0
2403307-021,24,033,07-021,120,155,3,0,0,50,212,0,58,209,0,51,211,4,7,0
2403307-022,24,033,07-022,599.29,1713.82,2.97,9.61,1.88,160.38,2138.03,2.9,160.62,2157.96,0.2,124.53,2184.95,6.85,27.23,1.88
2403307-023,24,033,07-023,329.59,886.8,3.28,2.14,0,65.11,1153.99,0.05,51.17,1165.55,0,39.35,1159.27,7.28,18.33,0
2403307-024,24,033,07-024,119,178,3,2,0,41,247,0,40,249,0,29,256,1,12,0
2403308-001,24,033,08-001,778.39,326.34,8.57,3.79,0.02,409.5,642.1,0.78,509.19,550.11,0.01,459,558.16,12.21,44.94,1.25
2403309-001,24,033,09-001,548,1601,7,5,0,145,1974,0,117,2040,3,103,2040,16,21,0
2403309-002,24,033,09-002,209,574,2,3,0,38,744,0,41,743,0,41,735,1,12,0
2403309-003,24,033,09-003,141.68,271,3.32,3.66,0,58.63,348.85,0,61.6,346.26,0,57.37,348.06,4.04,8.66,0
2403309-004,24,033,09-004,353,954,6,10,0,83,1190,5,68,1236,3,57,1245,3,18,2
2403309-005,24,033,09-005,336,1131,12,8,0,66,1421,0,61,1431,0,54,1409,19,18,2
2403309-006,24,033,09-006,542.81,1557.47,10,10,0,96.97,1954.33,3,83.97,2032.31,0,66.98,2029.31,16.99,22.99,2
2403309-007,24,033,09-007,463,1685,12,5,4,118,1984,3,96,2077,3,85,2083,9,13,4
2403309-008,24,033,09-008,660.14,2117.41,4,5,2,164.03,2545.51,3,128.04,2650.52,1,113.03,2660.52,10,18.01,1
2403309-009,24,033,09-009,321.99,531.98,9,2,0,88,753.97,0,105,744.97,0,89,742.97,4,15,0
2403309-010,24,033,09-010,346.04,1017.12,4,6,0,84,1248.16,6,89.99,1277.17,3,71.99,1286.17,3,21,4
2403309-011,24,033,09-011,551,1351,7,18,4,181,1708,3,161,1756,2,145,1757,10,17,1
2403309-012,24,033,09-012,27,63,0,2,0,12,83,0,10,83,0,7,85,0,3,0
2403309-013,24,033,09-013,360.59,972.7,4.02,3.01,0,84.3,1260.94,2,78.32,1259.93,3,76.31,1248.92,7.01,21.04,0
2403309-014,24,033,09-014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403309-015,24,033,09-015,0.01,0.02,0,0,0,0,0.03,0,0,0.03,0,0,0.03,0,0,0
2403310-001,24,033,10-001,187.35,544.71,4.14,2.6,0.34,69.04,668.55,0.56,58.24,671.14,0.86,51.93,664.86,3.8,14.98,0.86
2403310-002,24,033,10-002,796.45,1291.18,13.71,10.96,1.92,311.25,1753.96,0.04,322.02,1727.52,0.11,262.78,1724.69,16.11,64.71,1.12
2403310-003,24,033,10-003,464.18,568.18,11.56,4.82,3.85,208.98,791.6,0.96,230.16,779.09,0.96,179.12,781.01,6.74,52.97,5.78
2403310-004,24,033,10-004,366.9,1129.14,6.42,4.59,2.75,119.24,1373.13,0,114.66,1374.96,0,99.06,1370.38,9.17,30.27,0.92
2403310-005,24,033,10-005,1377.56,812.58,8.91,12.57,0.05,595.73,1487.01,0.96,676.76,1394.22,2.79,576.63,1395.14,22.12,117.84,3.74
2403310-006,24,033,10-006,670.76,1444.37,9.02,16.01,0,262.34,1797.7,3,248.37,1832.72,3,227.32,1848.71,14.03,28.06,3
2403310-007,24,033,10-007,368.47,683.68,8.76,4.9,1.9,133.89,902.78,0.95,148.5,902.18,0.95,130.7,907.72,1.38,17.86,0.95
2403310-008,24,033,10-008,331.64,600.44,6.77,4.83,0,149.87,743.54,0,161.47,754.17,0,139.23,749.34,13.54,24.17,0
2403310-009,24,033,10-009,415.02,992.74,9.99,5.65,2.1,150.32,1261.5,0.05,158.43,1230.64,0.19,130.6,1237.11,6.59,31.05,0.19
2403310-010,24,033,10-010,319,637,6,8,0,106,828,3,120,826,0,94,836,9,20,3
2403310-011,24,033,10-011,296.98,769.95,6,3,0,115.99,932.93,1,113.99,951.93,0,87.99,947.93,6,26,1
2403310-012,24,033,10-012,748.66,1939.58,14.73,10.41,0.38,292.07,2376.09,4.95,273.69,2403.36,5.93,237.14,2388.26,17.77,61.53,1.26
2403310-013,24,033,10-013,799.62,1583.46,9.6,1.51,2.04,338.91,2020.53,1.09,323.47,2027.68,1.13,280.86,2008.39,19.8,58.27,0.07
2403310-014,24,033,10-014,49.78,359.11,5.33,0,2.67,11.56,400,4.44,8,414.22,0,6.22,405.33,2.67,8.89,0
2403311-001,24,033,11-001,531.17,1152.37,9,5,2,161.05,1504.48,0,164.05,1514.48,2,152.05,1509.49,12,17,0
2403311-002,24,033,11-002,553.7,1188.52,6.04,10.05,2,166.03,1553.34,1,171.69,1546.55,1.03,158.24,1565.78,7.08,12.42,3
2403311-003,24,033,11-003,611.33,1485.22,12.88,5.94,1.98,144.66,1965.77,0,125.83,1994.5,0.99,103.04,1969.73,16.84,30.72,3.96
2403311-004,24,033,11-004,753.28,1896.58,10.05,10.02,2.02,244.17,2371.55,6,248.05,2399.77,3.01,218.84,2390.83,13.07,46.14,2.01
2403311-005,24,033,11-005,83.3,195.89,0.11,0.05,0.02,32.26,249.06,0,33.09,248.31,0.01,26.89,251.09,3.15,0.27,0.03
2403312-001,24,033,12-001,278.77,627.87,7.38,5,0.32,91.63,813.2,0.16,96.3,801.69,2.06,81.61,809.63,12.22,11.36,0.32
2403312-002,24,033,12-002,252.98,723.11,0.39,8.23,0.02,63.68,916.32,0.01,62.92,913.72,2.1,52.16,918.12,9.6,8.58,2.01
2403312-003,24,033,12-003,252.25,958.27,13.03,10.16,0,31.63,1221.18,2.2,30.56,1216.89,0.08,27.78,1200.25,10.15,12.66,1.97
2403312-004,24,033,12-004,293.74,1250.78,5.69,1.9,1.9,52.12,1514.2,1.9,37.9,1527.47,2.84,36.01,1525.57,2.84,16.11,0
2403312-005,24,033,12-005,375.83,984.52,7.7,2.57,3.42,124.99,1246.49,1.71,124.14,1235.36,1.71,99.31,1238.79,8.56,19.69,3.42
2403312-006,24,033,12-006,298.88,1220.51,9,8,0,49.98,1491.4,0,48.98,1497.4,3,39.98,1493.4,4,16.99,0
2403312-007,24,033,12-007,273,956,6,6,0,74,1175,0,65,1174,0,57,1175,16,10,1
2403312-008,24,033,12-008,209,744,3,8,4,32,935,2,25,940,0,26,943,2,10,2
2403312-009,24,033,12-009,161.05,952,6.16,5.28,1.76,36.08,1093.7,1.76,23.76,1098.98,2.64,24.64,1095.46,10.55,10.56,1.76
2403312-010,24,033,12-010,744.68,1618.05,13,6.99,2.24,232.23,2106.98,1.36,215.25,2114.34,1.57,194.38,2130.75,18.72,27.68,3.37
2403312-011,24,033,12-011,423.15,1402.53,8.87,10.37,0.23,109.51,1728.05,1.97,119.65,1724.51,0.12,96.65,1717.33,15.41,29.14,2.09
2403312-012,24,033,12-012,266,1022,10,2,2,62,1228,0,50,1252,3,44,1248,7,12,3
2403312-013,24,033,12-013,316.31,1338.92,20.07,8.1,1.99,65.12,1635.45,0.05,46.25,1635.39,1.99,41.22,1641.1,14.07,15.13,0.03
2403312-014,24,033,12-014,462.68,983.42,3.75,5.62,0,142.36,1284.07,2.81,159.22,1275.64,4.68,136.74,1296.24,5.62,4.68,2.81
2403312-015,24,033,12-015,343,1003,2,5,2,74,1290,2,56,1302,3,50,1306,4,12,2
2403312-016,24,033,12-016,189.06,897.8,6.27,8.09,0.09,46.5,1070.41,0.09,41.82,1065.03,0.14,29.73,1061.95,13.14,12.77,1
2403312-017,24,033,12-017,75,225,3,1,2,6,299,1,6,294,3,3,302,1,2,1
2403312-018,24,033,12-018,51.19,163.42,0.04,3.01,2.01,13.38,207.39,0.01,13.27,202.5,0.02,13.26,208.48,0.02,0.12,0
2403313-001,24,033,13-001,81.99,335.68,3.86,4.82,0,20.26,405.13,0,11.58,409.96,0,9.65,409.96,2.89,4.82,0
2403313-002,24,033,13-002,165.2,897.39,4.03,5.16,0,25.47,1010.43,0,25.38,1059.4,0.06,19.38,1050.31,7.03,13.16,1
2403313-003,24,033,13-003,240.37,721.93,3.03,3.03,2,40.69,937.53,0,47.39,929.73,0,31.4,935.69,3.07,15.3,1
2403313-004,24,033,13-004,225.68,763.64,1.64,5.94,0.07,43.75,932.13,3.32,38.22,950.64,2.32,27.59,949.29,6.2,21.99,0.03
2403313-005,24,033,13-005,453.2,1220.15,7.15,8.13,0.09,96.3,1562.53,1.04,91.95,1588.81,8.11,58.22,1623.02,1.09,25.72,3.09
2403313-006,24,033,13-006,337.2,1197.96,8.65,7.69,1.92,66.29,1449.66,2.88,50.92,1502.49,2.88,42.27,1508.26,5.76,12.49,0.96
2403313-007,24,033,13-007,411.35,2054.96,16.79,8.01,1.96,82.01,2402.18,7.83,58.17,2434.72,5.87,50.27,2444.48,12.84,22.71,0.98
2403313-008,24,033,13-008,102,587,1,3,2,25,676,2,22,680,0,22,690,0,2,0
2403313-009,24,033,13-009,403.12,1260.61,6.37,13.17,0.04,67.81,1602.3,5.17,45.29,1643.03,2.13,30.12,1650.25,7.28,8.5,1.02
2403313-010,24,033,13-010,431.36,1784.82,8.73,9.61,0,79.46,2137.59,1.75,64.62,2183.87,0,47.15,2186.49,10.48,31.44,1.75
2403313-011,24,033,13-011,375.62,1404.06,4.24,0.52,0,66.83,1683.15,2.16,56.88,1723.49,2.16,38.7,1745.74,0,17.36,0
2403313-012,24,033,13-012,363.49,1621.26,6.47,5.91,2,77.48,1891.63,2.29,54.39,1949.46,0.29,43.87,1937.28,10.03,25.83,0
2403313-013,24,033,13-013,310.67,966.32,4.89,5.03,0,69.51,1173.21,0.01,55.6,1214.16,0.44,50.67,1212.96,5.88,22.25,0
