GEOID20,STATEFP,COUNTYFP,DISTRICT,G18USSRHAW,G18USSDMCC,G18USSLCAM,G18USSGCRA,G18USSIODE,G18AUDRMCD,G18AUDDGAL,G18AUDLOTO,G18AUDGFIT,G18AUDCLUE
29095000430,29,095,000430,28.62,268.19,4.05,1.01,1.77,26.59,261.1,6.84,3.29,1.52
29095000431,29,095,000431,64.88,608.03,9.19,2.3,4.02,60.29,591.95,15.5,7.46,3.44
29095000432,29,095,000432,12.98,137.96,1.63,1.09,1,11.07,135.42,3.54,1.91,1.09
29095000433,29,095,000433,35.74,379.85,4.5,3,2.75,30.49,372.85,9.75,5.25,3
29095000434,29,095,000434,34.67,368.5,4.36,2.91,2.67,29.58,361.71,9.46,5.09,2.91
29095000435,29,095,000435,52.51,301.26,2.78,2.27,2.76,45.75,296.21,8.3,3.78,1.77
29095000436,29,095,000436,144.05,696.84,5.4,7.2,6.6,126.04,676.43,16.21,10.8,6.6
29095000437,29,095,000437,101.67,916.53,11.38,6.83,6.07,87.25,908.94,22,8.35,3.03
29095000438,29,095,000438,81.21,544.49,3.82,2.18,6,71.94,532.5,15.26,6.54,3.82
29095000439,29,095,000439,67.79,454.51,3.18,1.82,5,60.06,444.5,12.74,5.46,3.18
29095000440,29,095,000440,34.59,167.31,1.3,1.73,1.59,30.26,162.41,3.89,2.59,1.59
29095000441,29,095,000441,61.36,296.85,2.3,3.07,2.81,53.69,288.15,6.9,4.6,2.81
29095000442,29,095,000442,61.71,351.77,3.23,2.64,3.23,53.78,345.89,9.7,4.41,2.06
29095000443,29,095,000443,96.17,548.16,5.04,4.12,5.04,83.8,539,15.11,6.87,3.21
29095000444,29,095,000444,31.99,115.29,1.65,1.1,1.1,27.03,116.39,4.41,1.65,0.55
29095000446,29,095,000446,56.97,254.52,1.84,2.76,1.84,55.59,246.25,4.13,5.05,2.76
29095000447,29,095,000447,186.05,593.55,5.26,0.7,4.91,158.72,595.3,13.66,3.5,3.85
29095000448,29,095,000448,166.52,531.23,4.7,0.63,4.39,142.06,532.8,12.23,3.14,3.45
29095000449,29,095,000449,14.53,46.36,0.41,0.05,0.38,12.4,46.5,1.07,0.27,0.3
29095000450,29,095,000450,163.66,522.11,4.62,0.62,4.31,139.62,523.65,12.02,3.08,3.39
29095000451,29,095,000451,110.7,256.76,1.47,0.25,1.96,99.17,258.47,5.65,0.98,1.96
29095000452,29,095,000452,167.18,387.74,2.22,0.37,2.97,149.76,390.33,8.53,1.48,2.97
29095000453,29,095,000453,173.12,401.51,2.3,0.38,3.07,155.08,404.19,8.83,1.54,3.07
29095000454,29,095,000454,53.14,241.62,0.58,0.87,0.87,47.05,239,3.78,0.58,2.9
29095000455,29,095,000455,22.18,144.76,1.21,0.48,0.6,19.65,142.59,2.77,0.72,0.84
29095000456,29,095,000456,89.04,581.2,4.84,1.94,2.42,78.88,572.49,11.13,2.9,3.39
29095000457,29,095,000457,39.93,81.8,0.18,0.09,1.49,34.58,82.68,3.25,0.35,1.05
29095000458,29,095,000458,12,389,3,1,2,18,374,3,4,3
29095000459,29,095,000459,9.67,195.28,5.16,3.87,1.93,12.25,192.06,3.87,5.8,0.64
29095000460,29,095,000460,4.79,96.83,2.56,1.92,0.96,6.07,95.23,1.92,2.88,0.32
29095000461,29,095,000461,5.72,214.95,1.51,0.9,1.51,8.13,209.53,1.2,0.9,1.2
29095000462,29,095,000462,5,218,2,3,3,10,209,6,2,2
29095000463,29,095,000463,12.22,459.05,3.21,1.93,3.21,17.36,447.48,2.57,1.93,2.57
29095000464,29,095,000464,0.54,10.89,0.29,0.22,0.11,0.68,10.71,0.22,0.32,0.04
29095000467,29,095,000467,36.98,379.72,4.73,3.01,2.15,35.26,373.7,7.74,4.73,1.72
29095000469,29,095,000469,23.83,244.7,3.05,1.94,1.39,22.72,240.82,4.99,3.05,1.11
29095000470,29,095,000470,11.81,290.77,3.28,0,1.97,14.44,278.3,2.63,2.63,3.28
29095000471,29,095,000471,6.19,152.23,1.72,0,1.03,7.56,145.7,1.37,1.37,1.72
29095000474,29,095,000474,72.78,475.04,3.96,1.58,1.98,64.47,467.92,9.1,2.37,2.77
29095000475,29,095,000475,30.47,194.87,2.41,0.8,0,32.88,186.85,3.21,2.41,0.8
29095000476,29,095,000476,108.12,530.76,5.9,0,5.9,96.32,515.03,14.74,6.88,3.93
29095000477,29,095,000477,241.16,493.97,1.06,0.53,9.01,208.82,499.27,19.61,2.12,6.36
29095000478,29,095,000478,323,713,5,1,5,252,736,23,2,14
29095000479,29,095,000479,178.97,465.45,3.28,0,1.97,147.5,479.22,9.83,2.62,2.62
29095000480,29,095,000480,260.1,1274.63,5.97,3.98,8.63,234.89,1250.74,23.22,9.29,7.3
29095000481,29,095,000481,61.54,301.59,1.41,0.94,2.04,55.58,295.94,5.49,2.2,1.73
29095000482,29,095,000482,178,831,8,3,11,154,819,18,7,12
29095000483,29,095,000483,69.79,341.99,1.6,1.07,2.31,63.02,335.58,6.23,2.49,1.96
29095000484,29,095,000484,59.41,584.09,4.18,0.84,6.69,51.88,566.52,15.06,5.02,4.18
29095000485,29,095,000485,7.53,48.13,0.59,0.2,0,8.12,46.15,0.79,0.59,0.2
29095000486,29,095,000486,37,348,1,4,3,37,335,8,5,2
29095000488,29,095,000488,135.53,512.19,4.33,1.18,6.3,115.83,510.22,14.18,2.36,7.88
29095000489,29,095,000489,208.47,787.81,6.67,1.82,9.7,178.17,784.78,21.82,3.64,12.12
29095000490,29,095,000490,163.34,728.55,7.4,2.47,8.01,149.78,711.29,17.26,4.93,12.33
29095000491,29,095,000491,7.15,70.24,0.5,0.1,0.81,6.24,68.13,1.81,0.6,0.5
29095000492,29,095,000492,58.29,260,2.64,0.88,2.86,53.45,253.85,6.16,1.76,4.4
29095000493,29,095,000493,68.7,266.57,2.51,3.65,1.6,57.06,263.6,7.76,4.11,4.56
29095000494,29,095,000494,113.99,442.32,4.17,6.06,2.65,94.67,437.39,12.88,6.82,7.57
29095000495,29,095,000495,118.32,459.11,4.32,6.29,2.75,98.27,454,13.36,7.08,7.86
29095000496,29,095,000496,83.36,386.64,6.1,3.73,4.41,76.92,379.18,10.5,7.12,4.41
29095000497,29,095,000497,162.64,754.36,11.9,7.27,8.59,150.08,739.82,20.5,13.88,8.59
29095000499,29,095,000499,630.27,589.83,9.16,0.76,11.45,541.76,629.51,24.42,6.87,16.79
29095000500,29,095,000500,400.9,453.32,12.62,0.97,11.65,340.71,473.7,25.24,1.94,21.36
29095000501,29,095,000501,207.87,196.89,3.22,0.27,3.91,178.56,209.83,8.35,2.19,5.86
29095000503,29,095,000503,258,319,1,1,3,203,339,4,2,14
29095000505,29,095,000505,339,351,6,3,15,296,356,13,6,15
29095000506,29,095,000506,386.52,525.74,4.87,1.95,4.87,344.65,543.27,13.63,3.89,10.71
29095000508,29,095,000508,756,863,7,4,15,645,896,30,3,20
29095000509,29,095,000509,526.25,457.02,3.09,0.07,7.1,466.55,474.36,14.16,3.09,12.21
29095000510,29,095,000510,746.05,784.56,17,3,19,661.87,818.69,25.01,9,27.02
29095000511,29,095,000511,585.27,560.21,10.44,8.35,11.13,507.32,597.79,17.4,9.74,23.66
29095000512,29,095,000512,250.48,239.76,4.47,3.57,4.77,217.13,255.85,7.45,4.17,10.13
29095000514,29,095,000514,398.36,337.27,3.37,0.03,7.34,343.38,362.34,13.29,1.38,9.4
29095000515,29,095,000515,213.1,271.85,4.98,0,4.98,185.21,282.8,8.96,2.99,4.98
29095000516,29,095,000516,482,368,3,2,11,399,407,20,4,16
29095000517,29,095,000517,579,496,8,2,11,488,535,23,6,21
29095000518,29,095,000518,469.84,503.83,6,4,6,407.86,517.83,24.99,10,15.99
29095000519,29,095,000519,846.73,805.69,6.08,2.04,13.04,722.21,879.05,25.11,6.03,22.1
29095000520,29,095,000520,446.57,559.16,21.16,3.78,18.13,385.36,575.78,30.98,11.33,23.42
29095000523,29,095,000523,268.63,314.58,3.01,1.01,6.03,236.53,332.62,6.04,0.01,6.03
29095000524,29,095,000524,913,731,7,3,7,759,804,24,6,30
29095000525,29,095,000525,254.34,313.25,3.95,3.95,5.39,213.39,326.19,15.45,5.75,11.5
29095000527,29,095,000527,453.66,558.75,7.05,7.05,9.61,380.61,581.81,27.55,10.25,20.5
29095000529,29,095,000529,373,527,17,9,22,335,550,25,11,13
29095000531,29,095,000531,462.95,578.69,14.38,3.59,11.5,409.03,603.85,28.04,3.59,12.94
29095000532,29,095,000532,310,384,9,5,3,244,407,20,1,14
29095000534,29,095,000534,181.05,226.31,5.62,1.41,4.5,159.97,236.15,10.96,1.41,5.06
29095000536,29,095,000536,745,577,4,2,13,621,650,22,10,24
29095000537,29,095,000537,472.22,480.64,11.61,3.88,22.26,423.79,487.52,23.19,9.67,22.22
29095000538,29,095,000538,144.43,180.84,6.84,1.22,5.87,124.64,186.22,10.02,3.67,7.58
29095000539,29,095,000539,349,394,4,8,3,305,404,18,4,17
29095000540,29,095,000540,503.54,572.26,9.37,5,16.24,437.94,602.88,20.62,5.62,19.99
29095000542,29,095,000542,578,630,7,4,11,514,641,32,9,23
29095000543,29,095,000543,407.76,425.46,13.88,7.66,14.36,346.98,451.79,20.58,7.66,22.97
29095000544,29,095,000544,444.24,463.54,15.12,8.34,15.64,378.02,492.21,22.42,8.34,25.03
29095000546,29,095,000546,533.15,411.87,4.88,3.26,7.33,447.68,444.42,17.91,2.44,26.05
29095000547,29,095,000547,123.9,95.07,1.12,0.75,1.69,104.09,102.71,4.13,0.56,6
29095000548,29,095,000548,399,436,7,7,14,367,453,15,4,15
29095000550,29,095,000550,558.69,409.04,5.61,2.81,17.73,487.65,449.21,19.61,6.54,13.09
29095000551,29,095,000551,442.94,240.1,4.97,3.96,2.16,368.55,270.96,12.98,4.98,16.83
29095000552,29,095,000552,687.07,560.96,20.34,4.17,18.08,620.74,587.41,30.2,6.4,27.8
29095000554,29,095,000554,45.71,84.1,1.77,0.23,0.69,37.55,85.56,2.08,2.38,1.46
29095000555,29,095,000555,333,233,6,3,14,298,252,11,2,7
29095000556,29,095,000556,333,275,3,1,5,271,310,12,1,10
29095000557,29,095,000557,12,0,0,0,0,9,2,0,0,1
29095000558,29,095,000558,158,194,7,4,5,138,196,12,1,13
29095000561,29,095,000561,372.78,348.36,9.39,4.12,17.74,329.21,365.48,14.81,7.33,13.78
29095000562,29,095,000562,673.56,598.13,15.79,2.96,15.77,561.94,654.42,32.57,9.86,31.6
29095000563,29,095,000563,312.41,352.58,5.86,3.05,9.99,271.36,371.8,12.87,3.52,12.48
29095000564,29,095,000564,399,401,6,3,12,346,433,13,4,17
29095000566,29,095,000566,593,687,12,5,38,525,718,41,4,31
29095000567,29,095,000567,562.76,571.71,14.91,4.97,18.89,490.18,587.62,24.86,11.93,33.81
29095000568,29,095,000568,180.95,199.95,6,2,2,170.96,196.95,9,3,6
29095000569,29,095,000569,147.19,118.97,1.53,1.3,2.66,114.13,134.67,5.97,1.13,7.84
29095000570,29,095,000570,626.32,500.18,8.8,7.33,9.53,529.52,546.38,27.87,8.8,21.27
29095000572,29,095,000572,572.11,501.29,17.71,4.43,18.81,492.99,540.02,35.96,8.85,22.13
29095000573,29,095,000573,355.29,369.03,9.61,6.87,12.36,312.25,385.51,16.94,9.61,16.48
29095000578,29,095,000578,322,330,15,7,9,298,338,23,2,7
29095000579,29,095,000579,482.52,468.96,13.56,3.88,20.35,424.39,486.4,31.01,9.69,21.32
29095000580,29,095,000580,382,422,16,7,15,320,430,32,17,24
29095000581,29,095,000581,14.27,13.14,0.13,0.3,0.57,12.01,14.07,0.93,0.17,0.6
29095000582,29,095,000582,408.88,315.15,6.05,2.3,6.13,341.04,353.98,17.88,5.26,12.15
29095000584,29,095,000584,508.32,554.01,20.14,14.25,22.01,431.89,580.86,40.12,6.71,34.34
29095000586,29,095,000586,529.33,645.55,25.04,4.31,22.58,464.76,677.28,33.55,8.35,23.57
29095000587,29,095,000587,420.71,436.97,11.39,8.13,14.64,369.75,456.49,20.06,11.39,19.52
29095000590,29,095,000590,174,160,3,2,8,147,168,11,5,10
29095000591,29,095,000591,104.78,127.95,4.97,0.83,4.47,92.03,134.25,6.62,1.66,4.63
29095000592,29,095,000592,388.69,290.85,15.97,4,11.99,357.68,293.87,26.98,5,18.98
29095000593,29,095,000593,357.8,258.42,3.34,0.32,4.53,299.11,291.19,14.93,2.75,8.62
29095000595,29,095,000595,773.33,587.12,21.64,11.53,13.79,666.7,635.87,27.15,10.91,35.88
29095000596,29,095,000596,444.25,410.11,13.97,8.38,18.87,387.98,415.25,29.89,4.65,24.24
29095000599,29,095,000599,511.75,386.89,17.03,6.62,15.13,437.02,406.75,33.11,11.35,21.76
29095000601,29,095,000601,262.74,215.93,4.26,2.43,9.12,218.95,240.86,9.74,3.04,10.95
29095000603,29,095,000603,615,561,14,7,11,518,592,30,13,27
29095000604,29,095,000604,211,99,1,1,4,184,109,6,0,5
29095000605,29,095,000605,83.83,81.5,2.12,1.2,2.38,68.1,89.36,4.36,2.07,3.22
29095000606,29,095,000606,185.07,146.05,2.71,1.45,3.74,156.22,158.69,9.09,2.53,5.98
29095000607,29,095,000607,815.5,589.37,19.01,5.01,26.03,716.44,626.41,29.03,14.01,29.03
29095000608,29,095,000608,629.21,468.74,16.53,8.75,34.04,554.32,519.31,34.04,8.75,32.09
29095000610,29,095,000610,344.7,264.47,11.02,4.02,12.04,291.41,297.62,19.08,5.03,16.07
29095000612,29,095,000612,103.55,44.38,1.74,1.74,1.74,86.15,59.17,2.61,2.61,0.87
29095000613,29,095,000613,316.04,250.39,6.1,3.23,8.61,272.28,274.43,9.33,4.3,12.2
29095000614,29,095,000614,377,229,13,4,8,331,238,21,6,22
29095000616,29,095,000616,94.17,52.64,1.79,1.79,2.86,78.06,60.51,4.3,2.15,4.3
29095000617,29,095,000617,232.44,176.6,5.12,4.12,15.2,208.34,184.14,13.29,5.15,7.29
29095000619,29,095,000619,264,205,9,4,15,244,215,16,3,14
29095000620,29,095,000620,649.55,551.43,9.01,5.01,7.01,551.47,595.47,23.02,2.01,19.02
29095000622,29,095,000622,560.13,444.91,10.96,5.67,15.32,482.52,487.41,17.05,7.64,21.59
29095000623,29,095,000623,417.33,383.38,3.99,8.72,16.5,351.12,410.7,27.16,4.88,17.57
29095000625,29,095,000625,445,366,9,2,11,414,355,27,5,11
29095000626,29,095,000626,216.47,172.87,3.04,2.53,3.3,183.01,188.84,9.63,3.04,7.35
29095000629,29,095,000629,381.8,364.81,7.99,1,4,310.84,374.82,22.99,6,16.99
29095000630,29,095,000630,468.02,408.32,14.24,3.67,15.27,403.29,440.18,28.72,7.2,18.1
29095000631,29,095,000631,248,107,4,0,6,211,122,7,1,11
29095000632,29,095,000632,759.52,583.94,11.84,8.88,18.74,684.56,611.56,38.47,5.92,24.66
29095000633,29,095,000633,541.12,252.05,5.2,3.17,12.13,457.82,298.9,19.49,6.07,16.28
29095000634,29,095,000634,567.52,308.24,5.67,5.32,21.11,488.07,349.21,22.73,7.57,25.48
29095000637,29,095,000637,162.39,90.76,3.09,3.09,4.94,134.6,104.35,7.41,3.7,7.41
29095000638,29,095,000638,474,235,4,3,20,395,271,22,6,22
29095000639,29,095,000639,191.69,95.39,2.73,0.91,0.91,164.43,107.2,5.45,2.73,7.27
29095000640,29,095,000640,89.17,40.87,0.37,0.37,0.74,76.91,49.41,1.49,0,1.86
29095000641,29,095,000641,70.54,28.43,0.9,0.45,1.65,60.32,35.5,2.41,0.75,1.96
29095000642,29,095,000642,173.14,113.59,1.31,0.26,3.15,150.06,119.1,6.3,1.31,8.39
29095000643,29,095,000643,113.96,45.92,1.46,0.73,2.67,97.43,57.34,3.89,1.21,3.16
29095000644,29,095,000644,202.33,81.54,2.59,1.29,4.75,172.99,101.81,6.9,2.16,5.61
29095000645,29,095,000645,358.66,185.53,6.45,4.93,4.22,312.89,210.26,10.68,3.42,15.63
29095000648,29,095,000648,190,756,8,5,9,196,735,12,7,7
29095000650,29,095,000650,196,273,9,5,8,160,291,21,4,7
29095000651,29,095,000651,173,356,9,11,5,161,335,13,11,12
29095000654,29,095,000654,357,773,12,17,16,336,771,22,13,13
29095000655,29,095,000655,184,622,3,1,5,178,603,14,3,5
29095000656,29,095,000656,311,538,5,10,30,272,547,37,12,16
29095000658,29,095,000658,121.5,361.71,5.14,4.67,6.54,116.83,348.62,7.01,6.08,9.81
29095000660,29,095,000660,291,588,13,2,12,268,585,12,7,14
29095000661,29,095,000661,138.5,412.29,5.86,5.33,7.46,133.17,397.38,7.99,6.92,11.19
29095000662,29,095,000662,133.7,232.37,4.67,1.17,2.92,130.2,225.37,4.67,0,6.42
29095000663,29,095,000663,95.3,165.63,3.33,0.83,2.08,92.8,160.63,3.33,0,4.58
29095000664,29,095,000664,338,429,12,5,6,287,444,25,3,16
2909516-100,29,095,16-100,284.33,182.93,3.57,0.51,1.53,234.39,205.35,9.68,1.53,11.72
2909516-101,29,095,16-101,16.04,7.26,0.15,0.09,0.36,13.55,8.67,0.57,0.18,0.48
29095160102,29,095,160102,236.33,262.87,4.7,9.36,14.06,199.29,266.28,17.47,12.34,20.43
29095160103,29,095,160103,271.03,388.12,13.58,6.32,19.34,229.67,395.71,28.35,9.95,15.37
29095160104,29,095,160104,276,266,11,8,16,215,298,22,13,21
29095160406,29,095,160406,231.8,323.65,10.37,5.18,17.03,212.53,316.25,20,7.41,14.81
29095BR1608,29,095,BR1608,334.18,584.28,14.55,1.08,8.62,286.21,593.98,20.48,6.47,17.79
29095BR1610,29,095,BR1610,403,698,17,11,25,354,726,30,6,28
29095BR1611,29,095,BR1611,13.16,31.9,0.5,0.44,0.75,11.78,31.59,1,0.69,1.32
29095BR1612,29,095,BR1612,395,606,20,4,19,333,619,47,7,22
29095BR1613,29,095,BR1613,285.82,499.72,12.45,0.92,7.38,244.79,508.02,17.52,5.53,15.21
29095BR1619,29,095,BR1619,9,6,0,0,0,8,8,0,0,0
29095BR1620,29,095,BR1620,62.59,92.47,1.77,0.53,2.65,45.97,97.42,4.95,1.77,5.48
29095BRNO06,29,095,BRNO06,23.24,34.33,0.66,0.2,0.98,17.07,36.17,1.84,0.66,2.04
29095FO1601,29,095,FO1601,48.67,45.84,1.79,1.39,2.36,43.32,46.86,3.19,1.28,3.21
29095FO1609,29,095,FO1609,51.25,28.23,1.17,0.93,2.57,42.93,32.12,2.57,1.09,3.42
29095K16106,29,095,K16106,22.36,246.88,2.68,1.79,0.89,17.89,241.51,8.94,1.79,1.79
29095K16207,29,095,K16207,0.06,1.61,0,0,0.01,0.07,1.58,0.01,0.01,0
29095K16218,29,095,K16218,7.19,80.49,0.63,0.38,0.76,7.06,78.72,0.88,1.39,0.63
29095K16316,29,095,K16316,1.51,28.45,0.23,0,0.23,1.51,28.31,0.17,0.03,0.1
29095K16419,29,095,K16419,2.64,29.12,0.32,0.21,0.11,2.11,28.49,1.06,0.21,0.21
29095k16429,29,095,k16429,11.66,129.54,0.63,1.42,0.79,11.35,125.92,2.84,1.58,0.95
29095K16439,29,095,K16439,19.5,182.78,2.76,0.69,1.21,18.12,177.94,4.66,2.24,1.04
29095K16449,29,095,K16449,6.69,71.07,0.84,0.56,0.51,5.7,69.76,1.82,0.98,0.56
29095K16457,29,095,K16457,0.24,0.76,0.01,0,0.01,0.2,0.76,0.02,0,0
29095K16459,29,095,K16459,52.54,558.43,6.61,4.41,4.04,44.82,548.14,14.33,7.72,4.41
29095K16463,29,095,K16463,35.94,160.56,1.16,1.74,1.16,35.07,155.34,2.61,3.19,1.74
29095K16467,29,095,K16467,1.68,7.5,0.05,0.08,0.05,1.64,7.26,0.12,0.15,0.08
29095K16469,29,095,K16469,23.31,104.14,0.75,1.13,0.75,22.75,100.76,1.69,2.07,1.13
29095K16512,29,095,K16512,24.45,88.09,1.26,0.84,0.84,20.65,88.94,3.37,1.26,0.42
29095K16513,29,095,K16513,1.56,5.62,0.08,0.05,0.05,1.32,5.67,0.21,0.08,0.03
29095K16611,29,095,K16611,61.31,278.73,0.67,1.01,1.01,54.27,275.72,4.36,0.67,3.35
29095K16615,29,095,K16615,68.55,311.65,0.75,1.12,1.12,60.68,308.28,4.87,0.75,3.75
29095K16718,29,095,K16718,1.34,47.45,0.31,0.18,0.31,1.82,46.25,0.31,0.2,0.24
29095K16804,29,095,K16804,94.03,244.55,1.72,0,1.03,77.5,251.78,5.17,1.38,1.38
29095K16811,29,095,K16811,0.57,2.79,0.01,0.01,0.02,0.51,2.73,0.05,0.02,0.02
29095K16814,29,095,K16814,173.91,356.23,0.76,0.38,6.5,150.59,360.05,14.14,1.53,4.59
29095K16815,29,095,K16815,1.88,9.24,0.1,0,0.1,1.68,8.97,0.26,0.12,0.07
29095K16903,29,095,K16903,43.37,193.45,1.96,0.65,2.13,39.77,188.87,4.58,1.31,3.27
29095K16913,29,095,K16913,4.44,43.66,0.31,0.06,0.5,3.88,42.35,1.13,0.38,0.31
29095KC1004,29,095,KC1004,48,254,4,0,3,44,249,8,3,3
29095KC1010,29,095,KC1010,56.16,152.31,1.42,0.99,2.98,52.05,149.61,4.96,1.42,2.98
29095KC1042,29,095,KC1042,6.1,27.28,0.2,0.3,0.2,5.96,26.39,0.44,0.54,0.3
29095KC1107,29,095,KC1107,30.71,103.93,1.57,1.31,1.57,26.64,101.96,4.99,1.71,1.31
29095KC1110,29,095,KC1110,17.64,59.69,0.9,0.75,0.9,15.3,58.56,2.86,0.98,0.75
29095KC1111,29,095,KC1111,25.96,87.88,1.33,1.11,1.33,22.52,86.21,4.22,1.44,1.11
29095KC1113,29,095,KC1113,22.99,77.82,1.18,0.98,1.18,19.95,76.35,3.73,1.28,0.98
29095KC1209,29,095,KC1209,17,42,1,1,2,8,50,1,0,2
29095KC1212,29,095,KC1212,2.38,6.51,0.16,0,0.2,2.13,6.8,0.16,0,0.04
29095KC1310,29,095,KC1310,10.97,39.31,0.39,0.54,0.7,10.12,39.23,1.16,0.7,0.62
29095KC1311,29,095,KC1311,9.08,32.55,0.32,0.45,0.58,8.38,32.49,0.96,0.58,0.51
29095KC1313,29,095,KC1313,20.33,72.88,0.72,1,1.29,18.76,72.73,2.15,1.29,1.15
29095KC1314,29,095,KC1314,11.96,71.01,0.72,0.72,2.54,13.04,69.93,1.81,0.72,1.09
29095KC1504,29,095,KC1504,3,12,0,0,0,5,11,0,0,0
29095KC1507,29,095,KC1507,8.05,42.11,0.54,0,0.27,7.24,41.57,0.27,0.8,0
29095KC1515,29,095,KC1515,0,7,0,0,0,0,7,0,0,0
29095KC1516,29,095,KC1516,0.75,23.43,0.44,0,0.25,0.88,23.31,0.38,0.06,0.13
29095KC1520,29,095,KC1520,25,94,3,0,2,21,98,2,0,2
29095KC1523,29,095,KC1523,10.87,23.81,0.44,0.25,0.42,9.19,24.58,0.68,0.41,0.61
29095KC1607,29,095,KC1607,2.26,39.23,0.09,0.09,0.41,1.75,39.23,0.41,0.23,0.09
29095KC1904,29,095,KC1904,68.36,342.38,5.17,1.72,6.32,63.77,341.23,6.89,4.02,4.02
29095KC1905,29,095,KC1905,6.83,23.45,0.65,0.09,0.37,5.63,24.28,0.46,0.28,0.46
29095KC1907,29,095,KC1907,16.57,56.86,1.57,0.22,0.9,13.66,58.87,1.12,0.67,1.12
29095KC1915,29,095,KC1915,0.01,0.02,0,0,0,0.01,0.02,0,0,0
29095KC1916,29,095,KC1916,122.02,201.39,4.2,1.75,4.55,107.34,210.48,6.64,1.4,3.5
29095KC1920,29,095,KC1920,14.75,50.63,1.4,0.2,0.8,12.16,52.43,1,0.6,1
29095KC2003,29,095,KC2003,23.49,30.82,0.5,0.5,0.57,21.61,31.19,1.21,0.37,0.57
29095KC2010,29,095,KC2010,48.37,63.46,1.04,1.04,1.18,44.5,64.22,2.49,0.76,1.18
29095KC2201,29,095,KC2201,246.23,295.84,2.87,1.57,4.18,202.88,320.38,10.44,2.87,6.27
29095KC2212,29,095,KC2212,143.89,172.89,1.68,0.92,2.44,118.56,187.23,6.1,1.68,3.66
29095KC2213,29,095,KC2213,38.43,67.46,0.54,0.67,0.54,34.27,68.53,1.75,1.07,1.75
29095KC2301,29,095,KC2301,19,20,0,0,1,19,18,0,0,2
29095KC2302,29,095,KC2302,30.58,107.03,1.61,2.41,4.02,24.14,111.86,3.22,2.41,1.61
29095KC2304,29,095,KC2304,5.78,14.29,0.23,0.11,0.34,4.88,14.4,0.57,0.11,0.45
29095KC2308,29,095,KC2308,0.71,1.71,0,0,0.07,0.64,1.64,0.07,0,0.07
29095KC2312,29,095,KC2312,18.49,75.17,0.8,0,0,17.08,73.56,1.81,0.2,1
29095KC2403,29,095,KC2403,8.79,20.59,0.11,0.14,0.28,7.55,21,0.52,0.17,0.39
29095KC2414,29,095,KC2414,11.88,17.84,0.3,0.09,0.27,9.89,18.79,0.42,0.15,0.57
29095KC2416,29,095,KC2416,28.83,24,0.34,0.23,0.34,24.35,26.53,0.92,0.34,0.8
29095KC2419,29,095,KC2419,35.73,29.75,0.43,0.28,0.43,30.17,32.88,1.14,0.43,1
29095KC2423,29,095,KC2423,21.57,32.38,0.54,0.16,0.49,17.95,34.11,0.76,0.27,1.03
29095KC2427,29,095,KC2427,7.51,6.26,0.09,0.06,0.09,6.35,6.91,0.24,0.09,0.21
29095KC2428,29,095,KC2428,34.91,52.41,0.87,0.26,0.79,29.05,55.21,1.22,0.44,1.66
29095KC2430,29,095,KC2430,4.75,7.13,0.12,0.04,0.11,3.95,7.52,0.17,0.06,0.23
29095KC2512,29,095,KC2512,18.11,61.58,0.28,0.4,0.68,16.63,61.92,0.84,0.24,0.94
29095KC2607,29,095,KC2607,14.22,56.87,0.34,0.42,0.76,11.95,58.05,0.93,0.34,0.5
29095KC2608,29,095,KC2608,60.91,401.52,4.75,2.24,3.35,52.53,400.69,6.15,3.07,4.19
29095KC2611,29,095,KC2611,48.09,192.35,1.14,1.42,2.56,40.4,196.33,3.13,1.14,1.71
29095KC2612,29,095,KC2612,6.98,39.82,0.76,0.34,0.67,6.28,39.48,1.27,0.34,0.68
29095KC2613,29,095,KC2613,12.14,48.55,0.29,0.36,0.65,10.2,49.56,0.79,0.29,0.43
29095PR1601,29,095,PR1601,17,8,0,0,0,15,8,0,0,1
29095PR1602,29,095,PR1602,353,417,17,5,11,309,414,26,7,16
29095PR1610,29,095,PR1610,205.88,174.02,1.71,0,3.77,177.44,187.04,6.85,0.69,4.8
29095PR1625,29,095,PR1625,567.74,598.91,11.19,3.44,6.89,485.17,635.88,15.5,5.17,17.2
29095PR1654,29,095,PR1654,272.16,175.1,3.41,0.49,1.46,224.36,196.56,9.27,1.46,11.22
29095PR1655,29,095,PR1655,5,0,0,0,0,5,0,0,0,0
29095PR1657,29,095,PR1657,0,0,0,0,0,0,0,0,0,0
29095PR1658,29,095,PR1658,0,0,0,0,0,0,0,0,0,0
29095PR1661,29,095,PR1661,7.34,3.96,0.08,0.07,0.03,6.1,4.47,0.21,0.08,0.28
29095PR1663,29,095,PR1663,0,0,0,0,0,0,0,0,0,0
29095SB1602,29,095,SB1602,99,79,4,1,4,83,87,4,0,7
29095SB1616,29,095,SB1616,81.77,75.02,1.32,1.12,3.55,67.24,83.48,4.47,2.02,4.42
29095SB1634,29,095,SB1634,78.86,74.27,1.64,0.98,1.64,61.84,83.76,3.27,2.29,2.29
29095SB1635,29,095,SB1635,115.37,109.75,2.53,1.55,2.57,90.99,123.1,5.07,3.23,3.64
29095SB1649,29,095,SB1649,200,137,2,4,5,161,160,6,10,8
29095SB1683,29,095,SB1683,6.54,6.27,0.09,0.09,0.27,5.29,6.99,0.36,0.18,0.36
29095VB1601,29,095,VB1601,14.3,7.12,0.2,0.07,0.07,12.27,8,0.41,0.2,0.54
