GEOID20,STATEFP,COUNTYFP,DISTRICT,G16PRERTRU,G16PREDCLI,G16PRELJOH,G16PREGSTE,G16PREOMCM,G16PRECCAS,G16PREOOTH,G16USSRKEN,G16USSRBOU,G16USSRFLE,G16USSRMAN,G16USSRDUK,G16USSRCRA,G16USSRCAO,G16USSRMAR,G16USSRPAT,G16USSDCAM,G16USSDFAY,G16USSDEDW,G16USSDLAN,G16USSDPEL,G16USSDWIL,G16USSDMEN,G16USSLCLE,G16USSLGIL,G16USSOLAN,G16USSOTAY,G16USSNBIL,G16USSNHEB,G16USSNMAR,G16USSNWEL,R16USSRKEN,R16USSDCAM
22105000119,22,105,000119,383.6,166.2,11.9,0,0,1,2,177.4,51.8,21.9,45.8,31.9,15.9,8,6,0,61.7,81.6,13.9,9.9,1,1,3,1,0,0,0,2,1,0,5,176.2,67.7
22105000120,22,105,000120,956,94,16,2,5,5,4,517,91,92,90,88,29,1,1,0,28,63,3,6,1,1,3,3,0,0,1,16,0,0,9,344,40
22105000121,22,105,000121,284.4,40.5,5.9,0,1,0,0,99.8,35.6,27.6,31.6,35.6,7.9,6.9,5.9,0,20.7,35.6,0,0,0,0,1,1,1,0,0,1,0,0,4,74.1,5.9
22105000122,22,105,000122,759,96,16,9,3,1,1,382,81,68,94,51,23,14,0,0,47,44,3,7,0,0,0,3,3,0,1,5,0,6,19,286,20
22105000123,22,105,000123,655,278,12,2,3,4,7,323,66,65,76,52,20,11,1,2,93,118,21,13,4,1,1,7,0,1,0,11,3,4,12,213,99
22105000124,22,105,000124,154.8,20.3,2.7,0.2,0,0,0,63.9,23.7,19,21.4,10.8,3.8,1.8,0.2,0,7.4,9.9,2.9,1.4,0.2,0.2,0.2,1.1,0,0.2,0,1.6,0.2,0,2.7,49.2,7
22105000125,22,105,000125,530,397,19,9,4,0,9,274,64,58,61,49,10,13,1,0,163,142,44,25,5,0,6,5,1,0,0,7,0,0,9,160,110
22105000127,22,105,000127,149,90,1,3,0,0,0,89,25,10,17,2,2,1,0,0,23,44,6,3,1,0,0,3,0,0,0,6,0,0,0,61,26
22105000129,22,105,000129,50,272,4,2,1,0,1,33,10,4,4,3,1,1,0,0,105,65,20,21,2,1,3,0,0,3,0,4,4,1,0,15,90
22105000133,22,105,000133,433.4,223.7,11,2,1,0,1,255.7,43.9,39,37,27,10,5,1,0,96.9,90.9,22,6,1,1,0,3,0,0,0,8,0,0,1,174.8,87.9
22105000137,22,105,000137,882,101,12,2,1,3,3,459,95,66,76,58,18,12,4,2,72,76,9,3,1,1,0,5,0,0,0,8,4,1,5,285,35
22105000139,22,105,000139,249,132,10,0,3,0,3,140,34,22,16,18,7,6,3,2,42,54,5,9,1,1,1,3,1,0,0,4,0,1,7,100,38
22105000141,22,105,000141,350,213,11,1,4,1,1,198,77,41,35,7,10,4,1,0,65,72,23,16,2,3,4,1,1,1,0,5,0,1,1,108,51
22105000143,22,105,000143,558.3,266.6,15.6,6.8,5.4,0.7,0.7,270.7,112.6,44.1,70.6,21.7,11.5,7.5,4.1,0.7,80,111.2,20.4,24.4,1.4,2.7,4.8,3.4,2,0,0,6.8,2,0.7,6.8,203.5,92.9
22105000145,22,105,000145,483.1,76.9,12.3,3.3,2.5,0.4,4.1,231.1,69.1,41.3,57.3,40.1,13.9,7,2.9,0,37.2,33.1,7.8,8.6,0.8,0,0.4,4.5,1.6,0,0,4.1,2.9,1.2,3.7,153,30.7
22105000147,22,105,000147,1010.9,152.1,21.7,7.7,6.6,0.6,5.9,473.9,138.9,80.7,124.7,76.9,27.1,16,5.1,0,74.8,69.9,11.2,17.4,1.2,0,0.6,9.5,2.4,1,0,12.9,11.1,1.8,6.3,333,59.3
22105000149,22,105,000149,959.1,98.3,26.6,10.5,6.4,0,0.8,492.4,147.5,95.9,106.4,58.8,19.3,9.7,0,0,48.4,54.8,7.2,7.2,1.6,0,0.8,5.6,2.4,0,0,8.1,4.8,0,5.6,442.5,50.8
22105000151,22,105,000151,873.5,88.2,24.8,6.8,0.9,0,2.6,446.3,119.8,79.7,105.2,55.8,21.5,11.1,0.8,0,32.5,39.5,9.4,4.3,3.4,0,2.6,6.8,2.6,0,0.8,10.2,3.4,0.8,8.6,294.8,26.6
2210500040A,22,105,00040A,407.6,232,31.4,12,3.7,0.9,3.7,205.2,55.5,58.2,44.4,16.6,16.6,6.5,0,0,88.7,94.3,15.7,17.6,2.8,0.9,1.9,10.2,3.7,0,0,11.1,3.7,2.8,4.6,155.3,67.5
2210500042A,22,105,00042A,178,141,6,4,0,3,0,89,42,25,16,6,7,1,0,0,53,46,10,9,4,3,0,6,0,0,0,5,0,0,3,80,58
2210500045A,22,105,00045A,163.5,452.7,10,6,1,0,0,82.8,22.9,18,15.9,15.9,4,5,3,0,164.5,147.6,38.9,30.9,2,0,3,4,1,0,0,13,0,4,0,62.8,126.6
2210500070A,22,105,00070A,192,118,8,1,4,1,2,87,29,35,19,11,1,5,0,0,51,50,8,3,0,1,0,1,0,0,0,1,0,0,4,61,50
2210500072A,22,105,00072A,666,265,21,2,3,0,0,357,105,48,79,34,19,17,3,2,105,116,20,12,1,1,2,5,0,0,0,6,0,3,4,220,88
2210500104A,22,105,00104A,161,86,1,1,1,0,0,67,8,17,9,18,1,2,0,0,28,19,8,5,1,0,0,2,0,2,0,40,0,0,0,79,26
2210500106A,22,105,00106A,262.6,100.1,5,2,0,0,0,109.1,41,17,37.1,22.2,2,1,0,0,39,51.1,3,3,2,0,0,1,0,0,1,17,0,3,0,111.3,34
2210500111A,22,105,00111A,156.9,219.7,10.1,0.1,0,0,3,76.6,15.1,10.1,11.1,20.1,2.1,1.1,0,0,90.1,62.5,28.7,7.3,2,0.1,4,3,1,0,0,14.1,2,0,3.1,47.3,72
2210500115B,22,105,00115B,32,267,1,0,1,1,0,29,3,4,0,5,2,0,0,0,100,120,11,9,0,0,0,0,1,0,0,11,0,1,0,9,121
2210500120A,22,105,00120A,1064,114,10,6,5,4,10,572,127,85,111,80,19,12,0,2,55,61,10,5,4,0,3,6,1,0,0,23,3,0,9,372,46
2210500120B,22,105,00120B,262,94,11,1,4,0,1,165,30,28,22,11,5,4,1,0,42,37,1,7,1,0,0,6,0,0,0,7,0,3,0,102,35
2210500121A,22,105,00121A,801,282,18,9,1,1,4,375,102,74,73,78,24,7,7,3,105,122,15,27,7,5,3,7,1,0,3,16,4,3,8,236,65
2210500122A,22,105,00122A,205.7,30,5.5,0.6,1.2,1.4,0.6,100.6,32.9,16.3,28.4,11.8,4.1,2.9,0,0.4,12.7,17.6,1,0.6,0,0.6,0.8,1.2,0.2,0,0.2,1.2,0.2,0.6,2.4,71.2,8
2210500122B,22,105,00122B,843.3,123,22.5,2.4,4.8,5.6,2.4,412.4,135.1,66.7,116.6,48.2,16.9,12.1,0,1.6,52.3,72.4,4,2.4,0,2.4,3.2,4.8,0.8,0,0.8,4.8,0.8,2.4,9.7,291.8,33
2210500124A,22,105,00124A,531.2,69.7,9.3,0.8,0,0,0,219.1,81.3,65,73.6,37.2,13.2,6.2,0.8,0,25.6,34.1,10.1,4.7,0.8,0.8,0.8,3.9,0,0.8,0,5.4,0.8,0,9.3,168.8,24
2210500127A,22,105,00127A,309.4,174,18.6,10,0.3,1.1,1.3,140.8,60.5,26.8,22.6,22.4,6.4,2.5,0,2,80.3,77.7,11.3,13.4,4.2,1.1,1.1,2.8,1.3,0,0,8.9,0.3,5.2,4.4,103.7,48.5
2210500129A,22,105,00129A,242,474,6,1,1,0,3,113,48,25,24,20,6,7,1,0,164,177,29,22,4,4,1,6,3,1,1,10,1,3,5,89,119
2210500133A,22,105,00133A,361.1,148.2,7,3,4,1,4,171.1,65.7,39.8,21.9,24.9,5,8,4,0,61.7,68.6,17.9,8.9,5,0,3,2,1,0,0,7,0,1,1,122.4,49.7
2210500137A,22,105,00137A,1058,145.9,22.4,7.9,3,0.4,0.4,562,156,110.2,106.6,56.8,17.6,6.2,0.4,4.2,50,98.9,5.9,1.9,0.4,0,0.4,6.2,0.4,0.4,0,7.1,2.5,0,6.2,469.3,61.6
2210500137B,22,105,00137B,341,278,11,5,3,0,1,165,69,26,35,26,12,8,0,2,115,81,24,10,4,3,3,3,1,3,1,10,0,0,0,130,74
2210500137C,22,105,00137C,702,72.1,13.6,3.1,0,0.6,0.6,355,122,67.8,68.4,38.2,7.4,6.8,0.6,1.9,29,48.1,3.1,3.1,0.6,0,0.6,1.9,0.6,0.6,0,4.9,2.5,0,1.9,284.7,36.4
2210500137D,22,105,00137D,631,53,12,0,1,0,0,397,67,57,58,32,5,6,0,0,24,31,0,6,0,0,1,1,0,0,0,0,0,0,0,361,15
2210500141A,22,105,00141A,387.6,149.8,17,3,4,1,3,207.8,68.9,34,38,12,10,11,0,2,58.9,60.9,11,5,1,2,1,6,4,0,0,6,0,0,8,144.8,36
2210500143A,22,105,00143A,264.7,126.4,7.4,3.2,2.6,0.3,0.3,128.3,53.4,20.9,33.5,10.3,5.5,3.5,1.9,0.3,38,52.8,9.7,11.6,0.6,1.3,2.2,1.6,1,0,0,3.2,1,0.3,3.2,96.5,44.1
2210500149A,22,105,00149A,273.6,25.1,4.1,0.6,1,0,1.2,148.7,29.7,28.1,23.6,26,9.6,1,0.1,0,6.7,19.8,0.8,0.4,1.3,0,0.2,1.6,0.2,0,0.1,1.9,0.3,0.1,3.6,107.5,10
22105ZZZZZZ,22,105,ZZZZZZ,126.2,15.8,3.9,0.8,0.4,0.1,0.3,67.4,18.4,12.5,16.3,5.4,2.9,1.5,0.3,0,4.5,7.9,1,1.1,0.3,0,0.3,0.9,0.2,0,0.1,1,0.3,0.3,0.7,46.9,4.7
22107000001,22,107,000001,112,15,0,0,0,0,0,46,9,16,9,5,3,3,0,0,21,5,0,4,0,2,0,0,0,0,0,0,0,0,0,65,22
22107000002,22,107,000002,73,14,2,0,0,0,0,32,4,21,0,5,0,0,0,0,15,8,0,0,0,0,0,0,1,0,0,0,0,0,0,38,13
22107000004,22,107,000004,14,97,0,0,0,0,0,10,4,0,2,0,1,1,0,0,43,22,4,4,0,3,0,1,0,0,2,2,0,2,0,20,60
22107000005,22,107,000005,11,152,0,0,0,0,0,10,4,7,0,0,1,0,0,0,60,31,9,17,0,2,0,0,0,0,0,2,0,0,0,5,125
22107000007,22,107,000007,95.4,17.4,2,0,0,0,0,37.5,9.4,33.8,3.1,6.2,3,0,0,0,11.3,6.1,2,2,0,0,1,1,0,0,0,1,0,2,0,45,10.3
22107000009,22,107,000009,56,51,1,4,0,0,0,23,2,7,2,8,3,1,0,0,21,16,0,11,0,0,0,0,0,0,0,0,0,2,0,33,32
22107000010,22,107,000010,146.7,58.1,0,0,0,0,0,58.1,21.7,34.5,4.9,10.8,3,3.9,0,0,43.3,14.8,2,4.9,0,2,0,0,0,0,0,0,0,0,0,68.9,39.4
22107000011,22,107,000011,267.6,32.6,4,0,0,0,1,115.6,28.6,65.2,8.9,19.8,2,1,0,0,20.7,10.9,1,0,2,1,0,0,1,0,0,1,0,2,0,159,24.7
22107000012,22,107,000012,12.7,277,1,0,0,0,2.9,18.5,6.8,6.8,2,1,1,2.9,0,0,100.5,74.1,9.8,14.6,0,8.8,1,1,0,2,0,5.8,0,0,0,26.3,213.6
22107000015,22,107,000015,31.3,391,0,0,0,1,0.1,11.5,11.2,2.2,1,4,4,0.1,0,0,167.5,101.9,22.2,13.4,2,7.2,0,0,1,0,0,5.2,1,1,1,14.7,150.4
22107000017,22,107,000017,194.3,55.8,2.9,0,0,0,1,101,12.5,25,6.7,12.5,1,1,0,0,26,28.9,0,0,0,1,0,0,0,0,0,1.9,0,0,0,86.6,33.7
2210700002B,22,107,00002B,47,13,0,2,0,0,2,15,2,9,2,6,0,0,0,0,14,6,2,0,0,0,0,0,0,0,0,0,2,0,0,13,6
2210700002C,22,107,00002C,15,10.3,0,0,0,0,0,17.8,0.1,2.6,0.1,0.1,0,0,0,0,6.2,0.1,0,2.1,0,0,0,0,0,0,0,0,0,0,0,1.1,14.2
2210700004A,22,107,00004A,40,39,0,0,0,0,1,17,0,19,2,3,1,0,0,0,15,8,0,6,0,0,2,0,1,0,0,0,0,0,0,33,29
2210700005A,22,107,00005A,13,65,0,2,1,0,0,4,2,5,0,0,1,0,3,0,31,15,0,6,0,2,0,0,0,0,0,1,0,0,0,5,46
2210700011A,22,107,00011A,45,41,0,0,0,0,3,23,4,2,0,4,0,0,0,0,23,18,1,0,0,1,0,0,0,0,1,0,0,0,0,38,41
22109000001,22,109,000001,424.5,209.3,20,4,6,0,0,251.7,73.5,33.2,27.5,16.3,12.1,7.1,2,2,73.1,69.2,17,19,3,4,4,6,3,2,0,13.1,3,1,0,146.4,69.2
22109000004,22,109,000004,869.8,158.8,18.3,3.1,9.1,2,2.1,473.4,113.9,68,86.4,31.9,31.4,7.3,2,2.1,63.6,74,5.3,9.9,6.1,0.2,0.2,6.2,3.1,2,0,27.7,5.1,3.1,2,333.6,59.6
22109000005,22,109,000005,665,527.6,16.2,5,2.3,2.8,3.4,380.5,117.9,55.3,66.5,20.9,17.7,10.2,0,1.9,158.4,187.9,39,27,5.8,6.1,1.2,4.2,0.1,1.9,0.1,24.7,0.8,4.8,0,267.6,134.8
22109000007,22,109,000007,401,706,14,3,1,2,4,210,80,48,40,11,15,7,4,0,183,314,55,20,7,2,2,1,2,2,2,19,7,4,0,145,215
22109000008,22,109,000008,846,162.2,15.9,4.5,3.8,2.3,2.5,419.9,143.7,73.1,99.2,34,18.1,12.6,0.4,0.4,70,69,15.3,7.4,4.3,0.7,0.9,6.7,0.3,0,0.1,15.2,2.8,0.6,0,304.8,67.6
22109000009,22,109,000009,261,70,6,1,3,0,0,145,26,24,18,21,10,3,0,0,20,37,1,3,4,0,0,6,0,0,0,5,0,0,0,97,24
22109000010,22,109,000010,764,220,19,4,1,2,4,389,107,61,84,48,26,7,6,0,89,84,18,14,3,0,4,3,6,1,0,13,7,1,0,289,51
22109000011,22,109,000011,810,158,18,6,5,2,4,366,135,67,106,37,27,6,1,0,68,74,16,5,6,3,0,8,4,2,0,23,4,5,0,302,44
22109000012,22,109,000012,747,96,11,6,1,0,2,403,128,72,81,34,13,5,1,2,20,53,6,5,4,0,1,5,4,0,0,3,1,1,2,292,30
22109000013,22,109,000013,248.7,50.8,7.3,4,0.1,2,0,124.6,42.8,19.4,30.5,10.1,11.3,3,0,0,19.3,20.4,5,5,1,0,1,2,0,0,0,6.1,1,0,0,91.9,12.2
22109000014,22,109,000014,1367.1,138.4,23.2,1.1,6,2,2,743,300,117.9,131.5,25.2,21.2,11.1,1,0,46,71.9,7.5,19.4,1.1,0.1,1,8,1,0,0,10.3,5,0.1,1,683.3,56.1
22109000015,22,109,000015,667,89,16,5,3,0,7,335,127,57,78,24,19,6,1,0,36,40,3,2,6,1,0,7,0,0,0,6,0,1,0,319,22
22109000016,22,109,000016,629.5,90.3,12.8,3.9,4.9,0,2,314.2,149.3,39.3,76.6,16.7,13.8,14.7,1,2,31.4,43.2,1,2,2,0,1,7.9,0,0,0,6.9,3,3.9,0,240.6,35.4
22109000017,22,109,000017,532,68,18,12,0,0,0,317,75,32,54,19,17,3,7,0,31,32,3,9,0,0,0,6,3,0,0,5,1,3,0,216,22
22109000018,22,109,000018,678,159,21,6,1,4,2,346,122,69,74,15,21,16,3,0,50,84,7,2,6,3,0,5,2,1,0,19,0,1,0,275,60
22109000019,22,109,000019,632,171,9,9,0,0,0,305,116,68,50,28,19,10,2,0,53,75,16,8,11,0,0,5,1,1,2,12,0,1,1,245,46
22109000020,22,109,000020,314.1,195.6,13.8,6.5,4.1,2.4,0.8,172.1,47.9,30,25.2,18.7,17.9,4.9,0.8,1.6,65.8,73.9,13.8,8.9,3.2,0,4.1,4.9,0,0,0,7.3,0,5.7,0.8,141.2,63.3
22109000021,22,109,000021,482.2,125.2,21.4,1,1.9,0,1,259.1,53.9,45.2,39.4,25.1,16.1,6.7,3,0.4,36.9,52.7,10.8,16,2.8,0.4,1.9,5.9,3.5,0.4,0.4,11.3,0,0.4,4.4,183.6,23.6
22109000023,22,109,000023,164,445,5,9,5,0,3,93,19,15,21,9,8,1,3,0,118,136,44,19,10,11,4,4,1,1,2,22,3,1,1,71,167
22109000025,22,109,000025,615,122,24,11,6,0,3,349,114,54,44,34,13,9,0,0,36,48,10,6,6,0,3,13,3,0,0,8,4,3,0,283,52
22109000027,22,109,000027,311,16,10,2,1,0,4,154,54,39,27,9,7,1,0,0,10,10,3,2,1,0,0,1,1,0,2,11,0,3,0,109,6
22109000029,22,109,000029,493.1,114.8,16.6,4,2.1,0,0,249.1,77.1,39.8,30.6,34,7.9,6.3,0,0.6,43.1,49.3,10.2,7,2.2,0.6,2.1,8.1,1.6,0.6,0.6,13.8,3,1.6,0.6,157.5,22.4
22109000031,22,109,000031,239.2,442.7,2.3,0.5,0.2,2,3.3,133,32.1,22.9,13.9,16.5,6.4,10.3,1.3,0,110.8,181.1,31.3,17.9,4.4,7.3,4.1,2.2,0,3,0,15.2,1.4,3.1,0,97.2,131.4
22109000032,22,109,000032,184.6,40.5,4.5,1.8,0,0,0,118,23.4,12.6,18.9,5.4,3.6,4.5,0.9,0,9,15.3,3.6,1.8,0,0,0,0,0,0,0,2.7,0,0.9,0,106.2,27
22109000034,22,109,000034,108,940,7,4,0,2,4,59,20,18,5,14,9,8,0,2,250,408,45,31,13,8,4,8,1,0,0,25,0,0,0,28,257
22109000035,22,109,000035,213,58,4,0,0,0,3,110,30,16,15,10,7,3,1,0,25,28,5,0,1,0,0,0,1,0,0,9,1,1,0,87,23
22109000036,22,109,000036,252.2,191.2,7.8,0.6,0,2.9,1.3,132.6,31.5,27.6,19.9,19,7.1,2.1,0.2,0,48.8,75.6,16.1,9.2,4.3,1,0,5.7,0.6,0.1,0,17,4,3.1,0,105.6,39
22109000038,22,109,000038,426,135.6,13.1,1.8,0,3.5,2.6,255.4,49.9,33.2,34.1,25.4,7,2.6,0.9,0,44.6,46.4,18.4,12.2,1.8,0,0,1.8,4.4,0.9,0,18.4,0,0,0,147,23.6
22109000041,22,109,000041,535.5,236.3,24.9,1,0.7,2.1,2.4,267.8,85.5,41.9,38,35.7,21.2,7,0.8,0,72,106.3,19.2,16.2,7.3,1.8,0.8,4.6,0.4,0.1,0,15,3.8,1.5,0.7,206.4,80.3
22109000043,22,109,000043,589.2,91.3,15.8,4.4,0,5.3,0.9,307.4,103.6,36.9,47.4,36.9,14.1,7.9,0.9,0,31.6,45.7,7,2.6,1.8,0,0,5.3,2.6,0,0,14.9,0,0.9,0,235.3,37.8
22109000045,22,109,000045,405.7,52.6,11.7,3.9,1,0,1,220.8,91.4,37.9,23.4,17.5,4.9,8.8,0,0,21.7,15,1,5.9,0,0,0,4.9,2.9,0,0,2,1,1,2.9,201.4,23.6
22109000046,22,109,000046,407.7,335.7,18.4,2.1,0.3,1.2,3.6,213.6,66.7,35.1,33.4,18.1,16.7,15.2,1.2,0,99.9,135.6,22.7,18.5,10.1,3,3.9,5.4,0.9,0,0,19.4,3,1.5,0.3,190.9,96.8
22109000048,22,109,000048,156.8,326,5.7,1.1,0,0.1,3.2,72.2,36,14.7,19.7,4.7,6.7,7.9,0.1,0,103.6,116.6,18.3,7,7.6,1.2,0.2,4.2,1.1,0,0,8,3.2,2.1,1,67.2,89.1
22109000049,22,109,000049,58,244,1,4,0,0,3,37,11,11,5,5,0,1,3,0,55,114,12,14,4,1,0,0,0,0,0,9,1,0,1,25,88
22109000051,22,109,000051,749,212.4,23.2,4,1.1,3,1,394.9,102.4,72.2,89.3,46.1,14.2,5,0,0,65.2,102.2,13,20,4,3,1,6,1,1,1,13.1,5,0,0,255.5,51.1
22109000052,22,109,000052,469.5,200.5,17.1,2,5,0,0,192.9,63.5,40.3,39.3,29.1,12.1,11.2,3,0,62,78.4,8.2,11.2,2.1,3,1,4,4,0,0,48.2,4,2,4,134.7,31
22109000053,22,109,000053,289.5,96.6,4,3.2,0.8,0,0,139.7,24.2,28.3,24,23.4,5.6,3.3,3.2,0,20.9,50.2,4,7.2,1.6,0,0.8,3.2,0,0,0,25.5,0,0,0,97.6,24.9
22109000054,22,109,000054,221.6,74.8,3.1,2.8,1.2,0,1,93.2,30.7,23,11.6,11.6,3.6,6,0.8,0,12.7,34.3,2.1,1.9,4.4,0,1.2,0.9,0,0,0,38.7,0,0,0,74.2,15.8
22109000055,22,109,000055,637,36,11,1,4,0,0,322,92,72,71,27,13,11,1,0,7,21,10,5,4,0,0,9,0,0,0,10,1,0,1,241,14
22109000056,22,109,000056,245.6,26,6.2,0.1,0,0,0,134.3,24.9,34.2,26.8,7.3,4.1,0.1,0,0,10.5,12.6,1.1,1.1,0,0,0,4.1,0,0,0,9.5,1,0,0,108.4,6.5
22109000057,22,109,000057,909.8,104.9,26,9,4,1,1,454.4,95.3,123.5,81,34,12.2,6.2,4,2,51.2,62,7.1,9,3,1,3,8.1,1,1,0,50.9,0,1,0,364.5,52.4
22109000058,22,109,000058,265.6,39.4,0.5,3.9,0,0.9,3,108.5,20.1,35,27.9,8.2,4.1,0.1,0,0,16,22,0.5,3.2,3.8,0,0,0.9,0,0,0.9,49,0.1,0,0,116.4,16.5
22109000059,22,109,000059,1125.8,275.9,17.4,5.8,4.8,1,6.7,615.2,154.9,113.2,78.1,60.8,21.3,15.6,4,0,99.4,113,18.2,13.5,7.7,6.7,2.9,3.8,1,0,0,19.3,7.6,1,0,399.8,92.5
22109000060,22,109,000060,670,81,7,1,1,0,0,309,128,71,48,35,17,6,0,0,42,45,3,6,1,0,4,2,3,0,0,7,9,1,0,192,32
22109000061,22,109,000061,216,35,4,0,0,0,3,120,26,16,18,11,4,4,0,0,7,17,5,5,1,0,0,4,0,0,0,4,0,0,0,99,7
22109000063,22,109,000063,424.4,52.8,6.6,0.9,0,0,0,228.7,34.9,47.1,20.7,38.7,8.5,9.5,0.9,0,19.8,19,4.7,2.8,3.9,0,0,3.8,0.9,0,0,7.5,0,0,0,144.7,23.6
22109000064,22,109,000064,307,24,5,0,0,0,0,141,62,34,21,10,9,7,0,0,16,10,3,8,0,1,0,1,0,0,0,7,0,0,0,115,13
22109000065,22,109,000065,333.6,220.6,13,0,1,1,0,186.3,35.6,23.2,33.1,36.1,10.1,2,1,2,71.9,91.9,14,9,5,1,1,2,0,1,0,8,2,3,0,121.6,82.8
22109000067,22,109,000067,151.8,387.7,1.1,2,1,0,4,76,17.1,1.2,32.2,12.2,2,5,3,0,78.3,188.3,19,8,14,11,1,1,0,1,0,4,1,4,0,48.7,132.4
22109000068,22,109,000068,390.9,137.4,8.3,1.8,0,3.7,0,202.8,61.8,38.7,62.7,9.2,7.4,1.8,0.9,0,41.5,70.1,11.1,8.3,1.8,2.8,0,1.8,0,0,0,2.8,0.9,0,0,185.3,55.3
22109000069,22,109,000069,889.9,114.9,24.8,5.2,5,1,3,475.3,191,85.7,109.8,23.3,17.4,6.3,1,2.1,37.3,34.6,5,9,0.1,0,0,6.4,4.1,3,0,6.2,2,1,0,443,50.1
22109000071,22,109,000071,99.8,230.1,4.1,1.1,0,0.9,2.9,55.3,14.2,14.4,13.9,0.6,1.1,1.2,0,1.9,61.6,103.2,19,3,0.9,2.8,2.8,3,2,0,0,10.6,0,1,0.1,30,71
22109000072,22,109,000072,605.3,102.7,9.3,2.1,1,3.1,0.2,335.4,83.8,50.8,37.9,28,11.1,4.1,1,2.1,27.2,49.4,9.1,14.2,1.1,0.2,1.2,5.1,0.1,0,0,16.5,10,0.1,0,234.7,23.8
22109000073,22,109,000073,477.3,44.8,14.9,2,1,1,1,262.1,45.8,18.9,41.9,20.9,12,4,3,0,23.9,35.9,1,3,4,0,0,1,2,0,0,23.9,10,1,0,160.4,12.9
22109000074,22,109,000074,225.7,71.8,11.9,1.6,3.9,0.6,0.2,111.2,49.6,18.1,20.5,10.4,12.9,2.3,1.1,0.4,24.3,32.3,3.2,3,0.8,0,1,1.3,0.9,0,0,5.7,0,1.4,0.2,88.8,21
22109000076,22,109,000076,368.9,66.8,11.2,0.9,0,0,0,188.7,60.4,29.7,41.8,13.9,6.5,1.9,0,0,23.4,35.6,7.5,8.4,1.9,0,0,3.7,0.9,0,0.9,7.5,0,0,0,166.3,14.1
22109000082,22,109,000082,238.1,41.6,0.7,0.2,0,0.3,3,140.2,29.2,9.3,22.3,11.8,2.6,0.2,0.1,0,15.5,18.9,3.9,0.7,0.2,0.2,1,1.2,1,1,0,2.2,1.1,0,0,71.7,15.7
22109000083,22,109,000083,777.6,74.9,20.9,5.7,0.9,0,0,399.2,155.5,70.2,72.1,33.2,11.4,8.5,0.9,1.9,33.2,41.7,0.9,0,1.9,0,0.9,11.4,1.9,0,0,3.8,0.9,0.9,0,312.9,28.4
22109000084,22,109,000084,279,67,13,0,0,0,1,168,63,11,26,10,10,4,0,0,18,28,4,5,0,0,0,0,1,0,0,3,0,0,0,163,11
22109000085,22,109,000085,692,48,9,1,3,1,0,404,165,48,50,5,10,7,0,0,12,29,1,0,1,0,0,4,0,0,0,3,1,2,0,403,31
22109000086,22,109,000086,461,94,12,1,0,1,1,252,69,43,53,7,16,6,0,0,35,47,4,8,1,0,1,2,1,0,0,9,1,0,0,186,24
22109000087,22,109,000087,582,127,15,12,5,0,1,281,87,49,71,38,22,5,3,1,45,67,10,6,5,0,4,5,1,0,0,14,2,2,0,172,38
22109000088,22,109,000088,757.8,72.9,4.9,1.9,1,0,0,407.1,116.6,92.3,64.1,22.4,11.7,11.7,4.9,0,28.2,38.9,0,2.9,1.9,1,0,0,1.9,1,0,6.8,0,1,1,279.8,27.2
22109000089,22,109,000089,799,64,13,2,0,9,1,410,106,101,89,40,13,12,1,1,30,28,8,5,2,0,0,1,0,1,0,14,1,1,0,336,18
22109000090,22,109,000090,623.6,54.2,21.3,1.1,4,3,1,319.4,121.5,46.1,100.2,21.5,11.2,7.1,0,0,12.5,31.7,0,3,5,0,0,2.2,1,0,0,7.1,0,0,0,311.1,26.5
22109000110,22,109,000110,229,78,10,3,1,0,0,112,36,15,27,12,11,4,3,0,25,38,5,8,1,1,0,2,0,1,0,6,0,0,0,73,38
22109000111,22,109,000111,97.1,136.1,8.9,2,0,3,1,53,13,10,9,5,0,2,0,1,45.7,42.7,8,13.9,2,1,0,2,1,0,0,9.9,0,1,0,27.1,24.9
22111000001,22,111,000001,68,70,0,0,0,0,0,23,9,14,3,1,4,1,0,0,37,18,3,7,0,0,0,0,0,0,0,1,0,0,0,31,30
22111000002,22,111,000002,188,120,3,0,0,6,0,51,15,85,17,5,8,4,0,2,69,20,6,6,0,2,0,3,2,0,0,2,0,0,0,75,47
22111000003,22,111,000003,125,433,7,2,2,0,4,54,21,32,10,12,7,6,0,0,251,50,15,21,3,2,2,2,4,2,0,8,3,3,0,46,154
22111000004,22,111,000004,531,148,7,0,2,0,3,177,36,188,18,36,14,4,3,1,122,36,0,6,1,2,0,4,7,0,2,6,2,0,0,261,77
22111000005,22,111,000005,286,76,4,2,3,0,2,84,18,117,26,16,11,0,0,3,41,18,6,8,0,2,2,1,2,0,0,1,0,0,0,135,25
22111000006,22,111,000006,409,34.1,8.9,3,3.9,0,0,211.3,26.6,101.3,25.7,17.1,8.9,4.9,0,0,23.3,20.7,3,2,1,1,2,3.9,0,0,0,1,2.9,0,0,234.6,15.1
22111000007,22,111,000007,371.8,48.6,5,2,0,0,1,166.6,14.9,99.1,22.8,26.8,5,2,0,0,49.6,15.9,0,3,0,0,2,1,0,0,0,1,0,0,0,227,26.8
22111000008,22,111,000008,90,16,0,0,0,0,1,29,6,26,2,4,7,1,0,0,14,11,0,2,0,0,0,0,0,0,0,0,0,0,0,33,9
