GEOID20,STATEFP,COUNTYFP,DISTRICT,G16PREDCli,G16PRERTru,G16PREGSte,G16PRELJoh,G16PREOth
26081081073,26,081,081073,861,238,18,49,14
26081081074,26,081,081074,456,215,21,47,10
26081081075,26,081,081075,741.33,767.64,18.51,57.48,12.66
26081081077,26,081,081077,551.77,393.93,14.11,49.43,9.07
26081081078,26,081,081078,637,198,18,57,9
26081081079,26,081,081079,612,467,21,52,9
26081081080,26,081,081080,575,660,15,60,10
26081081081,26,081,081081,531,211,24,41,11
26081081082,26,081,081082,583,313,16,48,10
26081081083,26,081,081083,668,537,53,78,16
26081081084,26,081,081084,833.47,137.79,12.43,28.76,9.73
26081081085,26,081,081085,683.13,107.35,10.73,19.52,3.9
26081081086,26,081,081086,679,450,34,73,21
26081081087,26,081,081087,431.68,34.56,6.87,12.73,4.9
26081081088,26,081,081088,635.17,374.2,36,64.02,16
26081081089,26,081,081089,747,856,23,52,16
26081081090,26,081,081090,403.67,599.87,7.44,50.15,10.35
26081081091,26,081,081091,276.15,46.15,5.13,7.27,3.04
26081081092,26,081,081092,626.52,783.63,20.57,67.97,10.81
26081081093,26,081,081093,546.14,52.15,7.87,12.79,4.92
26081081094,26,081,081094,605,128,37,43,6
26081081095,26,081,081095,652,376,23,47,10
26081081096,26,081,081096,520,253,28,35,5
26081081097,26,081,081097,714,404,33,71,16
26081081098,26,081,081098,569,228,30,48,12
26081081099,26,081,081099,821,336,41,67,15
26081081100,26,081,081100,765,427,44,94,15
26081081101,26,081,081101,489,186,13,51,8
26081081102,26,081,081102,535.29,169.43,13.06,27.25,13.03
26081081103,26,081,081103,835,419,23,62,17
26081081104,26,081,081104,690.99,584.25,16.85,62.73,12.17
26081081105,26,081,081105,356,230,12,35,11
26081081106,26,081,081106,909,705,34,91,16
26081081107,26,081,081107,957,345,55,78,15
26081081108,26,081,081108,499,96,11,24,5
26081081109,26,081,081109,983.43,199.26,39.54,60.48,7.36
26081081110,26,081,081110,780.98,724.17,22.97,101.85,16.98
26081081111,26,081,081111,782,511,37,67,15
26081081112,26,081,081112,566.59,508.77,25.08,64.24,12.17
26081081113,26,081,081113,630,604,16,64,14
26081081114,26,081,081114,740,676,18,88,22
26081081115,26,081,081115,863.63,573.51,12.64,72.97,17.32
26081081116,26,081,081116,747.2,470.93,13.87,42.62,14.86
26081081117,26,081,081117,634,174,29,41,10
26081081118,26,081,081118,931,195,38,74,6
26081081119,26,081,081119,1130,229,40,75,12
26081081120,26,081,081120,722.96,280.65,8.99,43.94,9.99
26081081121,26,081,081121,444,60,18,13,5
26081081122,26,081,081122,810.74,763.13,12.89,80.99,16.8
26081081123,26,081,081123,493.96,398.07,9.89,41.71,7.15
26081081124,26,081,081124,864,587,21,67,16
26081081125,26,081,081125,787,533,15,67,16
26081081126,26,081,081126,566,264,7,31,9
26081081127,26,081,081127,712,479,15,46,9
26081081128,26,081,081128,1029.9,457.95,23,86.99,15
26081081129,26,081,081129,1205,167,41,59,10
26081081130,26,081,081130,475.36,125.71,14.09,22.04,7.16
26081081131,26,081,081131,821,115,14,30,7
26081081132,26,081,081132,809,120,14,34,11
26081081133,26,081,081133,817,227,20,54,11
26081081134,26,081,081134,779,286,16,43,13
26081081135,26,081,081135,980,52,17,9,7
26081081136,26,081,081136,1131,89,10,16,8
26081081137,26,081,081137,926.79,213.8,10.16,40.77,8.27
26081081138,26,081,081138,506,477,7,37,8
26081081139,26,081,081139,741,24,3,14,7
26081081140,26,081,081140,798,154,10,49,12
26081081141,26,081,081141,411,159,24,25,5
26081081142,26,081,081142,493,256,16,42,9
26081081143,26,081,081143,569,243,20,43,9
26081081144,26,081,081144,564,83,18,29,5
26081081145,26,081,081145,649,52,24,25,6
26081081146,26,081,081146,660.42,284.31,11.03,59.52,12.66
26081081147,26,081,081147,398.86,580.51,4.41,39.61,7.92
26081081148,26,081,081148,476.07,563.41,12.59,55.08,13.38
26081081149,26,081,081149,669.34,693.24,12.98,49.84,7.07
26081081150,26,081,081150,185.17,227.2,4.72,21.04,4.93
26081081151,26,081,081151,724.2,655.64,19.68,48.62,7.91
26081081152,26,081,081152,553,748,11,42,11
26081081153,26,081,081153,295.42,392.06,6.95,19.91,13.85
26081081154,26,081,081154,581.51,722.98,1.95,63.42,9.76
26081081155,26,081,081155,586.76,778.39,13.69,63.88,13.69
26081081156,26,081,081156,386.61,660.21,11.78,67.78,14.72
26081081157,26,081,081157,647.33,1043.41,22.98,114.63,17.66
26081081158,26,081,081158,467.39,1001.48,16.13,80.77,18.17
26081081159,26,081,081159,523,971,14,98,12
26081081160,26,081,081160,527,1020,16,71,20
26081081161,26,081,081161,433.8,780.63,13.99,74.96,9
26081081162,26,081,081162,274,722,7,53,12
26081081163,26,081,081163,417,675,11,48,13
26081081164,26,081,081164,611,522,14,39,11
26081081165,26,081,081165,894.66,826.52,32.3,101.41,20.16
26081081166,26,081,081166,526,492,9,50,16
26081081167,26,081,081167,367,305,10,39,8
26081081168,26,081,081168,307,329,9,29,8
26081081169,26,081,081169,644,588,20,44,14
26081081170,26,081,081170,679,444,18,52,13
26081081171,26,081,081171,797,798,20,93,19
26081081172,26,081,081172,755,496,23,51,13
26081081173,26,081,081173,923,680,15,88,14
26081081174,26,081,081174,1005,876,10,72,19
26081081175,26,081,081175,780.9,359.82,12.25,39.98,11.61
26081081176,26,081,081176,694.79,598.92,17.4,44.55,11.7
26081081177,26,081,081177,625.06,406.1,20.25,51.57,11.77
26081081178,26,081,081178,1078.73,402.49,24.14,53.84,13.95
26081081179,26,081,081179,979,900,18,66,16
26081081180,26,081,081180,430.1,198.18,6.75,22.02,6.39
26081081181,26,081,081181,344.15,217.98,11.35,28.88,6.53
26081081182,26,081,081182,451.6,574.12,12.81,66.15,13.74
26081081183,26,081,081183,311,449,11,53,10
26081081184,26,081,081184,569.25,1143.4,20.2,107.27,22.76
26081081185,26,081,081185,490.75,758.6,22.8,87.73,16.24
26081081186,26,081,081186,337,866,19,53,21
26081081187,26,081,081187,288.08,722.99,6.06,52.23,12.05
26081081188,26,081,081188,358.68,663.43,16.1,48.36,8.1
26081081189,26,081,081189,334,777,15,44,11
26081081190,26,081,081190,266.41,470.14,6.97,36.57,6.97
26081081191,26,081,081191,719.44,1136.64,17.66,91.96,17.33
26081081192,26,081,081192,538,966,20,75,14
26081081193,26,081,081193,547.63,704.26,31.7,79.97,11.52
26081081194,26,081,081194,652,784,32,100,10
26081081195,26,081,081195,611.15,787.86,25.38,82.01,11.72
26081081196,26,081,081196,709,1268,18,98,21
26081081197,26,081,081197,717,1113,16,83,16
26081081198,26,081,081198,837,1079,22,111,18
26081081199,26,081,081199,663.93,1073.5,14.25,76.86,16.3
26081081200,26,081,081200,498.97,848.85,17.61,55.41,12.49
26081081201,26,081,081201,489.03,728.15,14.39,77.59,11.51
26081081202,26,081,081202,581.35,637,15.8,67.43,11.9
26081081203,26,081,081203,779.39,1003.31,10.27,115.93,17.19
26081081204,26,081,081204,340.08,784.7,8.68,46.13,15.33
26081081205,26,081,081205,455,1247,13,93,24
26081081206,26,081,081206,646.82,1088.54,26.56,122.62,22.68
26081081207,26,081,081207,266.33,689.84,8.1,46.45,12.08
26081081208,26,081,081208,378.86,784.62,10.34,61.93,10.24
26081081209,26,081,081209,427.8,920.38,11.53,57.89,11.53
26081081210,26,081,081210,299,839,13,51,20
26081081211,26,081,081211,254,599,14,43,8
26081081212,26,081,081212,425,934,16,69,12
26081081213,26,081,081213,373.4,694.88,12.19,62.85,11.26
26081081214,26,081,081214,656.89,538.69,31.55,86.41,14.18
26081081215,26,081,081215,523.99,731.1,21.99,67.14,9.72
26081081216,26,081,081216,691.43,838.65,16.25,74.26,13.4
26081081217,26,081,081217,576,1025,14,84,15
26081081218,26,081,081218,521.21,871.55,14.75,52.46,17.72
26081081219,26,081,081219,447,705,14,52,12
26081081220,26,081,081220,555.67,779.36,15.49,76.52,19.34
26081081221,26,081,081221,328.14,746.81,8.08,48.49,8.89
26081081222,26,081,081222,534.11,758.8,20.69,83.76,13.8
26081081223,26,081,081223,549.25,414.35,13.21,50.06,15.19
26081081224,26,081,081224,327.38,235.82,12.71,17.65,6.85
26081081225,26,081,081225,574.75,426.65,10.79,53.94,9.81
26081081226,26,081,081226,541,659,12,66,14
26081081227,26,081,081227,595,531,14,70,9
26081081228,26,081,081228,383,360,20,61,9
26081081229,26,081,081229,511,683,14,55,15
26081081230,26,081,081230,337.76,411.44,11.05,37.96,9.75
26081081231,26,081,081231,596,481,16,72,14
26081081232,26,081,081232,446,293,10,28,12
26081081233,26,081,081233,312.59,137.15,13.1,26.2,11.56
26081081234,26,081,081234,376,228,12,31,9
26081081235,26,081,081235,406.86,420.13,12.38,48.65,14.15
26081081236,26,081,081236,277,421,15,38,10
26081081237,26,081,081237,300,298,12,38,10
26081081238,26,081,081238,303.67,398.96,11.64,39.68,5.42
26081081239,26,081,081239,632,288,18,41,8
26081081240,26,081,081240,347,352,8,39,9
26081081241,26,081,081241,605,538,26,51,13
26081081242,26,081,081242,555,519,20,76,21
26081081243,26,081,081243,564,787,23,79,17
26081081244,26,081,081244,397,423,9,40,8
26081081245,26,081,081245,645.2,539.37,25.01,75.04,14
26081081246,26,081,081246,567,666,23,84,12
26081081247,26,081,081247,365.16,732.15,10.98,53.08,11.9
26081081248,26,081,081248,367,425,14,57,7
26081081249,26,081,081249,327.23,480.65,14,33.05,9.01
26081081250,26,081,081250,525,863,8,73,16
26081081251,26,081,081251,429.5,679.55,8.83,35.3,11.77
26081081252,26,081,081252,412.75,999.53,15.2,50.83,9.27
26083083001,26,083,083001,286,534,11,42,10
26083083002,26,083,083002,103.09,120.82,6.64,10.56,0.04
26083083003,26,083,083003,81.79,76.02,0.96,4.81,0.96
26083083004,26,083,083004,29.38,49.98,1.37,2.57,0
26083083005,26,083,083005,25.82,31.78,0,1.99,0
26083ZZZZZZ,26,083,ZZZZZZ,0.74,1.18,0.02,0.06,0
26085085001,26,085,085001,99.51,401.22,5.01,19.01,3
26085085002,26,085,085002,77,123,4,5,3
26085085003,26,085,085003,56.87,154.22,1.05,7.53,3.05
26085085004,26,085,085004,80,153,3,2,4
26085085005,26,085,085005,211.09,351.17,4,14.01,2
26085085006,26,085,085006,98.36,259.93,2.01,11.07,2.01
26085085007,26,085,085007,140.15,271.43,2.96,19.74,0.99
26085085008,26,085,085008,82,186,4,1,2
26085085009,26,085,085009,98,137,3,7,1
26085085010,26,085,085010,83,225,2,12,3
26085085011,26,085,085011,283,326,7,30,3
26085085012,26,085,085012,57.94,146.32,0.98,3.93,0.98
26085085013,26,085,085013,36.68,82.92,1.97,5.1,0.01
26085085014,26,085,085014,281,237,4,9,1
26085085015,26,085,085015,255.49,108.78,2.99,5.99,1
26087000001,26,087,000001,2.96,15.52,0.11,0.74,0.11
26087087001,26,087,087001,386,1033,15,49,5
26087087002,26,087,087002,518,1395,15,78,10
26087087003,26,087,087003,378,1245,10,47,5
26087087004,26,087,087004,264,879,7,47,5
26087087005,26,087,087005,353,905,17,55,3
26087087006,26,087,087006,131,492,8,29,8
26087087007,26,087,087007,136.04,714.48,4.89,34.26,4.89
26087087008,26,087,087008,375,978,14,52,11
26087087009,26,087,087009,420,896,10,64,12
26087087010,26,087,087010,342,1056,10,69,4
26087087011,26,087,087011,311,1062,5,41,9
26087087012,26,087,087012,270,454,5,27,1
26087087013,26,087,087013,314,625,8,31,10
26087087014,26,087,087014,315,840,19,43,6
26087087015,26,087,087015,216,721,6,31,3
26087087016,26,087,087016,475,1099,12,69,7
26087087017,26,087,087017,328,714,17,35,4
26087087018,26,087,087018,387.01,1120.79,6,56,9
26087087019,26,087,087019,196.05,351.14,5,20.01,2
26087087020,26,087,087020,267.94,402.07,6,34.99,5
26087087021,26,087,087021,364.56,539.15,6.86,43.03,3.91
26087087022,26,087,087022,277,435,15,41,4
26087087023,26,087,087023,255.48,430.75,6.95,29.9,7.47
26087087024,26,087,087024,312.02,455.13,24.2,48.03,7.75
26087087025,26,087,087025,315.49,678.34,5.95,40.51,13.86
26087087026,26,087,087026,476.76,1120.39,15.89,69.53,13.91
26087087027,26,087,087027,373,782,16,56,6
26087087028,26,087,087028,347,628,16,31,6
26087087029,26,087,087029,397,953,8,47,10
26087087030,26,087,087030,362.44,691.85,11.14,47.97,3.09
26087087031,26,087,087031,490.24,942.4,30.01,47.03,12.01
26087087032,26,087,087032,349.12,1028.18,7.11,52.39,7.04
26087087033,26,087,087033,315.88,726.82,10.89,39.61,3.96
26087087034,26,087,087034,435,1174,9,76,4
26087087035,26,087,087035,504,980,17,67,17
26087087036,26,087,087036,588,901,22,59,8
26087087037,26,087,087037,185,573,4,22,4
26089089001,26,089,089001,689.17,940.43,19.24,56.17,3.1
26089089002,26,089,089002,341.95,411.36,11.22,21.76,1.06
26089089003,26,089,089003,359,333,8,33,2
26089089004,26,089,089004,935.86,1032.88,33.7,86.42,4.98
26089089005,26,089,089005,448.83,579.57,9.76,46.83,3.9
26089089006,26,089,089006,511.86,348.22,16.96,30.93,2
26089089007,26,089,089007,350.65,298.99,6.95,15.89,0
26089089008,26,089,089008,379,511,22,37,4
26089089009,26,089,089009,864.96,660.85,22.67,40.8,5.19
26089089010,26,089,089010,611.62,698.72,13.7,46.97,3.91
26089089011,26,089,089011,370,583,11,34,1
26089089012,26,089,089012,844.04,780.15,20.33,54.2,5.81
26089089013,26,089,089013,60.14,54.12,1.3,5.58,0.02
26089ZZZZZZ,26,089,ZZZZZZ,17.26,14.57,0.38,1.49,0.13
26091091001,26,091,091001,717.74,378.22,18.71,57.94,4.07
26091091002,26,091,091002,474.7,325.09,15.18,57.74,4.03
26091091003,26,091,091003,486.56,313.72,11.99,33.97,6.99
26091091004,26,091,091004,793.94,795.14,21.23,76.59,6.81
26091091005,26,091,091005,649,580,26,69,12
26091091006,26,091,091006,596.91,592.26,18.02,60.38,6.31
26091091007,26,091,091007,552.99,954.15,14.15,72.3,9.48
26091091008,26,091,091008,729.86,925.31,16.36,97.95,11.14
26091091009,26,091,091009,90.63,258.39,2.89,14.46,0
26091091010,26,091,091010,579.89,939.9,19.12,78.6,13.02
26091091011,26,091,091011,345,825,9,54,8
26091091012,26,091,091012,414,633,4,38,4
26091091013,26,091,091013,328.87,617.15,6.27,29.39,5.13
26091091014,26,091,091014,193.48,372.01,5.81,24.91,2.49
26091091015,26,091,091015,578.52,698.99,12.19,87.09,6.51
26091091016,26,091,091016,207,468,5,33,11
26091091017,26,091,091017,204,495,8,28,5
26091091018,26,091,091018,210.48,531.01,3.09,43.26,4.02
26091091019,26,091,091019,507.13,1079.85,12.73,64.61,5.87
26091091020,26,091,091020,255.81,556.81,9.19,50.14,7.04
26091091021,26,091,091021,222.19,474.19,4.81,28.86,0.96
26091091022,26,091,091022,218,542,3,33,4
26091091023,26,091,091023,429.17,517.79,11.84,47.35,1.98
26091091024,26,091,091024,281.71,650.34,8.99,48.95,4.99
26091091025,26,091,091025,378.78,504.86,8.52,32.73,3.18
26091091026,26,091,091026,133,320,6,20,5
26091091027,26,091,091027,264,527.99,6,40,6
26091091028,26,091,091028,135.96,379.29,8.93,23.97,2.02
26091091029,26,091,091029,309.08,705.68,2.99,49.85,8.97
26091091030,26,091,091030,561.1,1027.81,9.1,71.17,10.76
26091091031,26,091,091031,439.96,715.54,9.09,46.86,8.39
26091091032,26,091,091032,301.38,506.57,5.84,34.38,5.73
26091091033,26,091,091033,211,490,11,44,2
26091091034,26,091,091034,203.48,506.71,5.98,25.93,5.98
26091091035,26,091,091035,471.11,1085.34,10,63.01,7
26091091036,26,091,091036,223.89,658.66,7,26.99,5
26091091037,26,091,091037,131,334.01,5,11,3
26091091038,26,091,091038,503.4,587.3,8.78,59.51,8.78
26091091039,26,091,091039,502,576,12,37,3
26091091040,26,091,091040,471.99,539.79,14.21,50.65,11.25
26091091041,26,091,091041,509.03,544.47,14.78,63.35,7.97
26091091042,26,091,091042,427.26,705.69,13.2,41.09,9.13
26091091043,26,091,091043,505,1191,23,73,8
26093000002,26,093,000002,0.49,0.66,0.02,0.05,0.01
26093093001,26,093,093001,522.34,615.62,18.19,40.09,5.17
26093093002,26,093,093002,414.43,472.41,11.02,45.33,4.04
26093093003,26,093,093003,480.01,550.32,6.08,44.27,6.94
26093093004,26,093,093004,370,507,6,34,7
26093093005,26,093,093005,415,906,14,64,3
26093093006,26,093,093006,351.69,760.87,4.59,49.68,11.51
26093093007,26,093,093007,453,769,11,50,5
26093093008,26,093,093008,335,659,8,50,4
26093093009,26,093,093009,242.61,437.23,6.17,45.28,1.17
26093093010,26,093,093010,530.01,1024.09,7.99,56.89,15.97
26093093011,26,093,093011,451,939,5,53,8
26093093012,26,093,093012,304.39,580.76,4.83,36.72,4.83
26093093013,26,093,093013,605.22,1121.12,8.32,54.57,7.41
26093093014,26,093,093014,478.15,1295.91,13.34,60.72,15.3
26093093015,26,093,093015,476,1266,13,71,11
26093093016,26,093,093016,338.94,725,13.24,51.27,10.17
26093093017,26,093,093017,290.79,908.25,11.63,27.14,10.66
26093093018,26,093,093018,451.51,808.65,16.08,58.81,1.07
26093093019,26,093,093019,175.46,336.08,4.64,24.14,7.43
26093093020,26,093,093020,422.59,784.49,12.46,55.93,7.31
26093093021,26,093,093021,427.33,563.91,8.9,33.64,8.9
26093093022,26,093,093022,224.23,589.18,8.31,28.59,6.17
26093093023,26,093,093023,524.43,1151.23,9.05,53.93,6.09
26093093024,26,093,093024,282,503,11,23,4
26093093025,26,093,093025,326.57,704.59,1.98,31.67,3.96
26093093026,26,093,093026,283.72,673.61,8.46,35.7,5.64
26093093027,26,093,093027,308.99,705.27,14.71,30.41,12.75
26093093028,26,093,093028,160.11,310.38,5.09,25.39,3.06
26093093030,26,093,093030,179,294,8,15,4
26093093031,26,093,093031,502,803,15,72,8
26093093032,26,093,093032,482.99,731.68,6.92,59.73,11.06
26093093033,26,093,093033,531.59,755.36,15.08,76.33,8.07
26093093034,26,093,093034,468,997,14,75,22
26093093035,26,093,093035,422,815,8,47,7
26093093036,26,093,093036,526,859,5,58,4
26093093037,26,093,093037,278,411,12,22,11
26093093038,26,093,093038,375.41,631.64,11.92,47.67,9.93
26093093039,26,093,093039,297,477,9,43,7
26093093040,26,093,093040,726,1267,19,91,13
26093093041,26,093,093041,615.89,912.88,19.15,72.04,4.09
26093093042,26,093,093042,679,1021,18,86,12
26093093043,26,093,093043,806.22,1058.2,16.49,74.95,8.89
26093093044,26,093,093044,480.61,744.94,26.91,71.13,10.57
26093093045,26,093,093045,642.89,912.91,8.36,56.01,5.02
26093093046,26,093,093046,513,651,9,55,2
26093093047,26,093,093047,407.39,563.06,18.09,46.87,4.43
26093093048,26,093,093048,302.36,709.85,13.06,32.62,4.08
26093093049,26,093,093049,375.16,725.4,14,68.02,9
26093093050,26,093,093050,422.48,1050.75,5.94,60.35,7.92
26093093051,26,093,093051,503.55,1156.74,16.41,66.24,21.21
26093093052,26,093,093052,503.99,1090.91,19.01,70.11,11.03
26093093053,26,093,093053,522,1230,21,68,13
26093093054,26,093,093054,491.32,1078.85,8.47,73.08,8.4
26093093055,26,093,093055,346.45,779.26,13.59,40.76,6.79
26093093056,26,093,093056,561.16,849.16,18.2,65.76,12.64
26093093057,26,093,093057,455.27,642.94,14.08,82.29,8.07
26093093058,26,093,093058,601.92,917.31,20.74,85.77,12.2
26093093059,26,093,093059,402.73,875.06,14.92,51.71,11.93
26093093060,26,093,093060,432.89,934.69,11.83,66.38,15.39
26093093061,26,093,093061,353,760,11,37,6
26093093062,26,093,093062,216,618,2,29,1
26093093063,26,093,093063,278,794,9,48,5
26093093064,26,093,093064,448,1095,10,66,0
26093093065,26,093,093065,532.04,1118.05,3,77.01,18
26093093066,26,093,093066,382.44,778.6,4.43,53.66,1.28
26093093067,26,093,093067,396.95,1146.97,3.99,60.84,4.99
26093093068,26,093,093068,503,1073,10,67,15
26093093069,26,093,093069,626.98,1061.62,13.05,79.68,5
26093093070,26,093,093070,474.86,1319.32,12.03,80.14,8.01
26093093071,26,093,093071,351.14,946.68,13.97,55.86,4.99
26093093072,26,093,093072,259,524,5,31,4
26093093073,26,093,093073,399,553,18,36,6
26093093074,26,093,093074,440.05,925.03,9.01,63.16,4.01
26093093075,26,093,093075,448,643,12,55,12
26093093076,26,093,093076,309,596,12,39,1
26093093077,26,093,093077,488.06,940,9.76,51.73,6.83
26093093078,26,093,093078,569.02,1123.02,21,65,6
26093093079,26,093,093079,532,1060,11,35,1
26093093080,26,093,093080,325.68,895.15,12.53,54.92,10.6
26093093081,26,093,093081,552,1095,14,46,13
26095095001,26,095,095001,22,79,2,5,3
26095095002,26,095,095002,148,469,6,22,4
26095095003,26,095,095003,313.46,728.75,13.98,48.92,1
26095095004,26,095,095004,197,478,7,27,2
26095ZZZZZZ,26,095,ZZZZZZ,0.54,1.25,0.02,0.08,0
26097097001,26,097,097001,41.63,51.24,0.09,4.62,0.06
26097097002,26,097,097002,98.78,199.53,1.98,3.95,0.99
26097097003,26,097,097003,376.24,720.89,18.52,38.94,2.97
26097097004,26,097,097004,50.08,225.18,7,4.01,0
26097097005,26,097,097005,77,248,0,8,0
26097097006,26,097,097006,13,66,1,0,0
26097097007,26,097,097007,29.83,62.54,0.96,2.89,0
26097097008,26,097,097008,199.63,194.86,2.87,21.97,1.91
26097097009,26,097,097009,90.44,253.41,1.02,5.16,0.01
26097097010,26,097,097010,266.58,379.96,6.37,22.82,3.76
26097097011,26,097,097011,69.5,187.65,2.98,2.98,0
26097097012,26,097,097012,163.92,393.82,1,10.99,2
26097097013,26,097,097013,338.97,401.26,13.04,28.25,7.24
26097097014,26,097,097014,201.08,268.63,7.58,19.42,0.88
26097ZZZZZZ,26,097,ZZZZZZ,65.51,88.24,2.5,5.75,1.15
26099000011,26,099,000011,140.62,404.8,1.07,11.21,1.87
26099000015,26,099,000015,388.13,769.95,8.48,29.66,4.53
26099000016,26,099,000016,495.09,931.97,11.03,42.23,5.73
