GEOID20,STATEFP,COUNTYFP,DISTRICT,G18GOVDKEL,G18GOVRKOB,G18GOVIORM,G18GOVLCAL,G18GOVIKLO,G18SOSRSCH,G18SOSDMCC,G18SOSLHOD,G18ATGRSCH,G18ATGDSWA,G18INSDMCL,G18INSRSCH,G18TRERLAT,G18TREDFRA
20015000300,20,015,000300,21.45,44.06,5,1.51,0.17,46.72,22.28,2.97,51.43,20.3,20.39,51.06,50.32,21.36
20015000320,20,015,000320,46,148,8,2,1,166,36,6,170,36,31,168,170,36
20015000330,20,015,000330,79.44,126.45,24.74,1.45,0.22,146.2,76.86,5.89,175.43,56.26,58.67,168.97,173.93,54.76
20015000340,20,015,000340,319.28,618.36,53.55,15.33,4.91,656.94,299.58,35.02,740.25,251.08,228.53,742.1,717.92,272.33
20015000350,20,015,000350,73.61,98.47,22.88,2.98,0,113.39,76.59,5.97,135.28,61.67,54.71,136.27,129.31,66.64
20015000360,20,015,000360,144.68,245.18,43.42,5.44,3.61,282.27,141.97,19.9,325.68,118.46,103.08,335.63,321.16,119.37
20015000380,20,015,000380,20,94,14,3,1,100,25,6,110,20,21,108,110,20
20015000390,20,015,000390,55.59,158.26,25.76,7.09,0.07,179.91,57.54,9.35,196.68,48.12,39.85,204.85,196.6,51.13
20015000410,20,015,000410,173.78,392.47,60.53,9.76,2.93,419.81,179.64,28.31,470.57,159.14,157.18,465.69,472.53,155.23
20015000430,20,015,000430,319,613,79,19,12,692,291,47,784,242,212,790,771,251
20015000440,20,015,000440,12,40,9,3,0,41,16,7,47,16,10,51,49,14
20015000450,20,015,000450,72.59,185.37,20.44,2.08,1.04,193.77,74.52,10.17,216.28,61.18,47.03,224.3,216.18,56.28
20015120040,20,015,120040,48.24,94.88,16.93,1.92,0.96,105.1,51.75,5.43,124.59,37.38,38.34,121.72,119.48,41.85
20015120050,20,015,120050,99.83,196.5,35,4.02,1.97,217.59,106.95,11.36,257.55,77.72,79.59,251.72,247.27,86.68
20015120080,20,015,120080,76.86,164.52,19.09,4.97,2.02,179.42,71.96,11.03,210.81,51.5,55.44,199.47,205.81,55.65
20015120090,20,015,120090,38.14,155.48,5.91,0.03,0.98,155.58,40.04,2.97,172.19,23.5,22.56,160.53,171.19,28.35
20015140010,20,015,140010,695.7,761.9,108.9,24.8,14.6,890,623.3,71.8,1024.8,557.6,491.9,1056.2,992.1,586.3
20015140020,20,015,140020,336.58,390.6,54.73,16.03,6.56,457.79,309.41,31.26,520.67,275.03,245.02,533.58,517.31,275.6
20015140030,20,015,140030,49.65,125.35,10.8,2.8,0.25,132.25,48.65,6.85,145.7,44.05,40.9,147.75,142.45,46.25
20015140040,20,015,140040,184.71,352.93,42.89,6.64,1.77,397.94,174,16.21,438.68,147.7,123.25,441.35,438.68,143.98
20015140050,20,015,140050,118.24,212.44,32.44,5.75,1.56,238.71,105.59,19.81,270.53,95.11,83.07,278.49,262.98,99.7
20015140060,20,015,140060,6.03,16.47,2.21,0.2,0.2,18.48,6.03,0.4,18.68,6.03,5.02,20.09,18.68,5.83
20015140070,20,015,140070,6.01,13.89,1.69,0.25,0.06,14.68,5.84,0.98,16.54,5.03,4.42,16.69,16.19,5.17
20015140080,20,015,140080,55.89,57.3,12.64,0.91,0.24,65.1,52.61,6.83,84.25,40.97,33.45,89.36,82.99,41.04
20015140090,20,015,140090,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20015200010,20,015,200010,527.51,721.58,98.48,27.3,4.88,817.13,484.61,58.5,961.44,388.08,350.05,976.07,940.96,402.71
20015200020,20,015,200020,143.46,310.37,44.51,8.7,2.12,343.8,134.37,27.49,393.48,108.9,103.93,384.86,384.96,115.28
20015800050,20,015,800050,36.81,64.11,9.47,3.15,0.14,75.31,35.73,2.71,80.86,30.92,21.52,87.11,80.69,30.96
20015800060,20,015,800060,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001580010A,20,015,80010A,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001580010B,20,015,80010B,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001580030A,20,015,80030A,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001580040B,20,015,80040B,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001580070A,20,015,80070A,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001580070B,20,015,80070B,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001580070C,20,015,80070C,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001580070D,20,015,80070D,0.06,0.13,0.02,0,0,0.15,0.05,0.01,0.17,0.04,0.04,0.16,0.16,0.05
2001580070E,20,015,80070E,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001580070F,20,015,80070F,9.7,19.43,1.63,0.47,0.15,20.54,9.12,1.08,23.13,7.6,6.93,23.16,22.41,8.3
20017000010,20,017,000010,6,43,2,2,0,43,9,0,47,6,10,42,48,4
20017000020,20,017,000020,11,22,3,1,1,24,13,1,28,11,9,26,29,10
20017000030,20,017,000030,26,39,2,0,0,44,23,0,48,19,21,46,46,21
20017000040,20,017,000040,35.65,77.27,14.02,5.41,0,92.64,32.14,4.56,104.07,26.18,19.01,105.19,101.07,25.97
20017000050,20,017,000050,53.57,70.87,7.99,3.66,1,83.18,48.91,3.99,100.48,22.62,27.28,104.14,100.81,34.27
20017000060,20,017,000060,59.22,65.62,10.67,4.27,0,80.03,53.88,5.87,94.97,43.75,31.48,106.7,94.97,41.61
20017000070,20,017,000070,6,11,4,1,0,13,9,0,16,6,5,17,16,6
20017000080,20,017,000080,33,36,4,0,0,40,29,3,45,27,24,46,45,27
20017000090,20,017,000090,56,95,15,6,0,106,55,8,131,40,36,135,129,41
20017000100,20,017,000100,107.43,142.13,16.01,7.34,2,166.82,98.09,8.01,201.52,45.38,54.72,208.86,202.19,68.73
20017000110,20,017,000110,46.13,51.11,8.31,3.32,0,62.33,41.97,4.57,73.97,34.08,24.52,83.11,73.97,32.41
20019000010,20,019,000010,8,25,4,0,0,31,5,1,33,4,3,34,34,3
20019000020,20,019,000020,0,27,1,0,0,26,2,0,27,1,0,28,27,1
20019000030,20,019,000030,11,55,1,2,0,57,9,2,60,8,10,58,58,11
20019000040,20,019,000040,10.3,22.46,0.14,2.12,0,26.63,6.13,2.17,31.23,3.82,6.8,27.02,28.06,5.84
20019000050,20,019,000050,10,23,1,1,0,24,10,1,26,9,5,30,25,9
20019000060,20,019,000060,52.7,99.54,5.86,4.88,0,106.37,45.87,6.83,130.77,33.18,32.2,121.98,123.94,34.16
20019000070,20,019,000070,4,16,2,1,0,20,2,1,21,2,2,21,21,2
20019000080,20,019,000080,12,84,2,3,0,87,13,1,90,11,10,91,89,12
20019000090,20,019,000090,79,153,11,7,0,183,54,12,213,39,52,198,187,63
20019000100,20,019,000100,18,79,2,1,0,82,13,4,86,9,8,85,82,12
20019000110,20,019,000110,10,47,1,0,0,47,10,0,51,7,10,48,48,10
20019000120,20,019,000120,27,123,9,4,1,131,24,8,143,22,26,134,130,30
20019000130,20,019,000130,3,23,6,1,0,27,3,2,31,2,2,28,28,4
20019000140,20,019,000140,7,31,1,0,0,34,6,0,38,2,2,37,34,4
20021000010,20,021,000010,83.98,136.89,8.08,2.04,1.04,152.1,75.8,4.1,155.2,77.81,72.81,157.2,159.33,71.69
20021000020,20,021,000020,54,117,8,6,1,122,52,13,127,60,57,127,140,49
2002100002A,20,021,00002A,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20021000030,20,021,000030,169.13,296,12.81,6.06,3.96,331.37,139.68,11.08,336.65,145.45,133.02,344.18,357.31,128.72
2002100004A,20,021,00004A,86.74,160.17,6.45,9.08,3.14,181.37,72.67,10.32,188.54,75.84,79.31,183.93,203.19,63.29
2002100004B,20,021,00004B,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20021000050,20,021,000050,60.1,73.69,5.88,2.95,2.94,81.54,51.28,10.78,93.3,51.27,50.27,90.38,91.33,51.28
20021000060,20,021,000060,63.38,94.91,5.01,8.97,2.03,106,51.35,16.93,113.08,56.24,59.23,114.01,114.05,58.25
20021000070,20,021,000070,89.19,149.88,11.03,8.28,3.68,172.86,76.32,11.95,184.82,73.56,69.88,189.41,185.74,73.56
2002100007A,20,021,00007A,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20021000080,20,021,000080,110.87,138.46,6.59,5.25,1.19,153.79,98.08,7.6,165.99,95.53,91.76,161.62,176.86,83.6
20021000090,20,021,000090,56.65,109.52,9.44,3.78,2.83,113.3,61.37,9.44,132.18,52.87,56.65,126.52,130.3,53.82
2002100010A,20,021,00010A,62.91,102.87,4.99,3,0.01,102.91,57.89,8.99,110.9,60.88,56.91,113.88,113.88,59.89
2002100010B,20,021,00010B,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20021000110,20,021,000110,73.98,185.95,7,5,2,203.95,54.99,11,208.95,62.98,57.99,212.95,204.95,67.98
20021000120,20,021,000120,64.21,125.31,4.04,7.02,1.03,128.31,66.18,5.11,134.43,64.21,58.21,137.41,147.42,53.21
2002100012A,20,021,00012A,0.07,0.21,0,0.01,0,0.21,0.07,0.01,0.22,0.07,0.07,0.22,0.23,0.06
2002100013A,20,021,00013A,53.85,104.71,3.99,4.99,1.99,113.68,51.85,5.98,117.67,52.85,50.86,117.67,120.66,48.86
2002100013B,20,021,00013B,0.49,1.53,0.06,0.02,0,1.6,0.47,0.04,1.66,0.44,0.44,1.64,1.74,0.33
2002100013C,20,021,00013C,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002100013D,20,021,00013D,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20021000140,20,021,000140,100.97,182.94,8.22,5.08,3.01,191.24,92.86,14.15,199.46,97.76,99.75,198.39,213.77,87.37
2002100015A,20,021,00015A,46.84,84.83,4.96,4.98,2.97,85.83,45.87,10.89,97.72,46.84,43.84,97.74,103.73,41.83
20021000170,20,021,000170,262.23,470.03,15.83,9.9,3.96,495.76,236.5,27.71,528.42,228.59,232.54,518.52,542.27,218.69
2002100018A,20,021,00018A,50.69,156.83,5.74,1.91,0,164.48,47.82,3.83,170.22,44.95,44.95,168.31,178.83,34.43
20021000190,20,021,000190,32,70,2,0,1,74,30,2,82,25,27,74,81,26
20021000200,20,021,000200,58.88,180.65,2,5.99,1,179.65,59.88,7.98,190.63,56.89,55.89,186.63,198.61,48.9
20021000210,20,021,000210,23.4,83.45,6.24,1.56,0,92.81,19.5,3.12,93.59,20.28,20.28,93.59,95.93,21.06
20021000220,20,021,000220,21,61,2,2,0,61,19,7,70,18,21,67,68,19
20021000230,20,021,000230,8.33,22.24,0.01,0.92,0,20.41,8.32,0.94,23.2,7.39,7.38,22.29,26.83,4.65
20021000240,20,021,000240,12.67,37.76,1.99,1.08,0,38.59,10.68,4.06,44.8,8.61,6.62,46.71,39.17,11.35
20021000250,20,021,000250,75,161,8,5,2,185,55,10,194,57,55,194,186,65
20021000260,20,021,000260,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20021000270,20,021,000270,25,52,5,0,0,57,24,0,57,24,24,57,61,22
20021000280,20,021,000280,49,47,5,3,0,52,48,4,59,46,48,56,55,49
20021000290,20,021,000290,39.68,46.45,2.9,1.94,0,47.42,39.68,3.87,50.32,39.68,37.74,50.32,51.29,36.77
2002100030A,20,021,00030A,86.43,163.02,5.26,4.22,4.05,180.44,74.2,6.34,193.59,67.27,68.17,187.83,191.66,69.25
2002100030B,20,021,00030B,5.29,8.89,0.65,0.49,0.22,10.25,4.53,0.71,10.96,4.36,4.15,11.24,11.02,4.36
2002100030C,20,021,00030C,0.3,0.49,0.02,0.01,0,0.49,0.28,0.04,0.53,0.29,0.27,0.54,0.54,0.28
20021000310,20,021,000310,25.52,16.12,0.08,1.05,0.03,22.15,18.6,2.11,23.21,19.66,17.63,25.18,27.12,15.71
20021000320,20,021,000320,19,21,4,0,0,28,12,2,31,12,12,31,32,12
20021000330,20,021,000330,18.48,39.88,2.92,1.95,0.97,40.85,21.4,3.89,42.79,23.34,22.37,41.82,39.88,25.29
20021000340,20,021,000340,55,150,1,1,3,159,46,5,159,50,47,161,163,46
20021000350,20,021,000350,29,61,5,3,0,65,25,5,70,26,28,65,69,29
20021000360,20,021,000360,78.83,166.64,8.98,4.99,1,185.6,68.85,4.99,193.58,66.86,66.86,193.58,184.6,73.84
2002100037A,20,021,00037A,46.94,91.98,3.84,1.92,1.91,103.48,37.37,4.78,108.27,38.32,38.32,108.27,114.93,31.66
2002100037B,20,021,00037B,0.16,0.29,0.01,0.02,0.01,0.33,0.13,0.02,0.34,0.14,0.14,0.33,0.37,0.11
2002100037C,20,021,00037C,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002100037D,20,021,00037D,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20021000380,20,021,000380,6.6,23.55,1.76,0.44,0,26.19,5.5,0.88,26.41,5.72,5.72,26.41,27.07,5.94
2002100042A,20,021,00042A,1.32,1.55,0.1,0.06,0,1.58,1.32,0.13,1.68,1.32,1.26,1.68,1.71,1.23
2002100042B,20,021,00042B,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20021000999,20,021,000999,105.9,86.31,3.12,4.05,2.06,93.46,100.72,7.22,101.7,98.73,93.73,103.62,98.67,101.72
20023000010,20,023,000010,3,5,1,0,1,13,3,0,13,3,3,13,13,3
20023000020,20,023,000020,72,188,20,7,4,218,57,10,247,41,38,246,242,47
20023000030,20,023,000030,0,14,0,1,0,20,1,1,22,0,1,21,22,0
20023000040,20,023,000040,4,21,0,0,0,23,3,0,23,3,6,19,21,4
20023000050,20,023,000050,3,4,0,0,0,5,2,0,5,2,1,6,5,2
20023000060,20,023,000060,8,16,4,0,0,27,0,0,26,2,0,27,27,1
20023000070,20,023,000070,65,203,18,4,0,225,53,7,238,46,45,230,243,41
20023000080,20,023,000080,93,282,36,8,2,337,72,11,349,73,62,341,348,69
20025000010,20,025,000010,65,213,50,5,3,248,68,10,278,46,44,275,267,48
20025000020,20,025,000020,49.46,126.08,30.07,4.85,0.97,149.36,47.52,11.64,175.54,32.97,30.07,176.51,173.6,33.94
20025000030,20,025,000030,39.54,105.92,23.93,9.15,1.03,125.64,35.48,16.36,151.46,28.03,21.93,151.49,148.4,29.06
20025000040,20,025,000040,17,22,8,2,0,34,12,0,35,12,10,37,35,12
20025000050,20,025,000050,0,17,3,0,0,16,1,2,18,0,0,20,18,1
20025000060,20,025,000060,1,16,0,1,0,13,5,0,16,2,3,15,16,2
20025000070,20,025,000070,9,21,5,0,0,26,7,1,30,3,2,32,31,3
20027000010,20,027,000010,7,38,5,0,1,46,4,1,49,2,2,48,49,2
20027000020,20,027,000020,37.26,75.06,11.59,1,2.14,93.24,26.54,5.32,117.19,8.9,9.86,113.14,114.14,7.95
20027000030,20,027,000030,16.72,33.44,7.87,0,0.98,43.27,13.77,1.97,54.09,3.93,5.9,49.17,52.12,5.9
20027000040,20,027,000040,25,38,2,1,0,46,15,4,48,17,15,48,48,18
2002700005A,20,027,00005A,46.05,83.46,12.03,0.05,2.72,107.18,31.47,6.51,126.49,18.67,17.54,125.74,125.58,19.57
2002700005B,20,027,00005B,0.87,1.22,0.14,0.07,0.04,1.58,0.66,0.06,1.71,0.6,0.5,1.77,1.7,0.57
2002700006A,20,027,00006A,221.73,249.59,48.1,12.47,15.45,361.31,150.82,21.71,417.77,118.79,89.91,444.36,401.07,131.45
2002700006B,20,027,00006B,0.75,1.35,0.2,0,0.05,1.75,0.51,0.11,2.06,0.3,0.29,2.05,2.05,0.32
20027000070,20,027,000070,171.23,216.43,33.94,6.14,7.98,276.96,135.63,15.08,320.66,104.42,75.29,342.82,316.21,103.55
20027000080,20,027,000080,117.68,163.07,32.52,10.16,8.13,211.25,98.98,19.25,265.87,66.63,60.39,259.99,258.83,66.58
20027000090,20,027,000090,85.64,120.43,14.27,7.14,3.57,155.23,65.12,6.24,168.61,58.88,49.07,174.85,167.72,56.2
20027000100,20,027,000100,7,26,4,1,1,35,4,0,36,2,3,34,35,3
20027000110,20,027,000110,15,31,7,0,0,38,13,2,42,11,8,45,40,12
20027000120,20,027,000120,6,36,4,0,1,39,7,1,42,5,1,43,43,4
20027000130,20,027,000130,18,46,1,0,0,46,14,3,58,7,1,62,55,7
20027000140,20,027,000140,7,15,1,1,0,18,6,0,19,5,5,19,18,6
20027000150,20,027,000150,19.64,59.07,8.26,1.04,2.96,72.12,14.6,3.22,76.48,14.44,13.2,74.66,75.49,15.43
20027000160,20,027,000160,25.24,57.97,8.41,0,0.93,69.18,18.7,1.87,78.53,12.15,9.35,82.27,77.6,12.15
20027000170,20,027,000170,32,72,17,0,4,88,31,4,105,18,19,96,105,16
20027000180,20,027,000180,29,63,9,2,1,75,24,4,85,18,13,87,81,18
20027000190,20,027,000190,9,24,2,1,0,24,9,4,28,9,7,28,28,9
20027000200,20,027,000200,88.26,199.83,35.12,8.01,3.04,234,81.21,15.04,250.06,84.2,59.19,265.03,249.05,81.21
20027000210,20,027,000210,38.28,43.56,11.13,2,0.02,59.73,30.23,3.03,64.91,27.07,16.1,75.83,71.88,18.1
20027000220,20,027,000220,15.56,49.42,6.41,0.92,0,53.08,13.73,4.58,60.4,10.98,6.41,63.14,60.4,10.98
20027180010,20,027,180010,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20027180020,20,027,180020,0.11,0.2,0.03,0,0.01,0.25,0.07,0.02,0.3,0.04,0.04,0.3,0.3,0.05
20027900230,20,027,900230,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20029000010,20,029,000010,17,28,2,1,0,27,18,2,33,14,11,34,33,15
20029000020,20,029,000020,9,34,2,2,1,39,5,2,42,5,4,40,43,4
20029000030,20,029,000030,5.86,29.28,8.78,0,1.95,37.09,6.83,0,39.04,2.93,4.88,36.11,38.06,3.9
20029000040,20,029,000040,23,60,6,2,2,70,18,3,79,14,10,81,80,12
20029000050,20,029,000050,2,14,2,1,0,17,0,2,16,2,1,18,17,2
2002900006A,20,029,00006A,104.59,116.54,16.93,2.99,7.97,144.43,96.62,6.97,167.34,80.68,73.71,174.31,163.35,83.67
2002900006B,20,029,00006B,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002900006C,20,029,00006C,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20029000070,20,029,000070,125,132,17,7,9,162,118,9,198,90,77,211,192,97
2002900008A,20,029,00008A,160.79,166.6,32.93,11.62,3.87,234.4,131.73,11.62,273.15,101.7,95.89,275.09,268.3,106.55
2002900008B,20,029,00008B,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20029000090,20,029,000090,173.53,218.84,46.27,15.42,6.75,286.32,147.5,14.46,337.42,113.76,106.05,344.17,334.53,117.61
20029000100,20,029,000100,80.86,111.11,24.62,3,4.18,142.91,68.33,8.36,154.9,62.69,49.16,166.71,157.17,59.88
2002900011A,20,029,00011A,28.61,72.05,9.1,0.58,1.07,82.77,25.17,2.18,93.68,16.55,13.8,93.12,90.3,17.51
2002900011B,20,029,00011B,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20029000120,20,029,000120,7,12,0,0,0,15,3,1,15,3,2,17,15,4
20029000130,20,029,000130,108.12,156.24,22.01,6.01,3.01,207.28,79.09,6.01,229.31,61.07,47.05,236.32,228.32,58.05
20029000140,20,029,000140,23.96,73.87,13.98,2,2.99,91.84,19.97,2,96.83,17.97,9.98,105.82,103.82,11.98
20029000150,20,029,000150,9,31,7,0,1,36,11,0,43,4,3,43,38,8
20029000160,20,029,000160,16.09,38.13,2.02,3.01,0.01,43.16,12.1,1.01,51.18,7.09,8.09,50.18,51.18,9.09
20029000170,20,029,000170,6,23,2,0,0,24,3,4,26,4,3,27,24,5
20029000180,20,029,000180,4,17,2,0,0,20,3,0,22,1,1,20,22,1
20029000190,20,029,000190,16.88,32.76,1.99,0.99,0.99,37.72,12.91,1.99,42.69,9.93,6.95,43.68,43.68,6.95
20029000200,20,029,000200,30.14,44.72,9.22,0,1.05,53.91,27.17,3,69.96,15.07,10.12,70.89,65.94,16.1
20029000210,20,029,000210,53,120,16,3,2,141,42,8,152,36,36,154,152,38
20029000220,20,029,000220,7.91,11.87,1.98,0.99,0.99,13.84,8.9,0.99,15.82,7.91,7.91,15.82,15.82,7.91
20029000230,20,029,000230,43,129,25,7,6,157,42,8,174,34,33,169,171,36
20029000240,20,029,000240,4.04,17.13,2.02,1,0.01,18.16,2.03,2,22.17,2.03,2.02,22.18,20.18,2.02
20029000250,20,029,000250,28.62,49.86,3.13,3.39,0.16,56.17,23.65,5.4,64.51,20.62,19.4,65.6,61.34,22.78
20029000260,20,029,000260,4,5,1,0,0,7,3,0,7,2,1,9,8,2
20029000270,20,029,000270,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20029000280,20,029,000280,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20031000010,20,031,000010,24.66,46.48,2.85,1.9,0.95,54.07,18.02,2.85,65.45,10.43,7.59,65.45,63.55,11.38
20031000020,20,031,000020,46.61,109.37,17.62,5.15,0.98,134.43,37.68,3.67,155.98,23.74,23.03,152.55,147.73,29
20031000030,20,031,000030,104.86,196.37,29.18,7.79,0.01,215.01,100.89,21.3,273.21,64.99,72.71,258.68,260.56,75.68
2003100004A,20,031,00004A,79,164,20,8,2,181,73,16,224,45,46,220,206,64
2003100004B,20,031,00004B,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003100005A,20,031,00005A,82.34,170.82,50.13,14.04,4.01,218.01,84.27,14.02,264.17,58.17,42.16,275.15,250.11,69.21
2003100005B,20,031,00005B,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003100005C,20,031,00005C,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20031000060,20,031,000060,27.63,44.9,2.74,2.02,0.12,53.34,19.71,5.12,60.21,17.98,11.98,65.75,51.84,23.23
20031000070,20,031,000070,33,74,13,2,2,86,36,5,104,22,19,107,98,28
20031000080,20,031,000080,68.8,117.24,19.22,10.99,1.05,138.55,65.61,11.04,179.09,35.16,34.5,179.71,165.68,48.53
20031000090,20,031,000090,83,119,35,7,1,161,70,9,198,44,48,187,188,52
20031000100,20,031,000100,190.94,250.2,57.15,9.68,6.78,317.99,176.42,13.56,374.23,127.93,115.35,383.9,372.27,133.76
20031000110,20,031,000110,17.15,26.67,4.76,0,0.95,33.34,13.34,0.95,44.78,3.81,10.48,37.15,36.2,11.43
20031000120,20,031,000120,107,201,30,6,8,236,105,8,281,71,62,283,253,93
20031000130,20,031,000130,39.84,71.39,6.82,0.32,0.22,77.57,39.36,1.43,93.24,25.92,25.51,92.57,90.22,28.09
20031000140,20,031,000140,20,55,13,2,1,68,18,3,79,11,10,79,77,11
20031000150,20,031,000150,129,184,29,14,4,223,117,16,267,90,76,277,263,90
20031000160,20,031,000160,15.05,49.09,4.01,0.01,2,52.1,16.05,1.01,65.13,5.03,6.03,61.13,63.12,5.04
20031000170,20,031,000170,12.89,46.06,5.49,0.1,0.94,49.14,13.42,1.04,55.97,7.67,7.52,52.42,53.21,9.5
20031900010,20,031,900010,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20031900020,20,031,900020,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20031900030,20,031,900030,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20033000010,20,033,000010,6,31,1,2,0,36,3,1,36,3,2,35,39,0
20033000020,20,033,000020,72.79,149.66,26.53,12.24,0,187.07,56.46,14.29,207.48,50.34,42.86,208.84,207.48,48.98
20033000030,20,033,000030,8,28,2,0,0,33,7,0,31,8,5,35,31,9
20033120020,20,033,120020,45,132,16,3,2,154,33,11,175,22,25,171,169,27
20033120030,20,033,120030,4,42,8,1,0,46,6,2,50,5,5,47,49,4
20033190010,20,033,190010,34.21,70.34,12.47,5.76,0,87.93,26.54,6.71,97.52,23.66,20.14,98.16,97.52,23.02
2003500001A,20,035,00001A,52.62,63.54,8.94,0.99,0.99,66.52,58.58,0.99,76.45,48.65,46.67,79.43,80.42,46.67
2003500001B,20,035,00001B,2,11,0,0,0,10,1,1,11,2,2,11,11,2
2003500001C,20,035,00001C,0.01,2.02,2,0,0,3.03,0.01,1,3.03,0.01,1.01,3.03,2.03,1.01
20035000020,20,035,000020,59,59,14,4,0,82,49,5,95,38,42,89,91,43
20035000030,20,035,000030,114.89,108.95,8.91,2.97,0,126.78,99.05,6.93,144.61,88.15,81.22,148.57,137.67,93.1
20035000040,20,035,000040,97,78,20,1,2,103,88,5,122,72,71,122,118,76
20035000050,20,035,000050,125.45,142.61,22.74,1.01,2.96,183.05,100.83,11.85,201.84,89.95,85,206.76,201.85,89.92
2003500005A,20,035,00005A,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003500006A,20,035,00006A,34.32,46.55,14.07,3.01,1,53.62,41.29,3.03,60.69,37.26,36.24,62.69,55.69,42.24
2003500006B,20,035,00006B,36.9,49.92,5.02,0.3,0.92,58.4,32.21,2.36,64.92,28,25.09,67.49,66.61,25.14
20035000070,20,035,000070,17.04,16.92,4.87,5.16,0.04,23.85,17.77,3.35,26.65,18.31,16.08,28.7,27.68,17.11
20035000080,20,035,000080,10,17,3,2,1,19,11,2,22,10,6,25,23,8
20035000090,20,035,000090,28.92,27.54,5.04,1.21,0.1,31.37,26.02,4.52,39.21,24.71,20.71,41.21,40.9,22.02
20035000100,20,035,000100,24.61,29.53,5.91,0.98,0.98,36.43,21.66,4.92,37.41,23.63,16.74,45.29,42.33,19.69
20035000110,20,035,000110,25.08,30.46,8.96,1.79,0.9,37.63,25.98,4.48,44.79,23.29,23.29,44.79,42.1,25.98
20035000120,20,035,000120,109,78,20,6,0,94,108,13,110,104,98,113,109,105
2003500013A,20,035,00013A,221.95,197.39,41.74,5.82,6.77,227.57,219.03,23.22,280.83,189.97,183.22,284.62,266.43,201.45
20035000140,20,035,000140,100,93,19,4,1,108,98,11,121,94,90,126,127,88
20035000150,20,035,000150,152.58,152.99,40.16,10.02,0.01,191.16,142.56,18.03,215.27,137.5,143.51,202.22,212.34,139.42
20035000170,20,035,000170,30,46,8,3,0,50,35,1,56,28,25,58,57,28
20035000180,20,035,000180,2.9,7.75,0.97,0.97,0.97,8.71,3.87,0.97,11.62,1.94,1.94,11.62,11.62,1.94
20035000190,20,035,000190,39.19,106.37,15.02,0,0,126.41,31.14,4.02,140.46,20.12,20.13,138.44,138.42,22.13
20035000200,20,035,000200,36.91,80.14,11.9,2.43,1.21,91.56,34,5.83,104.43,26.96,28.41,101.76,103.7,28.17
20035000210,20,035,000210,177.25,299.92,37.3,6.52,2.08,340.98,164.84,15.41,375.79,144.45,134.55,378.25,377.07,135.56
20035000220,20,035,000220,41.39,73.1,10.5,3.44,0.29,81.38,41.46,4.88,96.52,33.14,33.62,93.96,96.78,32.65
20035000230,20,035,000230,4.02,29.06,2.01,0.01,0.01,31.07,4.03,0.01,30.1,5.02,3.02,32.1,33.1,2.02
20035000240,20,035,000240,11,30,3,0,1,32,13,0,35,10,9,34,36,9
20035000250,20,035,000250,16,52,1,2,0,56,14,0,59,12,11,59,59,11
20035000260,20,035,000260,79,222,25,7,0,238,80,17,261,73,61,271,262,70
20035000270,20,035,000270,105.61,164.9,31.5,5.56,3.71,193.62,106.54,11.12,220.48,89.86,83.38,226.04,211.22,96.35
20035000280,20,035,000280,18,74,10,0,0,78,21,2,91,9,11,89,86,14
20035000290,20,035,000290,3.07,12.19,0.02,0.02,0.02,14.21,0.1,1.02,13.29,2.05,1.05,14.29,14.29,1.05
20035000300,20,035,000300,100.49,152.07,31.7,3.27,0.01,187.09,84.25,15.32,210.02,78.22,69.22,217.41,203.52,82.3
20035000310,20,035,000310,21,50,10,0,0,58,16,3,65,15,11,67,65,14
