GEOID20,STATEFP,COUNTYFP,DISTRICT,G16PREDCLI,G16PRERTRU,G16PRELJOH,G16PREGSTE,G16PREOTH,G16USSDWIE,G16USSRMOR,G16USSLGAR,G16USSOTH
20077900070,20,077,900070,0,0,0,0,0,0,0,0,0
20079000010,20,079,000010,32,87,3,5,1,20,99,9,0
20079000020,20,079,000020,22.9,63.7,3,3,0,15.9,73.7,4,0
20079000030,20,079,000030,58,175,2,2,2,47,175,11,0
2007900003A,20,079,00003A,13.6,55.5,3.4,1.2,0.1,13.2,55.2,6.4,0
20079000040,20,079,000040,58.6,196.7,9.9,5,3,48.7,212.6,13.9,0
2007900004A,20,079,00004A,0,0,0,0,0,0,0,0,0
2007900004B,20,079,00004B,0,0,0,0,0,0,0,0,0
20079000050,20,079,000050,44,97,8,3,0,30,119,5,0
20079000060,20,079,000060,77.1,221.2,27,5,5,64.1,249.2,26,0
20079000070,20,079,000070,140.9,294.9,40,8,3,114,352.9,21,0
2007900007B,20,079,00007B,0,0,0,0,0,0,0,0,0
20079000080,20,079,000080,41.9,85.8,4,0,1,32.9,94.8,8,0
20079000090,20,079,000090,357.4,460.3,49.1,16,11,247.3,611.4,26.1,0
2007900010A,20,079,00010A,273,512,34,19,19,205,613,32,0
20079000110,20,079,000110,86.1,103.9,7.9,9.9,1,61.4,136.6,13.8,0
20079000120,20,079,000120,7,70,7,3,0,10,70,7,0
20079000130,20,079,000130,33.1,98.1,5,1,0,24,109.2,4,0
20079000140,20,079,000140,93.2,192.1,9.3,2.7,5.3,72.6,210.1,19.9,0
20079000150,20,079,000150,174,242.3,28.7,17.4,4.1,170.8,263.7,33.9,0
20079000160,20,079,000160,143.6,179.3,22.8,12.9,4,124.8,192.1,36.6,0
20079000170,20,079,000170,103.3,124.7,7.2,18.1,1,94.2,135.8,22.4,0
20079000180,20,079,000180,159,190,20,8,0,158,193,26,0
2007900019A,20,079,00019A,350.7,540.1,36.1,22.4,3,300.8,586,48.9,0
20079000200,20,079,000200,143.5,210.5,20.8,10.4,3.8,137.8,223.7,26.4,0
20079000210,20,079,000210,199.3,320.1,29.7,17.6,7.4,174.2,370.1,32.4,0
2007900021A,20,079,00021A,5.8,9.3,0.9,0.5,0.2,5.1,10.8,0.9,0
2007900022A,20,079,00022A,189,307,21,16,2,159,346,34,0
2007900022S,20,079,00022S,353.2,750.2,61,23.6,13.4,291.8,853.1,54.6,0
2007900022W,20,079,00022W,3.1,11.5,0.9,0.2,0.3,2.5,12.7,0.8,0
20079000230,20,079,000230,203,257,23,17,3,179,287,39,0
20079000240,20,079,000240,278.3,394.7,29.8,20.1,4.8,240.4,448.7,29,0
20079000250,20,079,000250,207.4,327.1,32.8,14.5,6.4,168.9,383.6,43,0
20079000260,20,079,000260,115,150,7,10,1,91,177,13,0
20079000270,20,079,000270,15.3,18.2,1.4,0.8,0.3,12.9,21.3,1.7,0
2007900027A,20,079,00027A,0,0,0,0,0,0,0,0,0
2007900027B,20,079,00027B,66,157.9,11.6,3.9,0.8,56.7,174.8,9.8,0
2007900027C,20,079,00027C,2.4,8,0.4,0.2,0.1,2,8.7,0.3,0
2007900027D,20,079,00027D,2.6,10.9,1.3,0.3,0,1.7,12.6,2,0
2007900027E,20,079,00027E,0,0.6,0,0,0,0,0.6,0,0
2007900027F,20,079,00027F,0,0,0,0,0,0,0,0,0
2007900027G,20,079,00027G,0.2,0.3,0,0,0,0.2,0.4,0,0
20079000280,20,079,000280,620.1,431,36.9,24.4,5.8,518.6,550.2,41.6,0
2007900028A,20,079,00028A,0,0,0,0,0,0,0,0,0
20079000290,20,079,000290,70,206,11,4,1,60,220,10,0
20079000300,20,079,000300,37,169,2,3,4,30,174,12,0
20079000310,20,079,000310,30,125,11.3,2.6,2.8,24.6,137.9,8.3,0
20079000320,20,079,000320,32.6,97.7,6.7,4.9,0,31.7,100.7,9.6,0
20079190010,20,079,190010,19.3,19.3,1.5,1,0.2,16.4,23,1.6,0
20079190020,20,079,190020,0,0,0,0,0,0,0,0,0
20079190030,20,079,190030,1.2,3,0.3,0.1,0,0.9,3.5,0.3,0
20079900010,20,079,900010,49.1,219.3,14,4,2,44.1,218.3,27,0
20079900020,20,079,900020,126.9,406.7,29.8,18.3,1.9,107.7,429.8,46.1,0
20079900030,20,079,900030,28.4,68.3,1.3,10.1,1,25.3,74.3,6.4,0
20081000010,20,081,000010,17,50,2,0,0,15,53,2,0
20081000020,20,081,000020,4,40,1,1,0,2,40,3,0
20081000030,20,081,000030,5,47,0,0,2,2,50,1,0
20081000040,20,081,000040,17,58.1,2,2,0,14,58.1,4,0
20081000060,20,081,000060,9,44,3,1,2,7,44,6,0
20081000080,20,081,000080,0,3,0,1,0,0,4,1,0
20081120020,20,081,120020,2,22,3,0,0,2,22,1,0
20081120030,20,081,120030,85,266.9,11,10,0,56,304.9,10,0
20081120040,20,081,120040,5,20,0,0,0,6,18,1,0
20081120050,20,081,120050,59,306,15,4,1,32,337,16,0
20081120070,20,081,120070,42,183,4,3,1,22,206,4,0
20083000010,20,083,000010,3,27,0,0,0,3,26,0,0
20083000040,20,083,000040,0,6.7,0,0,0,0.9,5.7,0,0
20083000050,20,083,000050,1,27,0,0,0,1,25,1,0
20083000080,20,083,000080,0,19.4,1,0,0,0,18.3,1,0
20083000090,20,083,000090,4,29,1,0,0,3,31,0,0
20083000100,20,083,000100,5,52,1,1,0,6,57,1,0
20083000110,20,083,000110,3,23,1,1,0,1,26,0,0
20083150010,20,083,150010,24,146.3,7,7,0,15,159.3,11,0
20083150020,20,083,150020,7.2,80,1,0,0,7.1,77.9,3.1,0
20083150030,20,083,150030,34,143,2,2,0,16,154,7,0
20083150040,20,083,150040,3,18,0,0,0,3,18,1,0
20083150050,20,083,150050,5.8,34.8,1,0,0,4.8,32.8,1.9,0
20083150060,20,083,150060,19.6,130.2,3.9,2.9,0,12.7,137,4.9,0
20083150070,20,083,150070,2,16,0,1,0,0,19,0,0
20083150080,20,083,150080,11.4,70.8,2.1,2.1,0,7.3,73,7.1,0
20083150090,20,083,150090,1,32,0,0,0,2,29,1,0
20085000010,20,085,000010,11,55,2,1,0,10,55,1,0
20085000020,20,085,000020,27,139,9,3,2,25,144,9,0
20085000030,20,085,000030,132.3,376.1,25.7,14.8,3,125.4,390,38.5,0
20085000040,20,085,000040,293,728,38,34,2,303,729,67,0
20085000050,20,085,000050,119.9,356.1,20.5,11.2,0.1,106.5,384.3,18.1,0
20085000060,20,085,000060,56.4,187.5,12.8,4,0,54.6,203.7,7.3,0
20085000070,20,085,000070,16,53,3,4,0,18,61,1,0
2008500008A,20,085,00008A,130.9,277.7,21,10,2,118.9,284.9,30.9,0
2008500008B,20,085,00008B,0,0,0,0,0,0,0,0,0
20085000090,20,085,000090,150.3,309,15.2,14,0,123.4,347.1,18.1,0
2008500010A,20,085,00010A,127,245,8,7,0,105,270,14,0
2008500010B,20,085,00010B,4.8,12.6,0.3,0.2,0,4.2,12.6,1,0
20085000110,20,085,000110,45,199,5,4,0,44,194,15,0
20085000120,20,085,000120,70.2,184.4,4.7,2.8,0,61.8,184.4,14,0
20085000130,20,085,000130,190.9,167.1,13.3,23.7,1.9,184.2,193.7,21.8,0
20085000140,20,085,000140,23,131,5,0,0,26,133,4,0
20085000150,20,085,000150,35,142,12,5,0,41,147,9,0
20085000160,20,085,000160,10.3,75.4,3.5,0.2,0,17,69.4,4.2,0
20085000170,20,085,000170,42,180,8,2,0,33,189,11,0
20085000180,20,085,000180,27,121,6,2,0,24,123,6,0
20087000010,20,087,000010,219,504,30,13,4,188,547,39,0
20087000020,20,087,000020,145,230,25,5,1,150,225,25,0
20087000030,20,087,000030,123.6,320.7,23.2,7.1,4,102.7,357.9,18.1,0
20087000040,20,087,000040,215.2,389.3,26,19.4,4.7,214.2,419,26.9,0
20087000050,20,087,000050,268.8,439.2,47.6,12.6,5.3,272.4,457.7,41.9,0
20087000060,20,087,000060,83.4,248.3,24.8,7.9,0,93.3,265.1,12.9,0
20087000070,20,087,000070,238.6,562,40.9,16.6,2,232.8,582.4,40.9,0
20087000080,20,087,000080,207,506,25,11,5,215,508,35,0
20087000090,20,087,000090,314.8,819.4,54.6,38.7,4,317.8,851.1,75.5,0
20087000100,20,087,000100,125.9,170.6,12.1,12.9,1.9,126.8,186.3,14.9,0
20087000110,20,087,000110,272.2,244.8,30,17,3.1,287.3,269,25.2,0
20087000120,20,087,000120,200.4,532,37.1,15.4,1,212.2,519.6,39.1,0
20087000130,20,087,000130,102.4,243.8,7.3,8.2,1,89.5,264.9,9.4,0
20089000010,20,089,000010,0,16,0,0,0,0,14,2,0
20089000020,20,089,000020,3,19,0,0,0,2,20,0,0
20089000030,20,089,000030,3,27,0,2,0,2,25,4,0
20089000040,20,089,000040,20,182,4,2,0,11,185,13,0
20089000050,20,089,000050,9,85,9,2,0,8,89,7,0
20089000060,20,089,000060,2,26,1,1,0,0,30,0,0
20089000070,20,089,000070,74,336,13,23,0,61,353,21,0
20089000080,20,089,000080,0,15,1,0,0,1,16,0,0
20089000090,20,089,000090,8,63,7,2,0,8,67,7,0
20089000100,20,089,000100,11,72,5,2,1,7,74,8,0
20089000110,20,089,000110,1,12,0,0,0,1,12,0,0
20089000120,20,089,000120,6,16,1,0,0,5,18,0,0
20089000130,20,089,000130,1,17,0,0,0,1,14,2,0
20089000140,20,089,000140,2,34,0,0,0,1,32,1,0
20089000150,20,089,000150,9,53,0,2,1,4,52,4,0
20089000160,20,089,000160,6,29,0,0,0,3,30,0,0
20089000170,20,089,000170,8,26,2,0,0,4,28,0,0
20089000180,20,089,000180,0,4,0,0,0,0,5,0,0
20089000190,20,089,000190,5,61,0,1,0,2,63,1,0
20089000200,20,089,000200,5,17,0,1,0,1,15,3,0
20089000210,20,089,000210,0,23,2,0,0,0,24,1,0
20089000220,20,089,000220,0,14,0,0,0,0,14,0,0
20089000230,20,089,000230,0,36,1,0,0,0,39,1,0
20089000240,20,089,000240,4,17,2,3,0,3,20,2,0
20089000250,20,089,000250,3,23,0,0,0,2,24,0,0
20091000010,20,091,000010,37,90,3,0,1,30,93,7,0
20091000020,20,091,000020,244.5,532.6,43.7,6,22.9,184.8,594.3,54.7,1
20091000030,20,091,000030,149,275.6,19.5,6.8,3.9,127.6,287.3,24.4,0
20091000040,20,091,000040,312,716,48,13,26,266,754,72,1
20091000070,20,091,000070,328.8,605.8,56.6,33.3,16.8,329.3,601.9,97.2,0
20091000080,20,091,000080,217.5,319.6,47.7,10.5,11.4,219.4,332.9,45.8,0
20091000090,20,091,000090,208.4,421,37.6,12.9,9.1,139.8,358.2,173.2,1
2009100014A,20,091,00014A,426,789.5,77,24,30,360,780.5,178,4
2009100014C,20,091,00014C,234.6,425.5,30.8,13.9,24.9,192.8,388.7,123.3,1
20091000160,20,091,000160,329.4,548.9,76,23,20,277.3,485.9,209.2,3
20091000190,20,091,000190,258.6,351.3,20.7,4.9,17.8,188.5,435.2,20.7,0
20091000200,20,091,000200,416.4,222.1,41.7,4.3,15.6,344.3,339,22.3,0
20091000210,20,091,000210,524.3,438.1,41.9,9.8,42.5,386.2,644.9,20.9,1
20091000220,20,091,000220,419,367,36,12,21,316,495,27,0
20091000230,20,091,000230,374,278,29,5,14,311,365,18,0
20091000270,20,091,000270,346.6,525.7,33.2,7.1,41.5,221.4,697.1,26.3,0.1
20091000350,20,091,000350,307,403,30,5,17,229,502,22,0
20091000370,20,091,000370,396,454,45,16,23,318,592,22,0
20091000430,20,091,000430,494,444,53,24,39,399,579,52,1
20091000440,20,091,000440,571,508,53,18,30,478,618,70,1
20091000450,20,091,000450,428,360,56,16,17,368,442,46,0
20091000510,20,091,000510,329,298,43,13,16,286,358,36,1
20091000520,20,091,000520,333,762,41,15,36,255,879,44,0
20091000530,20,091,000530,374,277,43,13,18,334,341,38,1
20091000560,20,091,000560,0,0,0,0,0,0,0,0,0
20091000580,20,091,000580,454.5,259.1,34.9,15.9,20.9,410.6,302,53.8,1
20091000590,20,091,000590,554.9,365.9,41,30,20,509.9,429.9,51,1
20091000600,20,091,000600,524,510,49,23,19,449,618,52,0
20091000610,20,091,000610,284.5,370.9,38.1,9.1,7.1,247.3,423,29.2,0
20091000620,20,091,000620,363,215,45,17,24,342,224,71,3
20091000630,20,091,000630,186.9,151.9,29,10.2,11.1,174.9,187.7,23.9,0.8
20091000640,20,091,000640,350,378,52,12,17,334,428,42,1
20091000650,20,091,000650,305,159,44,17,9,287,173,49,0
20091000660,20,091,000660,201.7,218.4,19.1,8.1,9.1,179.7,224.7,44.8,0
20091000840,20,091,000840,234.4,241.4,21,7,24.9,153.6,370.1,9,0
20091000850,20,091,000850,324,277,33,9,10,219,412,16,0
20091000860,20,091,000860,179,199.7,18.7,2,10.8,99.4,301,7.9,1
20091000870,20,091,000870,337.2,338.4,17.1,6,13.1,241.1,463.6,10.1,0
20091000880,20,091,000880,230.8,159.4,24.1,13,11.1,217.7,176.4,31.1,0
20091000890,20,091,000890,299,144,34,21,15,286,167,41,1
20091000910,20,091,000910,358,202,49,20,7,345,245,37,1
20091000920,20,091,000920,506.7,231.5,49,18.8,17.7,458,292.4,56.1,0
20091000930,20,091,000930,207,142,20,13,15,200,155,29,0
20091000940,20,091,000940,355.8,178.4,15.6,12.9,8.5,311.2,224.1,21.5,0
20091000950,20,091,000950,359,220,32,12,10,306,291,27,0
20091000960,20,091,000960,155.2,86.6,15.9,3.6,9.4,128.5,125.6,14.4,0
20091001000,20,091,001000,227.9,288.1,28.6,14.8,14.8,214.1,280.2,58.2,0
20091001010,20,091,001010,173,191.2,20.1,7.3,3.4,144.5,201.3,40.1,0
20091001030,20,091,001030,285,446,53,16,14,255,480,65,0
20091001040,20,091,001040,204,261,42,14,20,179,320,36,1
20091001050,20,091,001050,306,371,57,24,19,284,399,68,2
20091001060,20,091,001060,509.6,618.9,76.6,31.3,40.1,457.8,689,102,1
20091001070,20,091,001070,304.1,456.6,45.8,15.9,18.7,265.7,507.1,50.5,0.9
20091001090,20,091,001090,53,70,7,7,1,58,68,9,0
20091001100,20,091,001100,250,335,44,14,15,239,364,41,0
20091001130,20,091,001130,229,270,42,9,8,210,273,60,1
20091001150,20,091,001150,245,355,36,17,10,221,359,59,2
20091001160,20,091,001160,298,325,66,23,14,253,357,92,0
2009100117A,20,091,00117A,538.3,1019.9,64.8,33.5,49.5,428.9,1208.6,53.7,0
2009100117B,20,091,00117B,0,0,0,0,0,0,0,0,0
20091001200,20,091,001200,413,429,65,35,26,363,472,97,1
20091001210,20,091,001210,161,183,26,14,6,161,184,34,0
20091001220,20,091,001220,696,828,90,37,56,650,926,100,0
20091001240,20,091,001240,281,314,34,14,25,251,359,43,0
20091001250,20,091,001250,315,307,56,15,26,290,357,63,0
20091001260,20,091,001260,262,300,36,11,17,249,332,31,1
20091001280,20,091,001280,144,210,27,18,9,128,221,47,0
20091001290,20,091,001290,3.1,6.5,0.4,0.2,0.2,3,6.7,0.6,0
20091001300,20,091,001300,225.1,240.8,29.3,17.9,20.9,216.4,255.5,43.7,2
20091001310,20,091,001310,445,529,61,18,27,388,604,64,0
20091001320,20,091,001320,176,308,27,8,18,154,340,29,1
20091001330,20,091,001330,315,504.3,65.5,16.1,28.3,287.8,558.8,75.4,0
20091001340,20,091,001340,295.6,513.4,34,6,19,229.7,612.3,19,0
20091001350,20,091,001350,220,338,17,15,15,187,375,26,1
20091001360,20,091,001360,196,289,28,11,11,174,301,40,0
20091001370,20,091,001370,350,510,38,8,25,286,578,43,1
20091001380,20,091,001380,314,410,38,12,21,291,446,42,0
20091001390,20,091,001390,392,535,61,22,26,329,632,59,1
2009100140B,20,091,00140B,324,399,48,11,20,274,470,35,1
20091001420,20,091,001420,388,327,60,19,22,341,384,76,2
20091001450,20,091,001450,240,233,21,5,12,220,253,34,0
2009100147A,20,091,00147A,474.8,446.7,55.4,15.4,16.3,413.1,499.4,67.2,0
2009100147B,20,091,00147B,475,570,75,12,27,417,652,67,1
20091001480,20,091,001480,434,468,61,27,21,394,503,85,0
20091001490,20,091,001490,339,388,49,12,22,283,474,35,0
20091001500,20,091,001500,503,541,88,24,32,433,659,71,1
20091001510,20,091,001510,277,304,27,9,22,250,355,27,1
20091001520,20,091,001520,230,175,28,14,14,232,185,35,0
2009100153J,20,091,00153J,23,26,2,0,0,17,28,5,0
2009100153K,20,091,00153K,0,0.9,0,0,0,0,0.6,0.3,0
2009100153P,20,091,00153P,0,0,0,0,0,0,0,0,0
20091001540,20,091,001540,398.3,258.5,39,16.2,13.3,366,294.6,40.9,0.9
20091001550,20,091,001550,558.2,288.6,45,20.3,22.6,504,345.4,61.4,1
20091001560,20,091,001560,363,306,39,18,16,334,357,39,1
20091001570,20,091,001570,123,120,12,4,11,116,128,19,1
20091001580,20,091,001580,262,193,35,14,9,259,204,39,0
20091001590,20,091,001590,447,325,50,20,36,434,395,38,1
20091001600,20,091,001600,447,373,65,11,29,419,427,66,2
20091001610,20,091,001610,372,246.3,55.9,22.9,16,351,288.2,54.9,1
20091001620,20,091,001620,203,171,29,7,10,188,194,26,0
20091001630,20,091,001630,346,256,33,21,13,331,262,47,1
20091001640,20,091,001640,193,100,23,16,8,189,119,21,0
20091001650,20,091,001650,543,278,54,20,11,509,331,48,0
20091001660,20,091,001660,275,228,35,20,12,264,251,40,0
20091001670,20,091,001670,394,303,48,23,10,386,321,51,1
20091001680,20,091,001680,204,137,13,14,6,187,154,25,0
20091001690,20,091,001690,449,359,54,20,11,387,422,55,5
20091001700,20,091,001700,231.6,153.1,29.8,13.9,7,202.8,180.9,29.8,0
20091001710,20,091,001710,402,341,42,30,21,387,370,60,1
20091001720,20,091,001720,458,300,58,33,19,436,360,57,0
20091001730,20,091,001730,363,304,38,16,8,330,332,44,2
20091001740,20,091,001740,396.2,265.1,36.5,20.7,15.8,365.6,297.6,48.3,0
20091001750,20,091,001750,338,266,25,12,18,291,318,41,0
20091001760,20,091,001760,270,224,26,12,9,233,276,26,0
20091001770,20,091,001770,280,161,30,18,8,256,193,36,1
20091001780,20,091,001780,282,247,38,19,8,261,273,39,0
20091001790,20,091,001790,199,231,29,8,16,189,257,26,1
20091001800,20,091,001800,316,255,36,10,9,286,296,33,1
20091001810,20,091,001810,269,184,38,13,9,229,238,29,0
20091001820,20,091,001820,247,142,30,8,9,224,162,29,1
20091001830,20,091,001830,278,182,25,10,4,245,215,20,0
20091001840,20,091,001840,380.6,303.2,29.9,11.4,22,338.4,361.3,40.4,0
20091001850,20,091,001850,249,204,14,11,13,236,231,17,0
20091001860,20,091,001860,331,356,43,15,16,295,426,25,1
20091001870,20,091,001870,356,270,32,10,12,306,342,29,0
20091001880,20,091,001880,297,235,35,14,21,284,292,25,0
20091001890,20,091,001890,318.9,300.5,40.4,7.2,16.1,292.1,359.8,33.1,0.1
20091001900,20,091,001900,451.8,397.6,37.9,13.2,26.4,357.3,510.6,36.7,0
20091001910,20,091,001910,502.6,510,60.2,21.6,29.1,457.2,600.1,38,0
20091001920,20,091,001920,326,308,34,17,18,308,333,45,0
20091001930,20,091,001930,286,264,22,3,10,228,341,8,0
20091001940,20,091,001940,433,341,32,16,17,384,419,24,0
20091001950,20,091,001950,242,273,21,6,8,202,321,15,1
20091001960,20,091,001960,400.5,360.2,35.8,18.3,11.9,346.5,418,39.4,0.9
20091001970,20,091,001970,351,266,45,16,19,326,309,48,0
20091001980,20,091,001980,292,322,30,11,16,256,365,35,0
20091001990,20,091,001990,468,445,50,15,25,425,527,49,0
20091002000,20,091,002000,254,248,18,9,15,218,292,24,0
20091002010,20,091,002010,287,306.5,44,4.8,19.7,255.6,369.9,23.9,0
20091002020,20,091,002020,403.3,252.5,37.5,18.2,13.7,363.5,286.1,46.2,2
20091002030,20,091,002030,380,395,43,21,14,339,473,37,0
20091002040,20,091,002040,500,387,47,17,21,437,444,50,1
20091002050,20,091,002050,166.4,204.6,18.7,7.6,6.2,153.2,224,20.1,0
20091002080,20,091,002080,371,343,44,17,25,326,430,34,0
20091002090,20,091,002090,374,241,32,7,11,319,289,31,1
20091002120,20,091,002120,469,508,43,16,29,411,601,35,2
20091002130,20,091,002130,595,585,67,15,36,531,666,66,0
20091002140,20,091,002140,351,284,41,18,18,322,320,54,1
20091002150,20,091,002150,383,331,48,19,15,349,387,38,0
20091002160,20,091,002160,507,596,47,12,39,408,734,40,1
2009100217A,20,091,00217A,361,406,33,4,28,304,488,28,0
2009100217B,20,091,00217B,276,253,21,11,7,250,284,21,0
20091002180,20,091,002180,244,447,32,6,13,188,525,21,0
20091002190,20,091,002190,211,327,21,5,12,180,376,19,0
20091002200,20,091,002200,433,459,52,14,28,393,547,38,0
20091002210,20,091,002210,587,605,64,7,37,493,717,63,3
2009100222A,20,091,00222A,298,462,20,13,18,248,522,23,0
2009100222B,20,091,00222B,503,548,62,15,31,397,686,51,0
20091002230,20,091,002230,181,265,23,4,22,153,326,15,0
20091002240,20,091,002240,412,379,56,11,33,322,511,41,1
2009100226B,20,091,00226B,396,517,46,5,26,319,624,30,1
20091002280,20,091,002280,374,234,24,21,19,331,322,13,0
20091002290,20,091,002290,309,230,28,7,13,268,273,26,0
20091002300,20,091,002300,343,238,31,11,15,302,292,33,1
20091002310,20,091,002310,292,271,26,12,16,244,345,13,0
20091002320,20,091,002320,284,220,28,7,17,254,270,22,1
20091002330,20,091,002330,304,224,17,7,13,248,277,24,0
20091002340,20,091,002340,601.8,435,56.2,16.1,32.1,495.3,579.5,44.2,1
20091002350,20,091,002350,433.8,296.4,41.6,15.2,14.3,356.8,413.8,18.5,1
20091002370,20,091,002370,371.6,402,33.3,8.6,17.1,314.6,478,25.7,0
20091002380,20,091,002380,542,470,49,23,18,469,552,60,0
20091002390,20,091,002390,266.1,266.2,14.8,4.6,9.4,239.9,290.4,25.4,0.1
20091002400,20,091,002400,570,445,48,11,13,475,563,30,0
20091002410,20,091,002410,458,408,33,13,13,368,518,31,1
2009100242A,20,091,00242A,373.9,332.8,33.2,11.4,16.6,324.1,389.6,37.6,0.9
2009100242B,20,091,00242B,527,529,29,8,32,417,661,27,1
2009100244A,20,091,00244A,488,523,54,8,32,396,629,60,0
2009100244B,20,091,00244B,381,378,42,10,27,343,432,47,0
20091002460,20,091,002460,339,393,60,17,28,284,480,53,0
20091002470,20,091,002470,147,205,13,4,7,131,219,15,0
2009100249A,20,091,00249A,0,0,0,0,0,0,0,0,0
2009100249C,20,091,00249C,0,16,2,0,0,1,16,1,0
2009100249E,20,091,00249E,198.7,285.6,34.7,7.8,10.1,164.2,339.5,23.2,0.1
2009100249F,20,091,00249F,176.1,360.3,41.1,6.1,8.1,149,409.4,32.2,0
20091002500,20,091,002500,584,290,45,6,19,481,419,26,0
20091002510,20,091,002510,418,210,30,11,13,341,305,27,1
20091002520,20,091,002520,572.3,328.6,54.3,9,16.2,489.9,450.4,33.1,2
20091002530,20,091,002530,493,243,35,6,18,414,347,28,0
20091002540,20,091,002540,258.4,157.9,30.2,9.1,3,236.2,187.1,26.2,0
20091002550,20,091,002550,451,236,44,18,12,432,286,25,0
20091002560,20,091,002560,313,209,29,11,10,271,265,21,1
20091002570,20,091,002570,518,280,32,12,21,417,386,33,2
20091002580,20,091,002580,451.4,236.2,30.9,7,19.9,384.6,324.9,28.9,0
20091002590,20,091,002590,415,361,26,7,15,332,467,25,0
20091002600,20,091,002600,330,224,31,8,14,280,271,36,0
20091002610,20,091,002610,537,304,37,14,29,447,427,34,0
20091002620,20,091,002620,491,306,45,2,18,383,453,20,1
20091002630,20,091,002630,419,330.6,35,9.2,18.4,319.5,463.2,23,0
20091002640,20,091,002640,375.7,278.4,33.1,14,19.1,302.3,371.9,36.1,1
20091002650,20,091,002650,490.6,299.9,39.3,6.7,14.4,441.7,367,29.7,0
20091002660,20,091,002660,441,193,50,10,13,387,267,39,0
20091002670,20,091,002670,336,193,26,9,7,294,226,29,1
20091002680,20,091,002680,273.2,129.6,23.9,10,15.9,251.3,157.6,28.9,0
20091002690,20,091,002690,185.3,84,22,7.6,5.7,174.8,101.2,22.9,0
20091002700,20,091,002700,244,122,20,7,7,235,136,19,0
20091002710,20,091,002710,282,165,39,12,9,256,203,41,0
20091002720,20,091,002720,230,67,18,13,4,211,97,21,0
20091002730,20,091,002730,212.7,91,13.8,11.9,9.9,181.1,133.6,14.8,0
20091002740,20,091,002740,154.2,93.7,19.9,2.8,10.4,148.5,115.4,14.2,0.9
20091002750,20,091,002750,273.7,166.6,18.4,11.7,6.9,228.1,214.7,20,0
20091002760,20,091,002760,395,455,36,29,25,400,463,62,1
20091002770,20,091,002770,301,298,30,11,8,270,331,36,0
20091002780,20,091,002780,273,302,48,12,23,258,325,60,1
20091002790,20,091,002790,420.7,524.7,41.6,9.4,35.9,378.2,595.6,47.3,1.9
20091002800,20,091,002800,502,507,51,18,30,459,575,59,0
20091002810,20,091,002810,410.3,499.3,38.4,3.5,21.1,351.8,576.4,35.7,2.1
20091002820,20,091,002820,370,457,47,16,28,343,510,53,1
20091002850,20,091,002850,189,207,29,10,7,178,209,42,0
20091002860,20,091,002860,349,358,43,21,22,341,360,67,1
20091002870,20,091,002870,390.1,282.1,54,15,14,374.1,305.1,53,0
20091002880,20,091,002880,456,408,44,14,15,428,442,57,2
20091002890,20,091,002890,185,220,34,6,9,171,235,37,0
20091002900,20,091,002900,254,290,34,11,21,235,322,42,0
20091002910,20,091,002910,231.6,257.6,39.9,12,13,233.6,246.6,58.9,2
20091002920,20,091,002920,234,245.8,35.4,15.1,7.2,217.4,268.4,37.4,1
20091002930,20,091,002930,440,432,49,12,25,406,470,54,0
20091002940,20,091,002940,339.7,355.2,44,12.1,19.3,304.8,414.4,44.6,0
20091002960,20,091,002960,355.4,524,70.4,12.7,29.5,321.8,600,57.6,1.3
20091002980,20,091,002980,409,450,65,20,21,394,494,57,1
20091003000,20,091,003000,397.4,566.3,62.6,12.5,26.6,353.9,643.8,50.5,0
20091003010,20,091,003010,518,686.6,91.8,19.7,27.4,441.9,793.5,78.9,0.1
20091003020,20,091,003020,238,379,36,10,9,205,420,37,0
20091003030,20,091,003030,485,498,47,20,35,425,587,62,1
20091003040,20,091,003040,282,296,36,7,10,256,328,40,1
20091003050,20,091,003050,123,135,12,3,4,105,154,14,1
20091003060,20,091,003060,278,129,36,17,8,271,147,36,0
20091003070,20,091,003070,200,207,40,15,10,197,226,42,0
20091003080,20,091,003080,202,203,32,18,6,200,201,47,0
20091003090,20,091,003090,503,505,44,18,20,415,622,38,0
2009100311A,20,091,00311A,492.8,1044.5,101.3,39.4,17,453.1,1030.3,172.5,0
2009100311B,20,091,00311B,0,0,0,0,0,0,0,0,0
2009100311D,20,091,00311D,41,56,5,2,3,27,74,7,0
20091003120,20,091,003120,252.8,658,43.8,11.9,19.9,230.9,655,83.6,1
20091003130,20,091,003130,161,57,9,4,7,133,95,8,1
20091003140,20,091,003140,344,131,28,11,12,313,182,23,0
20091003150,20,091,003150,279,129,20,9,15,222,204,19,0
20091004030,20,091,004030,0.1,0.3,0,0,0,0.1,0.2,0.1,0
20091004040,20,091,004040,0,0.2,0,0,0,0,0.2,0,0
20091004070,20,091,004070,0,2,0,1,0,2,1,0,0
20091004080,20,091,004080,1,1,0,0,0,1,1,0,0
20091004090,20,091,004090,0,0,0,0,0,0,0,0,0
20091004100,20,091,004100,0,0,0,0,0,0,0,0,0
20091004140,20,091,004140,0.8,3.8,0,0,0,1.7,2.9,0,0
20091004180,20,091,004180,4,6,0,0,0,2,7,1,0
20091004190,20,091,004190,2,3.5,0,0,0,0.5,5,0,0
20091004300,20,091,004300,0,0,0,0,0,0,0,0,0
20091100040,20,091,100040,0,0,0,0,0,0,0,0,0
2009112003B,20,091,12003B,8.5,9.1,2.5,0.7,0.8,6.5,9.2,5.5,0
