GEOID20,STATEFP,COUNTYFP,DISTRICT,G18GOVDKEL,G18GOVRKOB,G18GOVIORM,G18GOVLCAL,G18GOVIKLO,G18SOSRSCH,G18SOSDMCC,G18SOSLHOD,G18ATGRSCH,G18ATGDSWA,G18INSDMCL,G18INSRSCH,G18TRERLAT,G18TREDFRA
20173130730,20,173,130730,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20173130740,20,173,130740,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20173130750,20,173,130750,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20173130760,20,173,130760,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20173130770,20,173,130770,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20173130780,20,173,130780,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20173130790,20,173,130790,0.3,0.4,0.1,0,0,0.5,0.2,0,0.6,0.2,0.2,0.6,0.5,0.2
20173130800,20,173,130800,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20173130810,20,173,130810,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20173130820,20,173,130820,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20173130830,20,173,130830,11,27,5,1,0,34,9,1,35,8,3,37,38,5
20173130840,20,173,130840,3.3,2.5,0.4,0.1,0,2.8,3.2,0.3,3.3,3,2.9,3.3,3.1,3.1
20173130850,20,173,130850,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20173130860,20,173,130860,0.8,2.1,0.5,0,0,1.9,1.3,0,2.6,0.7,0.6,2.5,2.3,0.8
20173130870,20,173,130870,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20173130880,20,173,130880,0.1,0.3,0,0,0,0.3,0.1,0,0.3,0.1,0.1,0.3,0.3,0.1
20173130890,20,173,130890,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20173130900,20,173,130900,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20173130910,20,173,130910,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20173130920,20,173,130920,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20173130930,20,173,130930,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20173130940,20,173,130940,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20173130950,20,173,130950,1.6,1.4,0.2,0,0,1.6,1.5,0.1,1.9,1.3,1.2,1.9,1.9,1.4
20173130960,20,173,130960,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20173130970,20,173,130970,12.4,17,2.2,0.5,0.2,19.7,10.9,1,22.6,8.9,7.7,23.2,22.1,9.3
20173130980,20,173,130980,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20173130990,20,173,130990,109.6,167.9,22.1,4.3,2.1,197.7,97.6,7.4,213.6,88.1,81.9,211.8,210.2,87.5
20173131010,20,173,131010,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20173131020,20,173,131020,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20173131030,20,173,131030,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20173131040,20,173,131040,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20173131050,20,173,131050,0.1,0.1,0,0,0,0.1,0.1,0,0.1,0,0,0.1,0.1,0
20173131060,20,173,131060,0.4,0.6,0.1,0,0,0.8,0.4,0,0.8,0.3,0.2,0.9,0.9,0.3
20173131070,20,173,131070,0.1,0.2,0,0,0,0.2,0.1,0,0.3,0.1,0.1,0.3,0.3,0.1
20173131080,20,173,131080,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20173131090,20,173,131090,0.2,0.2,0,0,0,0.2,0.2,0,0.3,0.2,0.1,0.3,0.3,0.2
20173131100,20,173,131100,40.3,57.4,5.2,0,1,62.6,39.2,2.1,74.8,31.1,26,76.9,70.8,31.1
20173131110,20,173,131110,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20173131120,20,173,131120,6.4,4.4,0.8,0.3,0.1,5,6.2,0.5,5.7,6,5.5,6,5.6,5.9
20173131140,20,173,131140,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20173131150,20,173,131150,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20173131160,20,173,131160,2,3.2,0.3,0,0,3.8,1.6,0.1,4.1,1.4,1.2,4.2,4,1.5
20173131170,20,173,131170,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20173131180,20,173,131180,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20173131190,20,173,131190,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20173131210,20,173,131210,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20173131220,20,173,131220,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20173131230,20,173,131230,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20173131240,20,173,131240,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20173131250,20,173,131250,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20173131260,20,173,131260,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20173131270,20,173,131270,0.1,0.1,0,0,0,0.1,0.1,0,0.1,0,0,0.1,0.1,0
20173131280,20,173,131280,0.1,0.1,0,0,0,0.2,0.1,0,0.2,0.1,0.1,0.2,0.2,0.1
20173131290,20,173,131290,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20173131300,20,173,131300,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20173131310,20,173,131310,23.4,32.2,4.2,0.9,0.3,37.4,20.6,1.9,42.9,16.9,14.5,44,42,17.6
20173131320,20,173,131320,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20173131330,20,173,131330,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20173131340,20,173,131340,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20173131350,20,173,131350,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20173131360,20,173,131360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20173131370,20,173,131370,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20173131380,20,173,131380,0.1,0.1,0,0,0,0.1,0.1,0,0.1,0.1,0.1,0.1,0.1,0.1
20173131390,20,173,131390,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20173131400,20,173,131400,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20173131410,20,173,131410,6.3,5.8,1,0.2,0.1,6.7,6,0.3,7.8,5.2,4.6,7.9,7.6,5.3
20173131420,20,173,131420,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0
20173131430,20,173,131430,2.8,2.5,0.3,0,0,2.9,2.6,0.1,3.3,2.3,2.1,3.4,3.1,2.4
20173131440,20,173,131440,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20173131450,20,173,131450,0.1,0,0,0,0,0,0.1,0,0.1,0.1,0.1,0.1,0.1,0.1
20173131460,20,173,131460,0.4,0.4,0.1,0,0,0.5,0.5,0,0.6,0.4,0.4,0.6,0.6,0.4
20173131470,20,173,131470,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20173131480,20,173,131480,11.4,14.8,2.7,0.5,0.2,15.9,11.8,1.2,18.2,10.9,10.3,18.3,17.8,11.3
20173131490,20,173,131490,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20173131500,20,173,131500,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20173131510,20,173,131510,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20173131520,20,173,131520,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20173131530,20,173,131530,2,2.4,0.5,0,0,2.7,2,0.2,3.2,1.7,1.6,3.2,3.1,1.7
20173131540,20,173,131540,0.2,0.5,0.1,0,0,0.6,0.1,0,0.6,0.1,0.1,0.6,0.6,0.1
20173131550,20,173,131550,2.8,3.6,0.7,0.3,0,4.5,2.4,0.4,5.1,2.1,1.7,5.4,5.1,2.1
20173131560,20,173,131560,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20173131570,20,173,131570,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20173131580,20,173,131580,2.4,4.4,0.5,0.2,0.1,5,2.3,0.1,5.5,2,1.6,5.6,5.5,2
20173131590,20,173,131590,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20173131600,20,173,131600,0.1,0.2,0,0,0,0.3,0.1,0,0.3,0.1,0.1,0.3,0.3,0.1
20173131610,20,173,131610,2.9,2.3,0.7,0.2,0,2.8,3,0.3,3.2,2.9,2.6,3.3,3.1,2.9
20173131620,20,173,131620,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20173131630,20,173,131630,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20173131640,20,173,131640,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20173131650,20,173,131650,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20173131660,20,173,131660,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20173131670,20,173,131670,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20173131680,20,173,131680,0.2,0.2,0,0,0,0.2,0.2,0,0.2,0.1,0.1,0.2,0.2,0.1
20173140010,20,173,140010,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20173140020,20,173,140020,0.2,0.2,0,0,0,0.3,0.1,0,0.3,0.1,0.1,0.3,0.3,0.1
20173140030,20,173,140030,4.8,4,0.7,0.1,0.1,4.9,4.5,0.3,5.7,3.9,3.6,5.8,5.5,4
20173140050,20,173,140050,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20173140060,20,173,140060,0.1,0.2,0,0,0,0.2,0.1,0,0.2,0.1,0.1,0.2,0.2,0.1
20173140070,20,173,140070,1.5,1.3,0.2,0,0,1.5,1.4,0.1,1.8,1.2,1.1,1.8,1.7,1.3
20173140080,20,173,140080,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20173150010,20,173,150010,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20173150020,20,173,150020,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20173150030,20,173,150030,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20173150040,20,173,150040,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20173170010,20,173,170010,4.4,4,0.5,0.1,0,4.8,3.7,0.3,5.6,3.3,3.1,5.6,5.3,3.5
20173170020,20,173,170020,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20173170030,20,173,170030,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20173170040,20,173,170040,0.1,0.1,0,0,0,0.1,0.1,0,0.1,0,0,0.1,0.1,0
20173170050,20,173,170050,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20173170060,20,173,170060,0.1,0.1,0,0,0,0.1,0.1,0,0.1,0.1,0.1,0.1,0.1,0.1
20173180010,20,173,180010,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20173180030,20,173,180030,3,3.5,0.6,0.1,0.1,4.1,2.7,0.3,4.8,2.3,2.1,4.9,4.6,2.5
20173180040,20,173,180040,1.7,3.2,0.4,0.1,0,3.6,1.5,0.2,4,1.4,1.2,3.9,3.9,1.4
20173190010,20,173,190010,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20173190020,20,173,190020,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20173190030,20,173,190030,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20173190040,20,173,190040,13.6,14.4,3.3,0.6,0.2,17,13.3,1.1,19.9,11.5,10.1,20.5,19.5,11.6
20173190050,20,173,190050,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20173190140,20,173,190140,0.1,0.1,0,0,0,0.1,0.1,0,0.1,0.1,0.1,0.1,0.1,0.1
20173500010,20,173,500010,442.2,288.4,51.9,20,6,321.4,448.1,25,376.3,416.2,402.2,372.3,361.3,430.2
20173500030,20,173,500030,99,29,10,6,0,35,95,11,50,90,84,57,49,93
20173500040,20,173,500040,35,10,2,4,0,15,34,1,15,36,31,19,14,35
20173500050,20,173,500050,366,111,32,9,4,130,360,25,161,351,328,174,157,351
20173500060,20,173,500060,628,133,54,29,3,163,632,42,204,632,610,220,191,643
20173500080,20,173,500080,561,165,43,19,2,185,559,31,239,541,485,278,228,549
20173500090,20,173,500090,595,196,42,38,8,239,593,34,282,580,562,301,287,573
20173500110,20,173,500110,176,121,14,5,3,134,164,14,163,147,137,163,155,155
20173500120,20,173,500120,699,181,53,22,3,229,684,35,283,653,618,313,268,664
20173500130,20,173,500130,536,44,30,14,3,65,535,15,80,540,528,88,68,547
20173500140,20,173,500140,526,29,13,10,5,37,520,14,46,527,518,51,50,527
20173500150,20,173,500150,6.9,1.8,0.5,0.3,0,2.2,6.9,0.3,2.7,6.8,6.4,2.8,2.6,6.8
20173500160,20,173,500160,661,24,18,7,6,37,658,14,45,658,644,49,43,649
20173500170,20,173,500170,672.3,43.6,27.6,10.1,6.1,47.4,674,16.2,66.1,674.5,660.2,70.1,59.9,681.6
20173500180,20,173,500180,832.1,96.1,38.6,15.8,5.9,111,841,21.8,153.6,817.3,804.4,147.6,139.7,829.1
20173500190,20,173,500190,562,151,31,22,2,179,568,16,205,550,525,222,207,546
20173500200,20,173,500200,549,161,49,11,1,196,547,25,241,517,478,265,237,520
20173500210,20,173,500210,377.1,234.5,40.1,7.1,4.5,280,354,18.7,325.4,329,307.6,329,312.1,337.9
20173500220,20,173,500220,805,359,74,22,7,437,761,54,504,733,678,543,494,736
20173500230,20,173,500230,123,57.5,12.1,4.4,0.2,78,110.8,6.1,94.8,100.8,96.2,92.2,87.3,106.2
20173500240,20,173,500240,7.9,0.9,0.4,0.1,0.1,1,8,0.2,1.4,7.7,7.6,1.4,1.3,7.8
20173500260,20,173,500260,61.4,63.9,10.5,1.9,1.2,73.2,62,3.7,79.4,58.3,52.1,82.5,82.5,56.4
20173500280,20,173,500280,159,131.9,21.5,3.7,3.7,160,147.8,8.4,188,128.1,117.9,189,181.5,130.9
20173500360,20,173,500360,173.7,50,18.8,13.7,0,57.3,174.4,15.8,77.2,172.1,161.2,88,76.1,172.2
20173500370,20,173,500370,93.8,52.5,14.6,3.5,1.1,65.3,92.1,5.3,70,93.1,81.5,76.4,70.6,90.3
20173500380,20,173,500380,907.3,444.7,74.4,31.8,9.9,526.1,869.6,49.6,610.5,837.8,800.1,628.4,572.8,856.7
20173500390,20,173,500390,179.5,91.2,18.4,12.2,0,116.6,172.3,12.2,143,158.1,138.9,148.1,131.8,167.2
20173500400,20,173,500400,508,212,54,8,2,257,504,12,304,476,444,318,282,484
20173500410,20,173,500410,559,291,47,23,2,325,544,39,391,516,486,406,379,522
20173500420,20,173,500420,362.2,267.3,36.9,11.7,2,298.9,361.8,18,352.7,323.5,297.8,353.6,335,334.4
20173500430,20,173,500430,582.9,432.3,50.3,16.1,9.1,521.6,529.7,23.1,615,453.4,400.2,640.2,591,471.5
20173500440,20,173,500440,646,512,53,20,5,605,572,46,715,501,456,733,696,514
20173500450,20,173,500450,470.8,559.9,49.9,16.3,1,643.3,408.4,30.7,755.5,330.8,297.2,756.5,707.6,365.3
20173500460,20,173,500460,881,660,76,17,3,757,806,52,917,696,646,911,866,722
20173500470,20,173,500470,592.9,407.5,45.9,11.9,4.5,483,526,32.3,576.6,467,434.4,584,536.9,499.1
20173500480,20,173,500480,584,546,49,13,5,650,506,27,748,443,394,774,727,451
20173500490,20,173,500490,928.6,844.2,115.6,13,9.5,961.3,884.8,49.7,1120.8,771.9,705.8,1147,1055.8,816.8
20173500500,20,173,500500,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20173500530,20,173,500530,356.9,330.5,42.6,5.1,2.1,393.4,311.1,18.4,460.2,263.6,244.4,457.2,426.9,286.9
20173500540,20,173,500540,673.7,640,83.5,15.2,8,769.3,560.4,53.4,887.1,497.9,467.3,881.8,838.5,534.5
20173500560,20,173,500560,710.8,683.3,97.6,17.3,10.2,814.8,650,46.1,937.2,560,531.3,929.1,911.1,577.8
20173500570,20,173,500570,738.7,512.7,87,30.3,7.6,577,720.8,53,654.5,693.3,632.8,694.3,649.8,686.7
20173500580,20,173,500580,856.8,583.6,97.1,38.6,5.3,663.6,829.5,57.5,786.7,767.6,707.4,804,755.4,783.7
20173500590,20,173,500590,761.1,869.7,116.8,16.4,7.7,982.7,722.5,43.4,1127.4,612.6,550.9,1162.2,1117.7,616.5
20173500650,20,173,500650,389.1,480.1,47.2,10,1,553.5,340.8,20.1,627.7,282.7,263.6,630.8,608.6,298.8
20173500710,20,173,500710,541.9,737.5,88.4,19.6,3,886,436.6,49,991.1,373.7,329.5,1009.8,960.6,396.4
20173500740,20,173,500740,195.1,122.3,31.1,13.6,0,140.7,193.2,20.4,163.1,190.2,171.8,176.7,158.2,195.1
20173500750,20,173,500750,365,218,58,34,9,249,366,55,291,379,348,314,290,370
20173500760,20,173,500760,160,141,37,6,3,154,171,17,174,170,161,173,167,171
20173500770,20,173,500770,213.8,135.6,23.1,14,4,161.6,211.8,10.1,182.7,201.8,184.8,188.7,174.7,200.8
20173500780,20,173,500780,648,358,72,18,8,441,602,41,515,567,529,542,475,596
20173500790,20,173,500790,766,316.4,80.7,22.7,5.2,365.2,766,41.6,437.1,734.6,688.6,458.8,421.3,744.1
20173500800,20,173,500800,299,131,38,6,1,154,297,13,181,283,281,182,172,294
20173500810,20,173,500810,521.8,206.9,56.4,13.9,3,249.5,518.8,28.7,300,487.2,461.4,312.9,283.2,508
20173500820,20,173,500820,587,289,73,14,5,351,572,37,426,528,503,426,394,547
20173500830,20,173,500830,287.9,101.7,36.1,15.1,3,120.8,295.9,21,138.8,298.9,282.8,147.9,141.9,296.8
20173500840,20,173,500840,171.4,146.9,26.9,18.2,3.2,169.9,177.7,18,191.8,172.6,161.5,194.5,186.2,176.8
20173500870,20,173,500870,188.1,116.5,25.9,14.9,3,128.4,196.1,15.9,150.3,191.1,179.2,156.3,148.3,189.1
20173500880,20,173,500880,539,287,72,26,6,303,555,51,378,532,510,388,373,532
20173500890,20,173,500890,427,328,73,13,2,358,427,39,429,402,369,436,402,417
20173500900,20,173,500900,330.4,225.6,63.2,19.8,2.8,258.6,351.1,32.1,305.8,333.2,314.3,316.2,295.4,337
20173500910,20,173,500910,287.4,373.5,67.4,13.3,4.4,401.9,297.2,30.2,459.6,275,260.8,462.2,448.9,284.8
20173500940,20,173,500940,5,9,2,1,0,11,6,0,11,6,5,12,11,6
20173500980,20,173,500980,570,343.7,98.7,32.4,8.1,392.3,588.9,56.5,474.2,558.5,494.2,497.1,474,544.5
20173500990,20,173,500990,395.3,252.5,46.9,22,6,296.4,381.3,32.9,342.4,359.3,328.4,354.4,338.4,361.3
20173501000,20,173,501000,317.7,267.5,61.1,19,8,305.6,324.7,29.1,345.6,318.7,285.6,359.6,348.6,305.7
20173501010,20,173,501010,59.9,31.7,3.9,4.4,1,41.3,54.9,5.6,53.9,47.8,44.2,57.4,47.8,55.9
20173501020,20,173,501020,311,216,63,15,3,250,322,29,297,307,281,290,267,319
20173501030,20,173,501030,181,145,31,6,2,160,184,17,195,162,162,190,189,164
20173501060,20,173,501060,671,813.9,163.4,32.2,9.8,951.2,638.1,70.4,1084.4,568.8,527.8,1083.8,1065.9,571.6
20173501080,20,173,501080,548.2,562.8,109.4,23.1,10,660.2,512.1,56.1,752.3,471.1,413,785.3,740.3,473.1
20173501090,20,173,501090,144.4,135.3,33.8,5,3.9,169.1,130.6,17.8,200.4,110.3,94.7,212.8,188.8,119.9
20173501110,20,173,501110,317,430.4,65.7,13.3,6.5,478.3,311.1,24.8,545.3,266.9,235.7,555.9,535.2,267.5
20173501150,20,173,501150,263.2,189.2,48.4,13.7,5.5,221.1,273.2,20.1,254.9,256.8,237.6,270.5,248.6,258.6
20173501160,20,173,501160,414,345,63,31,6,393,414,38,454,389,363,466,445,390
20173501170,20,173,501170,346,280,70,20,6,317,363,32,380,329,317,374,362,343
20173501180,20,173,501180,337,310,69,15,8,333,353,31,379,347,302,407,378,339
20173501200,20,173,501200,205,211,51,15,3,237,217,22,272,209,192,281,260,218
20173501210,20,173,501210,293.9,229.7,70.3,22.5,3.9,275.6,304.7,27.4,318.6,288,257.8,334.2,306.9,292
20173501220,20,173,501220,87.3,86.5,29.4,6,0.9,102.1,98.6,8.7,115.9,90.8,79.6,123.7,120.2,83.9
20173501320,20,173,501320,520.1,560.1,115.8,38.9,7,651.9,525.1,49.9,727.8,495.2,456.3,745.8,722.8,494.2
20173501390,20,173,501390,521.8,361.1,83.8,28.9,5,442,503.8,44.9,506.8,482.9,427,538.7,500.8,476.9
20173501400,20,173,501400,333,258.3,41.3,21.6,6.9,294.7,328.1,25.5,345.8,307.4,285.8,336.9,334,303.5
20173501420,20,173,501420,484,501,80,18,4,589,457,33,671,410,362,668,671,394
20173501430,20,173,501430,459,439,72,23,10,508,439,42,598,386,358,606,584,402
20173501440,20,173,501440,481.5,421.6,67.9,7,4,492.5,452.5,20,566.4,401.6,369.6,566.4,548.4,403.6
20173501450,20,173,501450,403.7,409.4,73.7,11.5,5.7,497.4,369.2,21,552.9,328.1,286,568.2,543.3,331
20173501460,20,173,501460,505,705,77,6,5,877,386,17,959,326,285,969,907,370
20173501480,20,173,501480,963.8,1020.4,151.8,43.9,10.1,1223.4,837.1,82.5,1420.3,714.5,663.8,1418.7,1348.3,766.4
20173501500,20,173,501500,387.2,434,58.3,9.6,1.9,530.6,325,24.9,588.9,288.7,242.8,610.9,573.6,298.3
20173501540,20,173,501540,626,633,95,14,8,747,557,57,871,485,431,896,825,519
20173501550,20,173,501550,587,524,80,10,4,625,518,38,700,476,422,723,677,482
20173501560,20,173,501560,349,368,56,7,4,416,327,32,484,283,246,502,471,299
20173501570,20,173,501570,379,312,44,14,1,362,358,25,427,309,276,444,408,326
20173501580,20,173,501580,424,467,68,16,8,539,379,50,624,332,325,609,595,355
20173501590,20,173,501590,531,441,78,13,7,532,487,33,627,429,392,634,595,443
20173501620,20,173,501620,408,527,73,15,7,641,351,25,701,316,275,707,681,327
20173501630,20,173,501630,413,506,73,11,7,574,382,44,684,320,295,670,650,341
20173501640,20,173,501640,703,793,108,9,11,916,648,33,1044,549,508,1050,995,587
20173501650,20,173,501650,535,444.8,98.1,17.8,7.9,547.8,499.3,34.7,649.9,428,384.4,666.7,606.3,463.6
20173501660,20,173,501660,487.3,538.6,112,17.2,8.1,647.6,473.9,34.3,736.7,415.2,349.8,753.8,723.2,418.5
20173501670,20,173,501670,442.8,580.8,97,15,7,688.7,406.9,39,772.7,344.9,314.9,777.7,734.7,383.9
20173501680,20,173,501680,0.1,0.2,0,0,0,0.3,0.1,0,0.3,0,0,0.3,0.3,0.1
20173501730,20,173,501730,419.9,651.8,69,16,8,758.8,355.9,27,834.8,307.9,266.9,847.7,821.8,311.9
20173501740,20,173,501740,739.6,912.8,113.5,15.9,6,1081,647,39.8,1255.2,508.6,430,1274.1,1210.4,540.5
20173501820,20,173,501820,610,186,44,36,3,231,606,30,286,567,542,308,283,576
20173501830,20,173,501830,599,381,71,26,8,434,591,38,492,574,544,494,493,568
20173501850,20,173,501850,553,425,96,22,4,500,547,35,584,492,447,600,551,511
20173501860,20,173,501860,194,150,27,4,1,178,180,12,205,165,160,194,188,171
20173501870,20,173,501870,200.8,115.9,25,11,0,139.9,194.8,10,169.9,175.9,158.9,177.8,160.9,181.8
20173501880,20,173,501880,1001.2,283.9,47.3,13.9,3,340.7,934.9,46.2,429.1,882.9,765.2,518.2,401.6,914.2
20173501890,20,173,501890,628.9,145.2,38.7,18.1,4,166.4,628.3,26.8,211,604.3,561.9,234.9,195.5,617.9
20173501900,20,173,501900,954.4,348.6,65,35.9,4.8,397.1,929.1,59.2,514.6,869.9,796.1,561.2,485.4,883.5
20173501910,20,173,501910,569.1,397,59.6,10.8,6.8,461.6,526.1,39.1,571.1,444,401.9,592.6,520.2,488.9
20173501920,20,173,501920,295,185,45,21,1,224,287,24,257,279,260,256,252,274
20173501930,20,173,501930,677.9,493.3,80.1,21.6,8.1,596,625.7,41.4,720.2,533.9,479.8,741.8,680.6,557.2
20173501940,20,173,501940,617.7,370.1,62.5,18.7,5,437.6,583.7,36.8,527.4,526.5,487.7,541.5,492.3,548.9
20173501960,20,173,501960,850.7,221.7,57.5,40.7,6.1,276.7,845,39.5,331.8,826.3,780.5,349,321,827.7
20173501990,20,173,501990,237,86,21,12,2,99,232,16,117,231,216,124,113,230
20173502000,20,173,502000,514,407,63.8,19.6,2.9,484.5,462.9,46.1,554.2,432.5,401.1,563,528.7,452.2
20173502010,20,173,502010,497.9,397.1,50.6,14.3,1.9,454.5,448.5,33.5,522.9,416.2,373.7,532.4,499.1,425.9
20173502030,20,173,502030,52,67.3,6.2,2.2,0.1,83,41.9,1.7,93.4,33.1,28.5,95.7,91.2,35.2
20173502040,20,173,502040,439.1,601.3,77.1,17,6.3,697.2,386.2,35,801.2,316.4,271.5,822.7,784.1,329.8
20173502070,20,173,502070,300.8,460.7,60.6,11.7,5.8,542.5,268,20.4,586.3,241.7,224.9,581.2,576.8,240.2
20173502120,20,173,502120,239,445,56,12,3,506,214,19,577,170,142,571,547,188
20173502130,20,173,502130,1.6,14.2,1.1,0,0,15.3,1.5,0.1,15.4,1.5,1.4,13.6,15.4,1.5
20173502140,20,173,502140,49.8,76.1,14.8,2,0.7,89.9,45.7,5.8,96.8,44.2,40.8,96.9,94.4,45.6
20173502150,20,173,502150,128.5,274.8,28.1,3.8,2.8,311.4,102.2,12.2,343.2,83.5,76,342.3,332,93.8
20173502160,20,173,502160,3.4,4.2,0.5,0.1,0,5,3,0.2,5.8,2.4,2,5.9,5.6,2.5
20173502180,20,173,502180,56.8,148.5,13,1,0,153.5,57.8,5,171.5,40.9,41.9,159.5,169.5,42.9
20173502200,20,173,502200,9.9,15.2,1.8,0.3,0.1,17.3,9,0.6,19.4,7.5,6.7,19.6,19.1,7.6
20173502220,20,173,502220,621.6,635.8,86.9,14.1,11.1,740.7,583.4,37.5,856.2,498.2,456.5,847.9,828.7,508.6
20173502230,20,173,502230,496.8,381.9,68.7,13.7,6.9,429.9,490,35.2,524.3,423,371.6,535.5,508,438.5
20173502240,20,173,502240,455.5,426.5,70.6,14.9,7.7,493.8,433.2,20.2,573.6,371.8,332,581.8,558.6,381.6
20173502260,20,173,502260,451,543,92,24,8,648,412,42,742,351,310,773,696,390
20173502270,20,173,502270,291.7,289,47.7,22,0.9,343.1,261.5,30.3,384.4,242.2,211,402.7,378,242.2
20173502280,20,173,502280,9.1,9.4,1.5,0.7,0,11.1,8.2,1,12.5,7.5,6.6,13,12.3,7.6
20173502290,20,173,502290,202.7,227.8,29.4,6.3,5.4,256.4,184.8,19.7,307.7,152.1,149,302.4,295.8,158.7
20173502400,20,173,502400,625.8,843.5,138.4,33.6,3,977.9,578.4,61.3,1107.5,495.3,439,1135.1,1086.7,517.1
20173502410,20,173,502410,25.7,24,4.3,0.8,0.3,29.1,23.6,1.4,32.8,20.9,18.3,33.8,32,21.2
20173502440,20,173,502440,0.7,1,0.1,0,0,1.1,0.6,0.1,1.3,0.6,0.5,1.3,1.2,0.6
20173502450,20,173,502450,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20173502460,20,173,502460,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20173502470,20,173,502470,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20173502480,20,173,502480,132,247,39,12,6,277,133,22,317,114,103,320,309,120
20173502490,20,173,502490,16.1,22.7,0.9,0.9,0,25.5,12.3,0,27.4,10.4,6.6,31.2,26.5,10.4
20173502500,20,173,502500,231,552,84,6,4,635,191,23,717,139,123,674,689,151
20173502510,20,173,502510,59,188,19,1,1,210,51,4,227,42,33,218,224,41
20173502560,20,173,502560,128,225,37,9,2,262,120,12,300,94,83,298,292,97
20173502570,20,173,502570,450.9,849.5,98.9,12.9,5.9,938.5,425.2,43.5,1062.1,342.2,318.4,1049.2,1033.4,367.9
